,nCounts,nFeatures
BC1295_N03,29862,8759
BC1296_N02,26591,7268
BC1297_N01,13277,5731
BC1298_N01,15827,5836
BC1301_N02,23864,6513
BC1303_N03,33918,7304
BC1304_N02,25972,6954
BC1305_N01,14085,5550
BC1308_N01,13079,5458
BC1310_N03,21899,6536
BC1311_N02,18696,6380
BC1312_N01,12923,5425
BC1314_N04,42488,8028
BC1315_N01,13696,5537
BC1316_N02,27008,7292
BC1320_N01,14260,5903
BC1321_N02,28034,7110
BC1323_N02,28161,7460
BC1324_N01,15038,5910
BC1325_N02,28214,7503
BC1326_N02,25966,6991
BC1328_N03,31778,7159
BC1329_N01,12711,5324
BC1334_N03,29362,7177
BC1335_N01,14207,5753
BC1341_N01,13804,5746
BC1342_N02,27022,7170
BC1344_N02,26104,6863
BC1345_N02,23302,6166
BC1348_N02,22349,6531
BC1351_N01,12002,5115
BC1354_N01,13942,5887
BC1356_N01,13304,5422
BC1357_N02,23238,6699
BC1359_N01,13678,5748
BC1362_N02,26295,6327
BC1363_N02,23246,6731
BC1364_N01,13931,5743
BC1366_N01,13038,5484
BC1368_N01,14291,5849
BC1370_N02,22441,6124
BC1371_N02,22205,6820
BC1372_N02,24505,6439
BC1374_N03,31259,6921
BC1376_N01,13814,5799
BC1378_N02,28414,7448
BC1379_N02,29185,6419
BC1380_N02,24333,6504
BC1383_N03,27542,7084
BC1385_N02,24007,6737
BC1386_N02,27026,7322
BC1389_N02,24321,6667
BC1391_N01,13921,5864
BC1393_N01,12739,5372
BC1394_N03,34969,7698
BC1395_N02,26424,6881
BC1396_N01,12062,5141
BC1397_N02,20263,4787
BC1400_N01,12596,5183
BC1401_N01,13992,5702
BC1405_N02,25047,7060
BC1406_N01,12977,5343
BC1407_N04,37737,7757
BC1408_N01,13792,5715
BC1409_N01,13328,5510
BC1412_N01,12307,5215
BC1413_N01,14320,5702
BC1414_N01,13174,5353
BC1415_N02,24928,6761
BC1416_N02,26541,7269
BC1417_N01,13617,5495
BC1418_N03,27897,6334
BC1419_N02,26547,7007
BC1420_N03,34560,7178
BC1421_N02,21956,5897
BC1422_N02,16659,5845
BC1423_N01,11576,4963
BC1424_N02,17262,5739
BC1425_N01,13430,5565
BC1429_N05,48466,7333
BC1430_N01,13217,5360
BC1433_N02,22691,6539
BC1434_N02,22875,6618
BC1435_N02,24739,6901
BC1436_N02,24626,5730
BC1439_N01,13927,5784
BC1440_N01,12782,5289
BC1441_N02,22538,6283
BC1444_N01,13490,5421
BC1445_N03,40244,7902
BC1446_N01,13492,5717
BC1447_N01,12833,4302
BC1449_N03,32014,7201
BC1450_N01,13558,5410
BC1452_N01,11853,4947
BC1454_N02,22708,6461
BC1456_N01,13897,5754
BC1457_N01,13200,5402
BC1459_N01,13548,5691
BC1461_N01,13163,5449
BC1462_N03,34340,7326
BC1463_N01,12631,5179
BC1464_N02,26646,6696
BC1466_N04,48631,8451
BC1472_N01,14193,5781
BC1476_N04,45762,9195
BC1478_N02,22824,7034
BC1479_N02,22787,6170
BC1480_N03,31573,7365
BC1482_N01,12665,5378
BC1483_N02,24042,6579
BC1484_N01,13125,5550
BC1485_N04,42297,7542
BC1487_N02,26038,7663
BC1489_N01,13647,5626
BC1490_N07,55351,7508
BC1491_N01,13116,5435
BC1493_N01,13411,5618
BC1494_N01,13376,5391
BC1495_N02,22181,6466
BC1496_N01,12224,5317
BC1499_N01,14354,5802
BC1500_N02,23369,6536
BC1501_N03,31671,7191
BC1502_N03,36397,7502
BC1505_N01,13615,5671
BC1506_N01,13096,5471
BC1510_N02,23574,6879
BC1513_N03,37486,7724
BC1515_N01,12075,5145
BC1516_N01,13303,5555
BC1517_N02,26229,6940
BC1518_N01,12045,4962
BC1520_N02,24723,6503
BC1521_N01,12054,5084
BC1523_N02,16641,5511
BC1524_N02,24236,6455
BC1527_N01,13461,5583
BC1530_N01,12524,5152
BC1531_N01,13521,5552
BC1532_N03,29646,6418
BC1538_N01,13764,5651
BC1539_N01,13363,5451
BC1541_N03,26538,6805
BC1543_N03,32017,6670
BC1544_N02,23596,6352
BC1547_N03,32073,7556
BC1549_N02,16752,5678
BC1550_N01,13075,5481
BC1552_N01,11067,4823
BC1553_N02,17065,5864
BC1554_N01,13158,5230
BC1555_N01,13408,5472
BC1556_N01,13220,5416
BC1557_N01,13507,5436
BC1558_N01,11993,5026
BC1559_N01,12004,5009
BC1560_N01,10771,4650
BC1562_N02,22683,6329
BC1563_N02,23571,6942
BC1565_N02,22006,6490
BC1566_N01,12780,5312
BC1568_N02,25653,6714
BC1569_N04,39493,7012
BC1571_N01,13511,5544
BC1574_N03,34148,7365
BC1575_N02,23931,6621
BC1577_N01,12627,5417
BC1579_N02,22699,6626
BC1583_N02,26133,6867
BC1585_N04,43481,7719
BC1587_N02,24534,6797
BC1588_N02,26544,7252
BC1591_N02,22687,6324
BC1595_N02,20058,5702
BC1596_N01,10824,4539
BC1597_N01,13202,5414
BC1598_N02,21389,6150
BC1599_N01,13074,5314
BC1600_N01,13133,5407
BC1605_N02,22338,6085
BC1609_N04,41927,7615
BC1610_N01,13191,5448
BC1612_N01,13307,5414
BC1615_N01,12935,5314
BC1616_N02,21958,6184
BC1617_N01,12107,5214
BC1618_N01,12573,5128
BC1619_N01,12051,5064
BC1620_N01,12474,5289
BC1622_N02,21375,6108
BC1623_N04,32583,6635
BC1624_N01,12704,5195
BC1628_N01,11556,3999
BC1629_N01,12649,5261
BC1630_N02,18131,6124
BC1632_N02,21511,6154
BC1633_N04,33269,8432
BC1636_N02,22760,6100
BC1638_N02,24466,6893
BC1642_N02,20040,5517
BC1644_N03,26957,6269
BC1646_N02,21249,5941
BC1651_N01,12858,5413
BC1652_N05,47728,7376
BC1653_N02,24195,6325
BC1655_N02,18479,5655
BC1658_N02,22158,6163
BC1663_N02,19810,5738
BC1667_N02,20364,5927
BC1669_N01,12286,5041
BC1671_N02,21827,6391
BC1672_N02,21349,5894
BC1673_N02,20899,6008
BC1675_N02,21129,6103
BC1676_N01,12995,5483
BC1677_N02,20003,5716
BC1683_N02,22703,6752
BC1684_N01,11761,5035
BC1688_N01,13053,5290
BC1689_N02,23390,6518
BC1690_N01,12963,5356
BC1691_N02,21860,6143
BC1692_N02,19183,4513
BC1696_N01,11802,5001
BC1698_N02,22209,6223
BC1700_N02,21897,6397
BC1701_N02,20046,5432
BC1703_N02,19418,5427
BC1706_N01,10646,4502
BC1707_N02,17013,5372
BC1709_N02,23998,6692
BC1710_N01,12225,5179
BC1712_N01,12063,5201
BC1713_N03,27444,6190
BC1715_N03,34368,7394
BC1719_N02,22389,6291
BC1722_N04,29542,5774
BC1723_N01,12701,5270
BC1724_N01,11534,4689
BC1731_N01,11751,4914
BC1733_N01,12898,5312
BC1734_N01,11515,4895
BC1735_N04,35305,6303
BC1738_N02,22695,6192
BC1739_N01,12596,5300
BC1740_N01,12637,5168
BC1741_N01,11857,5067
BC1744_N02,22379,6572
BC1746_N01,12641,5207
BC1750_N01,10954,4737
BC1756_N03,34171,7008
BC1758_N01,10828,4445
BC1759_N03,31807,6379
BC1761_N02,19622,5700
BC1762_N02,21440,5961
BC1763_N02,17931,5317
BC1764_N01,11923,5016
BC1765_N01,11281,4946
BC1766_N01,11946,4993
BC1767_N02,20385,5626
BC1769_N02,20956,5548
BC1770_N04,36146,7822
BC1773_N01,10450,4480
BC1776_N04,41156,7215
BC1777_N03,26783,5751
BC1785_N02,24566,5994
BC1789_N02,20935,5833
BC1790_N02,21557,6080
BC1791_N02,16464,5085
BC1792_N03,30658,6451
BC1795_N03,24634,6365
BC1797_N01,11019,4644
BC1800_N01,10762,4641
BC1801_N01,10964,3815
BC1803_N01,12128,5126
BC1804_N02,21872,6045
BC1805_N03,23104,5886
BC1807_N01,12004,5028
BC1808_N02,20377,5838
BC1811_N01,11826,5043
BC1812_N03,29540,4725
BC1813_N01,11364,4787
BC1815_N02,18081,5295
BC1817_N01,11078,4707
BC1820_N02,13023,4571
BC1821_N02,12572,4422
BC1822_N01,12490,5180
BC1824_N02,20792,6032
BC1828_N01,11942,5062
BC1830_N01,12291,5018
BC1832_N03,30877,6793
BC1833_N03,33046,6728
BC1834_N03,30130,6288
BC1835_N01,11510,4803
BC1836_N01,11131,4686
BC1839_N01,11756,4827
BC1844_N01,12202,5203
BC1845_N01,10334,4387
BC1846_N01,12167,5176
BC1847_N04,40797,6898
BC1848_N02,18577,5360
BC1849_N02,21795,5899
BC1850_N01,11300,4737
BC1851_N02,22186,6356
BC1852_N02,14926,4800
BC1854_N01,11810,4915
BC1856_N02,20519,5730
BC1861_N03,28425,6260
BC1862_N02,22318,6287
BC1863_N01,13390,4830
BC1864_N01,10363,4371
BC1865_N01,10663,4673
BC1869_N02,15352,5101
BC1870_N01,11531,4872
BC1872_N01,10825,4746
BC1875_N02,19978,6068
BC1876_N03,29202,6833
BC1877_N02,19782,6519
BC1878_N03,30763,6429
BC1879_N01,11189,4861
BC1883_N02,21814,6162
BC1884_N02,22874,5809
BC1886_N03,29154,7052
BC1887_N02,17263,5290
BC1888_N01,11719,4923
BC1892_N01,11019,4755
BC1893_N01,11905,4901
BC1894_N01,11900,5026
BC1895_N02,22013,6360
BC1897_N03,31273,6538
BC1900_N05,43679,6995
BC1902_N02,22777,6043
BC1903_N02,19378,5602
BC1906_N05,46641,8186
BC1907_N01,11214,4776
BC1912_N03,25556,5961
BC1913_N03,22792,5546
BC1916_N01,10927,4516
BC1917_N01,11657,4879
BC1919_N01,12053,4987
BC1920_N01,11315,4811
BC1921_N02,21801,6116
BC1926_N02,19340,5618
BC1927_N03,27717,6128
BC1928_N06,49370,6852
BC1932_N04,38677,7404
BC1933_N01,11172,4682
BC1937_N04,32504,6577
BC1940_N04,37853,7225
BC1941_N03,28333,6072
BC1944_N01,11311,4778
BC1945_N02,21467,5820
BC1948_N01,11136,4860
BC1951_N02,20561,5888
BC1954_N02,20691,6276
BC1958_N02,20642,5767
BC1959_N02,19715,5555
BC1962_N02,21723,6064
BC1963_N01,12312,4160
BC1964_N04,36303,8494
BC1966_N01,9969,4209
BC1969_N01,11170,4750
BC1972_N01,10499,4419
BC1973_N03,26056,5900
BC1974_N01,10644,4543
BC1976_N01,9812,4143
BC1978_N02,16773,5264
BC1980_N04,35962,6891
BC1982_N02,19468,5598
BC1983_N02,21493,5651
BC1985_N02,18986,5407
BC1986_N01,11242,4774
BC1987_N02,20268,5987
BC1989_N03,23813,6132
BC1994_N03,25688,5963
BC1997_N02,17959,5192
BC1998_N01,10898,4660
BC1999_N01,11332,4709
BC2001_N01,10582,4445
BC2002_N01,10960,4578
BC2003_N01,9281,4046
BC2006_N02,20189,5856
BC2007_N01,11096,4665
BC2008_N02,18268,5166
BC2012_N02,17923,5278
BC2013_N01,11273,4701
BC2014_N02,20680,5789
BC2015_N04,32169,7394
BC2019_N01,10861,4605
BC2021_N01,11149,4766
BC2023_N01,11216,4795
BC2026_N02,20678,5618
BC2028_N03,21670,5103
BC2029_N02,14653,5116
BC2030_N02,17253,5085
BC2031_N03,25508,5738
BC2032_N01,10626,4490
BC2035_N02,18228,5379
BC2039_N03,24837,5532
BC2044_N02,18341,5195
BC2045_N02,19624,5548
BC2046_N01,9670,4145
BC2047_N02,20835,5628
BC2048_N02,20554,5676
BC2049_N03,24960,6134
BC2050_N02,19134,5550
BC2051_N02,18938,6000
BC2052_N02,18811,5683
BC2053_N03,28751,5836
BC2057_N02,19650,5423
BC2059_N01,10124,4175
BC2063_N04,36682,5616
BC2066_N03,27912,6122
BC2070_N01,10924,4533
BC2071_N02,17483,5058
BC2072_N01,10107,4280
BC2073_N05,35795,6065
BC2083_N01,10116,4312
BC2085_N01,9647,4020
BC2089_N03,24584,5489
BC2091_N02,17417,5153
BC2092_N03,29485,6582
BC2093_N01,10962,4568
BC2096_N03,28555,6780
BC2099_N04,33487,6362
BC2103_N06,46880,6800
BC2104_N01,10404,4412
BC2105_N01,10120,4293
BC2110_N02,18359,5302
BC2112_N03,29324,6068
BC2113_N02,18677,5310
BC2115_N01,10976,4579
BC2116_N02,19210,5482
BC2117_N03,25512,6235
BC2118_N01,11010,4589
BC2122_N01,10629,4253
BC2124_N01,7969,3633
BC2128_N03,25389,5742
BC2131_N01,9277,3962
BC2134_N02,13891,4922
BC2135_N02,16613,5440
BC2137_N05,39784,6655
BC2139_N01,10388,4447
BC2145_N02,17128,5348
BC2146_N04,36853,6701
BC2147_N01,10666,4331
BC2153_N01,11598,4078
BC2155_N01,10273,4315
BC2156_N01,10226,4338
BC2157_N04,32811,6170
BC2158_N04,36831,6582
BC2174_N01,10444,4405
BC2175_N02,18147,5410
BC2176_N04,33925,5924
BC2181_N01,10355,4406
BC2182_N01,10349,4379
BC2183_N01,10103,4502
BC2184_N01,10296,4339
BC2185_N01,10296,4391
BC2186_N03,21329,5296
BC2187_N03,22842,6411
BC2188_N01,8369,3668
BC2189_N02,17598,5121
BC2193_N01,9318,4023
BC2196_N03,26780,4837
BC2197_N02,19680,6025
BC2198_N01,10015,4297
BC2199_N01,10038,4166
BC2202_N01,10353,4345
BC2210_N04,31122,5891
BC2211_N02,16203,5016
BC2213_N01,10112,4321
BC2218_N01,8089,3604
BC2219_N02,18110,5185
BC2224_N03,24933,5796
BC2225_N02,16120,5094
BC2228_N04,30268,5471
BC2231_N03,24196,6137
BC2236_N01,9347,3976
BC2240_N01,9965,4200
BC2242_N01,10283,4351
BC2244_N04,26121,5404
BC2247_N01,9900,4284
BC2248_N03,25710,5622
BC2249_N01,9845,4202
BC2250_N01,9918,4243
BC2252_N01,10320,4309
BC2253_N03,23885,5736
BC2257_N01,9512,4169
BC2258_N01,8575,3747
BC2261_N02,16393,4733
BC2266_N02,12493,4480
BC2267_N02,18138,4828
BC2270_N02,14893,5082
BC2274_N03,25233,5647
BC2276_N01,9164,3984
BC2281_N02,18875,5439
BC2285_N01,9276,3251
BC2287_N02,16970,5036
BC2290_N02,14916,4594
BC2297_N02,17878,5694
BC2299_N01,10109,4240
BC2301_N01,9489,4176
BC2306_N01,10124,4164
BC2309_N01,9254,3921
BC2310_N03,21495,5674
BC2312_N03,24144,5107
BC2313_N01,9340,4056
BC2317_N02,18197,5191
BC2325_N01,9676,4160
BC2328_N01,9499,4104
BC2331_N01,7419,3415
BC2334_N01,9175,4084
BC2335_N02,17426,4784
BC2345_N01,9502,4048
BC2348_N02,17184,5123
BC2350_N01,7961,3576
BC2352_N01,9562,4097
BC2354_N01,7937,3581
BC2355_N01,9472,3207
BC2357_N02,14840,4939
BC2361_N02,14858,3360
BC2362_N02,16906,5101
BC2364_N02,16903,4885
BC2367_N01,8182,3639
BC2368_N01,10038,4066
BC2369_N01,9195,3949
BC2370_N01,8569,3789
BC2374_N01,9566,4028
BC2376_N01,9049,3949
BC2378_N01,9117,4007
BC2379_N02,16823,5328
BC2380_N01,9440,4050
BC2382_N04,29933,5925
BC2393_N06,37401,5445
BC2395_N02,16313,4564
BC2396_N04,28523,5540
BC2398_N02,12298,4257
BC2399_N02,16540,4646
BC2412_N03,21814,5394
BC2413_N02,14356,4669
BC2416_N01,9491,4003
BC2418_N03,22514,5490
BC2420_N03,24708,5459
BC2423_N01,8867,3897
BC2428_N03,23439,5188
BC2431_N03,25657,5913
BC2434_N01,9769,4237
BC2437_N01,9029,3937
BC2438_N02,16832,4802
BC2439_N02,16170,4482
BC2441_N02,14562,4402
BC2443_N01,9899,3972
BC2446_N01,9261,3970
BC2450_N01,9141,3964
BC2452_N02,14894,4590
BC2454_N02,16332,4720
BC2465_N04,26361,5092
BC2471_N01,8511,3669
BC2479_N01,8609,3782
BC2480_N03,23862,5543
BC2485_N01,8687,3687
BC2488_N14,75376,16192
BC2490_N02,16882,4732
BC2491_N03,19967,4945
BC2492_N01,8640,3704
BC2493_N02,12875,4297
BC2494_N04,24692,4739
BC2502_N02,14615,4329
BC2506_N01,7582,3414
BC2507_N01,8653,3830
BC2508_N03,22436,4909
BC2514_N01,8286,2809
BC2517_N03,22358,5271
BC2522_N01,9252,3587
BC2534_N01,8032,3523
BC2538_N02,16135,4612
BC2540_N01,8403,3707
BC2542_N01,550,305
BC2543_N03,505,283
BC2547_N01,7769,3482
BC2548_N02,15395,4482
BC2554_N03,20793,4853
BC2561_N03,20169,5541
BC2564_N01,8389,3694
BC2567_N01,8136,3584
BC2571_N02,16279,4871
BC2572_N01,8185,3540
BC2577_N01,8656,3775
BC2578_N02,16285,4749
BC2579_N03,20896,4812
BC2580_N01,8366,3661
BC2581_N04,24781,6166
BC2592_N01,8310,3554
BC2599_N02,16581,4685
BC2601_N03,18853,3598
BC2604_N02,15263,4754
BC2605_N02,11502,3878
BC2606_N04,24602,5214
BC2609_N01,7689,3466
BC2619_N01,8608,3626
BC2624_N01,7760,3394
BC2628_N02,12756,3898
BC2630_N02,15115,4512
BC2633_N01,8521,3574
BC2635_N01,8450,3625
BC2639_N01,8064,3499
BC2640_N01,7908,3464
BC2641_N01,8543,3741
BC2642_N02,14675,4360
BC2646_N02,12312,3771
BC2651_N01,8471,3633
BC2652_N01,7645,3316
BC2656_N02,16047,4561
BC2657_N01,8250,3547
BC2658_N03,20002,4769
BC2660_N01,7820,3435
BC2664_N01,8247,3549
BC2670_N02,14535,4399
BC2671_N02,12943,4569
BC2676_N01,7748,3543
BC2677_N02,14569,4459
BC2681_N02,14520,4381
BC2684_N01,8357,3558
BC2685_N01,8050,3595
BC2687_N04,20712,4736
BC2688_N03,15931,4452
BC2692_N01,8143,3548
BC2697_N01,8282,3557
BC2699_N01,8039,3498
BC2706_N02,14573,4295
BC2710_N01,8086,3464
BC2714_N01,7670,3358
BC2715_N01,6567,2987
BC2719_N01,7796,3422
BC2721_N02,13854,4264
BC2729_N01,7816,3456
BC2730_N01,7024,3158
BC2734_N03,19018,4023
BC2738_N01,7559,3366
BC2745_N02,13802,4031
BC2746_N01,8134,3425
BC2753_N01,7800,3346
BC2757_N02,14578,4405
BC2760_N01,7939,3455
BC2767_N02,12440,4083
BC2770_N01,7376,3156
BC2771_N01,6842,3084
BC2772_N01,6902,3140
BC2774_N03,17345,4352
BC2775_N01,7237,3259
BC2779_N03,19212,4518
BC2780_N01,7125,3174
BC2781_N05,26798,4776
BC2782_N02,11936,3502
BC2787_N01,6947,3043
BC2791_N02,13387,4310
BC2793_N03,19713,4953
BC2797_N03,15275,3696
BC2799_N03,18261,4406
BC2804_N03,16997,4042
BC2805_N02,14045,4158
BC2807_N02,13929,4232
BC2810_N05,25648,4704
BC2811_N01,7526,3247
BC2814_N01,5705,2560
BC2817_N02,13461,4101
BC2826_N01,7050,3097
BC2827_N02,12875,3873
BC2831_N03,16880,4364
BC2832_N02,14905,4395
BC2833_N03,17521,4425
BC2845_N02,12355,3793
BC2854_N01,6096,2817
BC2855_N01,6543,2981
BC2856_N01,7193,3189
BC2857_N01,6971,3125
BC2860_N04,17089,5706
BC2869_N03,16600,3968
BC2872_N02,12939,4183
BC2873_N01,6885,3039
BC2877_N01,6942,2937
BC2879_N04,25274,4740
BC2880_N01,7440,3227
BC2882_N03,18457,4696
BC2894_N01,6751,3013
BC2895_N03,16399,4312
BC2916_N02,12721,3963
BC2917_N01,6788,3025
BC2920_N02,11580,3535
BC2922_N02,9713,3809
BC2928_N04,19744,3913
BC2937_N01,5760,2612
BC2943_N01,5995,2612
BC2944_N02,9672,3451
BC2951_N01,5631,2617
BC2953_N02,11651,3498
BC2954_N01,6013,2682
BC2958_N03,15262,3781
BC2970_N01,6680,2942
BC2974_N01,6278,2828
BC2977_N02,12530,3818
BC2982_N02,11827,3392
BC2983_N01,6596,2885
BC2989_N03,13750,3310
BC2993_N01,6206,2820
BC2994_N01,6589,2852
BC2998_N03,15249,3775
BC2999_N03,14845,3676
BC3004_N01,5602,2515
BC3008_N01,6445,2798
BC3009_N07,26558,8467
BC3018_N01,5710,2538
BC3019_N03,14949,3556
BC3022_N02,10433,3283
BC3023_N03,15534,3527
BC3027_N01,6226,2727
BC3032_N01,5623,2491
BC3033_N01,4865,2275
BC3036_N02,10709,3267
BC3037_N01,5597,2495
BC3038_N02,9075,3033
BC3041_N01,4396,2062
BC3043_N02,10072,3232
BC3045_N04,16601,3736
BC3052_N01,5173,2391
BC3056_N02,8914,3431
BC3060_N02,9542,3015
BC3061_N03,14175,3194
BC3067_N01,5739,2509
BC3070_N01,5464,2442
BC3071_N04,19009,3970
BC3073_N01,5479,2412
BC3074_N03,10984,4057
BC3077_N01,5474,2439
BC3079_N01,3893,1859
BC3081_N02,6216,2735
BC3082_N01,5019,2286
BC3083_N01,4254,2025
BC3085_N01,5181,2378
BC3095_N04,19725,3756
BC3097_N01,4383,2104
BC3105_N01,4131,2017
BC3106_N01,5218,2344
BC3109_N01,4727,2216
BC3118_N01,4477,2133
BC3127_N01,4824,2202
BC3130_N02,7955,2336
BC3131_N04,16500,3367
BC3133_N03,11936,3004
BC3134_N01,4595,2109
BC3138_N03,10760,3507
BC3140_N03,12248,4470
BC3143_N01,4554,2101
BC3146_N01,4478,2037
BC3147_N01,3629,1768
BC3149_N01,3719,1722
BC3151_N01,3457,1684
BC3153_N01,4641,2022
BC3155_N03,10344,3974
BC3158_N02,6830,2518
BC3160_N01,534,292
BC3162_N01,3905,1824
BC3163_N02,7243,2899
BC3173_N02,8040,2537
BC3177_N01,3388,1517
BC3183_N02,7035,2663
BC3184_N01,3173,1540
BC3187_N01,3096,1508
BC3188_N01,3980,1776
BC3190_N01,3866,1727
BC3194_N01,3094,1518
BC3198_N01,3157,1524
BC3199_N01,3229,1517
BC3201_N01,2689,1308
BC3203_N01,3140,1536
BC3204_N01,3431,1520
BC3205_N01,3827,1739
BC3207_N01,3137,1516
BC3208_N01,3704,1646
BC3209_N01,2952,1423
BC3214_N01,2880,1368
