,nCounts,nFeatures
BC01800_N03,2883,1459
BC00377_N04,6116,2444
BC01845_N01,2447,1411
BC00376_N04,1359,867
BC01616_N02,3467,1660
BC00372_N02,6207,2441
BC00364_N03,6070,2332
BC00279_N01,1880,1127
BC00719_N05,3993,1997
BC00128_N01,5847,2289
BC00186_N01,2030,1131
BC00356_N03,4119,1969
BC00482_N04,10743,3307
BC00245_N02,1366,779
BC00355_N03,10039,3050
BC00851_N03,2823,1412
BC00499_N02,3943,2009
BC00670_N02,4018,1776
BC00678_N02,1280,845
BC00648_N03,2207,1202
BC00350_N02,3595,1748
BC03882_N01,974,659
BC02982_N05,3931,2050
BC00031_N02,2372,1370
BC02489_N02,2986,1566
BC04020_N03,819,607
BC00638_N03,8852,2833
BC00339_N03,2915,1483
BC00588_N04,7090,2546
BC01611_N03,2739,1413
BC00332_N03,6283,2420
BC00232_N03,6838,2893
BC00272_N02,3802,1862
BC00653_N07,5473,2219
BC01575_N01,1705,1063
BC01027_N02,1741,918
BC00921_N02,2350,1221
BC00328_N03,6799,2649
BC00701_N03,3730,1682
BC00325_N01,3303,1686
BC00215_N01,6630,2696
BC00433_N05,5357,2279
BC02888_N01,2853,1464
BC00464_N05,5490,2247
BC01342_N02,3233,1546
BC02743_N03,3125,1618
BC00076_N01,6938,2698
BC01195_N02,2635,1330
BC00285_N03,15543,3316
BC00495_N02,3541,1784
BC00314_N04,11372,3738
BC00308_N02,3036,1621
BC00379_N01,7461,2755
BC01873_N06,3370,1529
BC02122_N02,2560,1364
BC00302_N01,3847,1805
BC00395_N02,2976,1440
BC00682_N03,3021,1536
BC00374_N02,6135,2168
BC02684_N04,2103,1217
BC00123_N03,6540,2407
BC00914_N02,4314,1967
BC02092_N03,1855,1097
BC00329_N03,1396,825
BC01727_N03,4042,1763
BC01625_N04,6305,2392
BC00486_N03,5918,2352
BC00503_N03,5682,2363
BC00291_N03,6595,2548
BC00235_N02,5643,2388
BC03925_N01,1020,705
BC00099_N01,4767,2048
BC02498_N03,2193,1238
BC00806_N01,3195,1607
BC00288_N01,8678,3267
BC00425_N03,15004,3265
BC02790_N06,3608,1735
BC01492_N01,1541,951
BC00607_N01,3501,1824
BC00287_N02,3882,1824
BC00878_N01,7001,2835
BC00712_N02,6089,2533
BC00318_N01,5852,2378
BC02148_N03,4568,2006
BC00284_N02,4449,2224
BC00603_N02,6082,2280
BC01801_N04,2607,1414
BC00283_N02,4458,2093
BC02764_N01,2240,1258
BC00280_N01,2846,1483
BC01041_N01,5115,2204
BC01959_N03,3081,1525
BC01057_N02,4614,2108
BC00856_N01,3564,1660
BC00710_N04,5121,2261
BC00759_N04,8106,2993
BC00003_N01,1711,1304
BC00270_N01,4331,2028
BC00489_N02,1392,803
BC00346_N01,2461,1525
BC01914_N03,3072,1596
BC00269_N01,7624,2904
BC00083_N01,4255,1932
BC00707_N03,5448,2307
BC02897_N03,2034,1231
BC00266_N03,4072,1804
BC02681_N02,983,611
BC00393_N02,6105,2534
BC00252_N03,7021,2665
BC01425_N02,3910,1976
BC00261_N01,2217,1383
BC01021_N02,1912,1076
BC01657_N01,1103,747
BC02823_N03,2635,1333
BC00451_N06,4873,2341
BC01915_N01,437,317
BC03973_N01,1268,788
BC00358_N02,3547,1842
BC00539_N03,4259,1984
BC00260_N01,1225,774
BC00101_N08,7313,2796
BC00254_N01,4253,1907
BC01881_N04,3120,1528
BC01207_N02,2475,1449
BC01746_N04,1524,1015
BC00250_N02,9161,2915
BC00898_N01,3292,1463
BC02386_N06,5424,2346
BC03042_N02,978,647
BC00236_N01,2566,1353
BC00769_N04,3054,1478
BC02070_N01,1977,1074
BC00054_N02,6911,2678
BC00242_N01,2843,1473
BC02072_N05,2343,1401
BC00366_N01,2432,1412
BC00256_N04,5321,2451
BC01018_N02,2860,1541
BC00401_N01,1270,818
BC00230_N03,22169,3628
BC00592_N03,4748,2099
BC00247_N01,2697,1554
BC00668_N01,2923,1412
BC00800_N04,6192,2474
BC00216_N02,5922,2268
BC00452_N02,1481,935
BC02767_N04,2567,1435
BC00018_N03,10769,3695
BC00404_N03,2077,1084
BC00774_N04,7180,2638
BC00513_N03,5656,2237
BC02430_N03,4011,1981
BC00061_N01,8309,2983
BC00271_N01,1847,899
BC00307_N03,3183,1617
BC01871_N02,2749,1496
BC00209_N03,7042,2776
BC00641_N02,2293,1331
BC01376_N04,5772,2249
BC02141_N03,2401,1378
BC00204_N03,4728,2204
BC01407_N01,3303,1834
BC00583_N02,4746,2120
BC01710_N03,3496,1805
BC00330_N02,745,455
BC00200_N03,2657,1352
BC00419_N04,4595,2001
BC00417_N04,6124,2368
BC00196_N03,5173,2211
BC00013_N03,6873,3556
BC00512_N01,4885,2180
BC03178_N01,873,619
BC00345_N02,13121,3740
BC00193_N02,4601,1991
BC00336_N02,4820,1999
BC01085_N01,2911,1602
BC01811_N04,9051,2410
BC00608_N02,3200,1502
BC02383_N03,1856,1054
BC03280_N01,356,252
BC00546_N03,4290,2003
BC00726_N01,3611,1720
BC00697_N02,3906,1854
BC00094_N03,8682,3176
BC00561_N02,231,167
BC00098_N03,10024,3426
BC01981_N04,9611,3055
BC03938_N01,889,640
BC00687_N04,3244,1618
BC00041_N03,1193,810
BC00162_N01,1706,944
BC00241_N01,4702,2057
BC00107_N01,4382,1985
BC00319_N03,2846,1429
BC01361_N01,9718,2503
BC01098_N02,2490,1324
BC00087_N01,1229,665
BC00044_N02,7342,2857
BC01963_N05,1388,917
BC00496_N03,7555,2727
BC00836_N02,6816,2541
BC01977_N02,3713,1800
BC01688_N03,1421,702
BC00257_N03,8487,2904
BC00090_N02,8382,2999
BC00262_N02,8612,3046
BC01911_N03,3496,1545
BC00761_N03,5256,2295
BC00331_N01,2692,1440
BC02096_N02,2853,1453
BC03951_N01,1702,1024
BC00170_N02,2135,1188
BC00790_N02,1643,1005
BC00494_N03,1173,744
BC00500_N01,4947,2112
BC00080_N05,19964,4801
BC01887_N03,1607,990
BC00380_N03,4733,2123
BC02258_N01,1712,1045
BC00078_N03,7338,2966
BC00276_N05,3946,1944
BC02064_N04,2070,1234
BC00248_N01,1695,1013
BC00713_N03,5142,2248
BC02367_N02,2495,1341
BC00964_N03,2822,1331
BC00203_N02,28986,5674
BC00026_N03,1793,1031
BC02877_N02,2808,1504
BC00130_N01,1919,1007
BC01161_N01,1663,991
BC00273_N05,3681,2050
BC01204_N04,6027,2400
BC00602_N03,9684,3085
BC02260_N02,1905,1121
BC01601_N01,1222,703
BC01782_N07,7687,2838
BC00334_N01,3631,1768
BC01870_N06,2006,1143
BC00166_N01,5641,2189
BC01993_N03,1382,861
BC00528_N04,5094,2270
BC00686_N01,1932,1055
BC01285_N02,1880,1067
BC01485_N01,831,590
BC00303_N01,3973,1944
BC00059_N01,4529,2124
BC00324_N01,4663,2204
BC00508_N05,12505,3897
BC01702_N03,3860,1811
BC00385_N01,1311,793
BC00424_N05,3466,1689
BC00057_N03,11108,3157
BC02406_N03,1267,829
BC00373_N01,4246,2054
BC00343_N02,4800,2068
BC02156_N02,3478,1728
BC00341_N03,3611,1656
BC00490_N03,5707,2338
BC00052_N01,2804,1364
BC02971_N03,4163,2084
BC00744_N04,3943,1852
BC00359_N05,10612,3432
BC00353_N03,5186,2435
BC00506_N03,5029,2391
BC00028_N06,16987,4588
BC00724_N04,895,579
BC01847_N04,4975,2059
BC00617_N01,918,664
BC00357_N01,1070,683
BC00454_N02,3358,1704
BC00937_N01,4614,1973
BC01944_N05,5718,2365
BC01008_N01,426,320
BC00079_N02,21157,4624
BC00027_N01,9001,3158
BC00268_N02,5609,2354
BC00138_N03,8376,3072
BC00030_N03,11343,3132
BC02057_N04,1735,1067
BC02473_N03,3022,1533
BC00819_N02,4471,2093
BC02267_N04,8555,2857
BC02784_N06,6584,2701
BC00238_N01,3766,1893
BC00487_N02,5664,2214
BC00264_N02,6586,2559
BC00400_N02,2527,1387
BC01923_N01,2303,1218
BC00251_N03,6624,2538
BC00093_N02,2034,1099
BC00405_N01,2687,1440
BC00575_N02,4240,1927
BC01377_N01,3750,1860
BC01723_N06,6415,2453
BC00081_N03,1699,1038
BC00032_N03,21906,4742
BC00198_N02,4207,1857
BC00564_N01,3427,1648
BC01197_N03,6343,2442
BC01913_N03,4440,2085
BC02964_N02,1872,1050
BC00157_N02,7500,2834
BC01309_N02,1764,974
BC02424_N02,3151,1690
BC00205_N02,4432,2134
BC02703_N02,1110,725
BC00844_N01,4379,1909
BC00105_N02,1264,792
BC00492_N02,3151,1512
BC02936_N04,5187,2146
BC01583_N03,2491,1234
BC00952_N02,1803,1094
BC00411_N05,6767,2160
BC00338_N02,6581,2421
BC00568_N06,12962,3796
BC00181_N02,11895,3622
BC01506_N01,3828,1746
BC01082_N02,1774,1012
BC00457_N02,5371,2338
BC00430_N02,1041,657
BC00532_N03,6286,2394
BC00244_N01,1696,1064
BC00444_N04,2597,1326
BC01810_N04,5288,2164
BC01517_N01,2319,1315
BC02710_N05,3127,1676
BC00315_N02,3324,1613
BC01579_N02,2803,1492
BC00119_N04,7001,2544
BC00077_N01,3041,1257
BC00191_N03,3144,1551
BC00367_N01,1177,845
BC00179_N03,4294,1945
BC02475_N03,3168,1617
BC03419_N02,2748,1548
BC00611_N03,4837,2289
BC00694_N03,8871,2899
BC00036_N02,5329,2096
BC00467_N03,4072,1891
BC00731_N03,5290,2280
BC02288_N05,4216,1971
BC01650_N01,328,250
BC00407_N02,9043,2731
BC00610_N05,12633,3845
BC00985_N01,3627,1805
BC01449_N02,3450,1787
BC00616_N02,6151,2461
BC02016_N03,2179,1191
BC00194_N01,4125,1887
BC00422_N07,7369,2491
BC02820_N02,1996,1168
BC00111_N01,6470,2634
BC00210_N01,2635,1379
BC00703_N01,1801,1047
BC01707_N03,736,528
BC00068_N02,3102,1564
BC01663_N03,2970,1530
BC02108_N06,4995,2163
BC00160_N08,15922,4561
BC00650_N03,4008,1813
BC00147_N03,8913,2998
BC02144_N05,3462,1527
BC00705_N01,4437,2055
BC01402_N03,1264,730
BC00484_N02,2004,1104
BC00347_N01,2214,1191
BC03024_N02,2159,1184
BC02426_N04,3413,1669
BC02973_N02,2511,1202
BC00905_N02,3055,1586
BC01821_N05,5890,2386
BC01298_N04,3877,1841
BC00213_N01,8499,3049
BC00208_N02,2280,1181
BC00896_N03,12369,3535
BC00277_N01,3816,1839
BC00613_N02,5518,2364
BC01665_N05,6447,2406
BC00320_N01,4957,1976
BC01636_N02,1847,1100
BC01992_N06,3369,1635
BC00620_N04,2374,1289
BC00875_N01,2533,1414
BC00474_N02,4451,2036
BC00100_N01,4765,2216
BC01559_N02,4155,1997
BC01824_N02,2492,1280
BC00605_N02,3822,1858
BC02353_N02,3984,1827
BC00141_N01,5285,2312
BC01734_N03,1306,824
BC00757_N03,2878,1427
BC00415_N02,1253,748
BC00185_N01,6275,2589
BC00421_N05,9735,3627
BC00578_N03,3678,1672
BC00016_N01,1925,1501
BC02655_N01,861,486
BC00220_N02,5250,2253
BC01634_N02,3181,1534
BC02147_N02,2447,1414
BC02045_N05,4157,1941
BC02849_N04,3270,1623
BC00214_N01,4320,2003
BC00164_N04,6580,2625
BC00521_N03,4443,1888
BC01364_N01,4291,2041
BC00746_N01,1660,1011
BC00091_N02,12895,3739
BC01684_N05,2785,1513
BC01441_N01,395,329
BC00152_N01,5647,2248
BC00066_N02,4716,2113
BC02193_N02,2104,1151
BC00770_N01,5494,2304
BC00428_N01,2094,1187
BC02297_N03,960,693
BC00067_N01,5702,2430
BC02350_N04,4017,1792
BC01356_N03,2635,1463
BC01898_N02,1636,965
BC00249_N01,10450,3375
BC04044_N01,482,369
BC02280_N03,1890,1104
BC00728_N01,4423,2055
BC00022_N01,8314,3233
BC00771_N05,3897,1847
BC00316_N03,6000,2481
BC00227_N01,1358,798
BC02038_N03,3526,1667
BC00956_N01,4353,2034
BC00104_N03,8427,3017
BC00732_N02,5205,2211
BC02667_N04,3627,1903
BC01822_N04,5227,2250
BC00349_N01,3683,1801
BC01337_N01,5406,1992
BC02416_N04,1734,1041
BC00529_N02,8949,3266
BC01344_N02,1200,791
BC00106_N03,4630,2064
BC00412_N02,10743,2855
BC00174_N01,3667,1859
BC00596_N02,2965,1526
BC00706_N02,3135,1507
BC00109_N02,2064,1164
BC02323_N03,4114,2011
BC00915_N01,6134,2322
BC00207_N02,2413,1196
BC00435_N04,2891,1412
BC00591_N03,964,679
BC00396_N01,1853,1120
BC02727_N04,4907,2132
BC01238_N01,1225,813
BC00704_N01,2299,1261
BC01638_N05,3853,1813
BC00158_N01,7567,2759
BC00722_N02,3901,1950
BC00523_N03,7022,2686
BC00698_N03,6450,2479
BC01983_N04,4828,2037
BC02757_N03,617,392
BC02195_N02,3788,1660
BC00715_N02,3906,1957
BC00570_N02,6867,2539
BC02354_N03,2537,1403
BC00859_N02,1935,1122
BC00136_N01,7404,2766
BC00847_N01,2434,1355
BC00734_N02,1575,916
BC02983_N04,2602,1401
BC01626_N03,5202,1751
BC02787_N03,1383,866
BC02375_N03,1638,853
BC00518_N01,5955,2284
BC00171_N01,6787,2629
BC00768_N01,4628,2072
BC00548_N02,592,447
BC00743_N01,4632,2025
BC00794_N01,1782,1082
BC00469_N04,3745,1822
BC01759_N06,3917,2024
BC00124_N01,6785,2580
BC00758_N03,4033,1919
BC01902_N04,4305,2056
BC00146_N03,10582,3030
BC01817_N02,2457,1402
BC00050_N01,1053,704
BC01955_N04,3870,1762
BC01899_N03,3490,1644
BC01422_N01,337,243
BC02744_N05,2753,1429
BC00125_N01,5993,2427
BC01869_N04,3786,1745
BC00145_N01,9853,3497
BC00432_N03,5871,2331
BC00153_N04,2102,1092
BC00202_N03,7586,2881
BC02112_N02,3688,1749
BC01647_N02,3683,1608
BC00654_N05,5881,2356
BC00133_N01,5200,2178
BC01306_N02,3299,1635
BC01325_N03,1373,854
BC02133_N04,9280,3037
BC00175_N04,9781,3191
BC00037_N01,8459,2872
BC00651_N03,2137,1138
BC00306_N02,3462,1720
BC00340_N01,3886,1844
BC00139_N01,5942,2392
BC02037_N04,3404,1767
BC00370_N02,7130,2771
BC02911_N03,3155,1560
BC02338_N01,1639,936
BC00017_N01,2517,1421
BC00182_N01,398,294
BC02563_N04,1129,685
BC00219_N01,5922,2541
BC00150_N01,3136,1586
BC00991_N01,4827,2146
BC00290_N02,3153,1630
BC00155_N01,1355,787
BC00056_N02,3133,1656
BC00571_N01,1787,1078
BC00840_N02,6518,2450
BC00161_N03,7544,2941
BC02378_N06,3690,1654
BC00720_N04,3290,1566
BC01515_N01,1081,719
BC00928_N02,1885,1218
BC00459_N02,3280,1557
BC00337_N01,3415,1658
BC02226_N05,2815,1620
BC00075_N01,2060,1208
BC00751_N02,5247,2279
BC01418_N02,3625,1681
BC01950_N01,3485,1656
BC00867_N01,3012,1469
BC03029_N02,1305,821
BC02055_N03,3258,1680
BC02739_N01,2702,1596
BC01179_N01,251,195
BC00473_N03,5365,2302
BC00382_N03,4098,1943
BC02649_N01,441,310
BC00102_N02,4162,1873
BC01624_N02,2913,1543
BC00410_N02,2383,1331
BC00636_N02,4807,2139
BC00784_N01,1042,719
BC00431_N01,3780,1747
BC03039_N02,3182,1579
BC00190_N01,4989,2102
BC00294_N02,4414,2048
BC02581_N02,686,450
BC02361_N04,499,364
BC02522_N08,3479,1731
BC02639_N02,2721,1622
BC00406_N01,3170,1529
BC01655_N01,1672,1064
BC00383_N02,6469,2676
BC02264_N04,2624,1516
BC00413_N01,3207,1709
BC00414_N01,4841,2178
BC00676_N02,4352,1889
BC00082_N01,3501,1711
BC00767_N03,4500,1833
BC01385_N02,1721,1042
BC01677_N03,3635,1917
BC00472_N02,3283,1706
BC00557_N03,2701,1391
BC01094_N01,1570,977
BC00446_N02,4482,2148
BC01483_N01,1179,748
BC01632_N03,1395,929
BC00594_N02,2428,1278
BC00753_N01,2814,1423
BC00426_N02,4147,2008
BC00727_N02,4247,1961
BC02732_N02,2249,1081
BC00429_N01,2042,1183
BC00967_N02,2108,1169
BC00481_N01,5023,2397
BC01009_N01,2956,1604
BC01588_N03,4605,2029
BC01718_N03,5170,2145
BC00733_N04,4525,2165
BC02535_N04,12145,3516
BC01631_N04,2675,1434
BC00436_N02,3257,1617
BC01274_N01,729,459
BC02429_N04,2312,1204
BC01006_N01,3698,1746
BC00255_N02,5181,2133
BC00246_N02,2237,1225
BC00439_N01,2247,1206
BC00716_N01,2872,1499
BC01854_N02,3536,1864
BC00755_N01,2752,1462
BC01843_N03,4025,1972
BC00445_N02,7446,2741
BC00447_N01,3328,1701
BC00501_N02,8139,2974
BC01883_N03,4635,1803
BC00448_N02,3030,1524
BC00360_N01,2135,1242
BC01229_N01,1078,741
BC00184_N01,4737,2162
BC00579_N03,3908,1847
BC00449_N01,2926,1465
BC00883_N01,4086,1900
BC02246_N03,4487,2162
BC00772_N01,3212,1630
BC02026_N04,10608,3234
BC00559_N01,5798,2498
BC00522_N01,995,674
BC01742_N04,2566,1277
BC02409_N04,4715,2111
BC00053_N02,3097,1574
BC00460_N02,1148,734
BC00389_N03,5052,2187
BC00766_N03,4090,1886
BC00365_N01,4056,1803
BC02084_N02,3081,1407
BC00462_N02,5666,2451
BC02362_N03,3503,1768
BC00465_N01,2359,1331
BC03349_N01,1685,986
BC02025_N05,1825,1158
BC00470_N02,5646,2312
BC02596_N06,2031,1227
BC00660_N04,1548,1011
BC00517_N01,1752,998
BC01097_N01,3586,1702
BC02175_N01,1247,818
BC02342_N02,3409,1599
BC02562_N02,1127,716
BC01263_N02,2065,1232
BC00842_N01,968,665
BC02053_N02,1755,1038
BC00418_N02,1925,1112
BC00649_N03,10173,3290
BC00563_N01,5388,2303
BC00478_N01,6694,2635
BC00655_N01,3732,1860
BC01968_N02,2879,1482
BC01393_N01,2897,1632
BC00088_N01,618,391
BC03893_N01,799,579
BC02509_N02,3898,1945
BC00502_N01,872,576
BC00504_N01,3432,1689
BC00137_N03,1270,834
BC00550_N02,1970,1093
BC01796_N04,2640,1480
BC00510_N01,2422,1209
BC00516_N01,3927,1892
BC00520_N02,2703,1474
BC01326_N01,2455,1322
BC00606_N03,1429,858
BC00666_N03,6442,2566
BC00527_N03,5983,2629
BC00297_N01,3696,1808
BC01989_N04,2578,1468
BC01791_N03,3446,1754
BC00541_N02,5251,2204
BC01545_N01,1067,741
BC02035_N03,4076,1840
BC00049_N01,4063,1948
BC00545_N02,2311,1335
BC02101_N02,2163,1241
BC02111_N02,3341,1695
BC02544_N04,1326,846
BC02205_N03,2779,1506
BC02124_N04,2996,1515
BC02479_N01,1973,1220
BC00243_N01,4911,2135
BC01174_N01,2362,1430
BC01070_N02,1595,1001
BC00556_N01,2427,1357
BC02762_N04,8424,2968
BC00572_N04,9097,3246
BC02107_N03,3504,1828
BC02337_N01,2653,1436
BC00567_N02,2726,1316
BC01790_N03,5496,2367
BC02206_N05,1905,910
BC00531_N01,1765,977
BC01251_N03,5402,2296
BC00298_N01,3791,1892
BC01111_N02,4801,1863
BC01064_N01,2027,1201
BC00689_N01,5833,2524
BC00573_N01,1150,732
BC00530_N01,2132,1218
BC02619_N02,2694,1425
BC00730_N01,2352,1332
BC00463_N01,4912,2126
BC02358_N02,1080,713
BC00177_N01,5693,2601
BC00593_N02,4564,2114
BC02061_N04,2595,1361
BC02069_N03,2035,1237
BC00642_N02,3441,1591
BC01795_N02,1908,1009
BC00554_N01,4673,2339
BC02872_N05,3176,1575
BC00814_N01,5169,2383
BC02324_N01,1475,1000
BC00798_N02,11497,3262
BC01580_N04,5068,2208
BC00609_N01,5431,2399
BC00671_N02,6924,2230
BC01190_N01,2515,1366
BC00946_N03,3738,1743
BC02032_N03,2904,1518
BC00817_N01,3700,1847
BC00151_N01,6278,2614
BC02856_N03,3361,1650
BC00630_N01,4039,1896
BC02315_N03,1030,687
BC02168_N04,2599,1344
BC01680_N01,3148,1603
BC01685_N02,2854,1478
BC03953_N01,615,473
BC00311_N01,5186,2204
BC01906_N01,1176,790
BC01994_N02,3479,1754
BC00652_N02,4214,2002
BC02553_N03,4316,2097
BC01960_N03,3176,1538
BC01486_N02,7621,2667
BC01644_N02,2464,1223
BC00657_N01,573,419
BC03066_N02,2658,1357
BC00659_N01,3131,1663
BC02484_N02,2876,1507
BC02659_N02,2298,1179
BC00586_N01,4056,1931
BC00323_N01,3909,1947
BC02105_N02,2836,1465
BC00071_N01,5651,2537
BC00108_N01,6007,2514
BC02532_N01,1577,993
BC01423_N02,2737,1510
BC01205_N02,4863,2224
BC02895_N03,2152,1126
BC01419_N01,3334,1732
BC02592_N03,1856,1057
BC02661_N01,1552,989
BC02396_N02,2555,1448
BC02922_N03,2998,1479
BC01629_N02,3198,1661
BC01198_N01,1917,1127
BC00390_N03,5301,2201
BC02145_N05,5653,2353
BC02975_N02,1503,940
BC00218_N01,32992,4608
BC03965_N02,1768,1052
BC02602_N02,4649,1832
BC00750_N02,3610,1779
BC00754_N01,2701,1617
BC00756_N01,804,602
BC01541_N01,1208,801
BC00131_N01,5107,2184
BC00399_N01,4318,2071
BC01586_N04,6077,2302
BC02013_N03,6949,2357
BC01594_N02,2635,1345
BC02658_N06,5253,2206
BC01192_N01,770,539
BC00632_N01,2207,1316
BC01284_N01,4561,2227
BC01163_N01,4855,2132
BC02696_N03,3970,1926
BC01615_N01,2397,1413
BC01618_N02,3915,1950
BC02626_N02,3749,1718
BC01682_N04,3063,1530
BC00169_N01,2675,1458
BC01623_N02,4058,1778
BC01275_N01,2560,1431
BC01633_N03,1835,1092
BC01929_N02,1948,1134
BC01295_N01,2679,1418
BC01641_N01,2621,1346
BC01919_N04,4510,2006
BC02846_N01,177,160
BC01646_N03,3187,1580
BC01648_N02,2420,1261
BC01649_N02,2977,1608
BC01656_N01,5816,2311
BC01660_N02,2105,1193
BC02265_N05,1786,1167
BC02192_N03,3948,1894
BC02160_N03,3059,1594
BC01354_N01,733,559
BC01721_N04,1738,1079
BC01671_N02,2022,1167
BC01675_N02,3681,1689
BC01728_N02,4651,2178
BC01678_N02,2076,1126
BC01679_N01,1745,1030
BC02736_N01,4677,2142
BC01683_N01,1786,1075
BC02641_N04,1815,1062
BC02123_N03,2498,1360
BC02093_N05,3923,1572
BC02921_N01,949,545
BC02759_N04,3218,1626
BC01695_N02,2744,1450
BC02321_N03,2924,1413
BC00167_N01,1227,862
BC02181_N03,2236,1204
BC01788_N03,1304,822
BC01704_N03,2734,1396
BC01706_N02,4008,1885
BC02140_N03,4088,1936
BC01714_N01,2690,1474
BC02577_N02,3469,1823
BC01738_N02,3545,1686
BC01726_N01,3369,1642
BC01731_N04,1696,1032
BC00884_N01,4897,2236
BC01750_N01,1216,789
BC01752_N01,1196,845
BC01756_N01,1419,863
BC02223_N01,1722,1080
BC00296_N02,6682,2552
BC01760_N02,1165,763
BC01761_N01,3926,2010
BC01762_N02,4477,1825
BC01765_N04,6486,2541
BC01884_N04,1572,958
BC02501_N04,3322,1567
BC01767_N01,2073,1250
BC02355_N02,6668,2658
BC01603_N01,1783,999
BC01774_N01,2656,1483
BC02702_N02,628,467
BC01858_N01,209,179
BC01777_N02,5045,2104
BC01826_N01,4746,1982
BC02381_N02,3278,1737
BC01793_N01,1882,1158
BC00176_N02,4652,2083
BC02853_N05,1180,730
BC00581_N01,3149,1620
BC01804_N01,3527,1796
BC00491_N01,4935,2132
BC02652_N01,592,467
BC01819_N04,2301,1288
BC01820_N02,878,602
BC01830_N02,1849,1079
BC02695_N01,753,507
BC01848_N01,604,442
BC01850_N01,2068,1204
BC01855_N01,1556,917
BC01266_N01,993,691
BC01860_N01,748,530
BC01271_N02,3139,1535
BC00773_N01,3651,1827
BC01874_N01,1261,806
BC01879_N01,3266,1622
BC01293_N01,1681,1055
BC02128_N03,2593,1436
BC02945_N01,937,575
BC01996_N04,3951,1819
BC01894_N01,3009,1470
BC03760_N01,1536,861
BC01980_N03,3068,1468
BC00043_N01,3097,1644
BC00658_N02,4423,1917
BC01901_N01,2173,1171
BC01755_N01,2384,1251
BC01904_N02,2058,1087
BC02237_N03,3655,1716
BC02263_N04,3379,1678
BC02371_N04,7428,2601
BC01930_N02,2533,1182
BC00293_N02,4583,1969
BC02330_N11,6382,2416
BC02044_N04,1190,776
BC02095_N01,3051,1643
BC01939_N01,195,166
BC01940_N02,3665,1806
BC00310_N01,6875,2920
BC01943_N02,2221,1178
BC01947_N01,2319,1276
BC01951_N02,3889,1770
BC01953_N02,1854,1075
BC01157_N01,3958,1912
BC01956_N01,3873,1940
BC02955_N02,4430,1987
BC02524_N02,1700,1000
BC01555_N01,2271,1081
BC01972_N01,3104,1720
BC00420_N01,3708,1780
BC01978_N01,3914,1878
BC02734_N01,1528,870
BC02102_N01,3221,1572
BC02021_N02,1834,1129
BC02028_N01,1730,1043
BC02029_N01,890,583
BC02030_N02,1684,954
BC02610_N02,4188,1770
BC02041_N03,3111,1566
BC02758_N03,2983,1521
BC00763_N01,3338,1907
BC02116_N03,2681,1516
BC00165_N01,1677,1038
BC00188_N01,4008,1855
BC02052_N01,1226,810
BC02054_N03,4346,2023
BC02635_N03,2268,1197
BC00253_N01,3547,1753
BC02062_N03,3430,1682
BC02067_N02,2154,1207
BC02075_N02,2265,1267
BC02078_N01,2873,1395
BC02079_N02,3957,1891
BC00912_N01,1267,728
BC02211_N02,1747,1034
BC02100_N01,2077,1222
BC01754_N01,1876,1021
BC02896_N02,2033,1228
BC02114_N02,2623,1368
BC01225_N01,1629,974
BC02127_N02,1940,1225
BC00975_N01,10028,3222
BC00275_N01,5268,2108
BC02568_N02,2656,1413
BC02245_N06,5930,2448
BC02143_N02,1534,896
BC02307_N01,2770,1476
BC02150_N02,2928,1470
BC02155_N01,1207,787
BC02268_N02,5164,2125
BC03140_N02,1059,614
BC02164_N01,3104,1581
BC02169_N02,1736,1045
BC00621_N02,7512,2848
BC02176_N04,3205,1533
BC02182_N03,3214,1555
BC02716_N01,3240,1707
BC00437_N01,5644,2267
BC02373_N01,3515,1470
BC02198_N04,2702,1417
BC00142_N01,1977,1096
BC02217_N01,1441,896
BC02455_N02,2549,1341
BC03300_N01,1908,1057
BC02552_N02,1352,853
BC00212_N01,5977,2139
BC02253_N02,1112,746
BC01188_N01,2016,1144
BC02259_N02,4706,2288
BC02979_N01,2073,1183
BC02273_N01,1085,819
BC02274_N01,1954,1140
BC02285_N01,1790,1151
BC02287_N01,1544,911
BC02300_N02,2362,1419
BC02302_N03,3801,1766
BC01813_N01,866,608
BC00240_N01,1125,691
BC02329_N03,6820,2326
BC01343_N01,2000,1105
BC02335_N02,2417,1393
BC02339_N01,3038,1651
BC01260_N01,887,629
BC01510_N01,1089,743
BC02363_N01,1416,948
BC01297_N01,2146,1138
BC02372_N02,2820,1509
BC02816_N02,1311,816
BC02382_N02,3891,1918
BC02388_N02,2479,1320
BC02474_N02,1860,1194
BC02403_N02,693,493
BC02579_N05,1748,1019
BC02411_N03,1393,872
BC01917_N01,1025,710
BC00224_N01,8138,3076
BC02682_N01,2519,1317
BC01065_N01,2187,1308
BC02678_N03,1771,1008
BC02460_N01,1603,1002
BC01692_N01,997,684
BC02605_N02,2565,1320
BC02470_N01,1690,982
BC02609_N02,2471,1343
BC00779_N01,746,447
BC03288_N01,1187,776
BC01581_N01,1039,705
BC00558_N01,542,423
BC03985_N01,496,372
BC01670_N01,1157,734
BC02518_N03,2891,1427
BC01245_N01,2534,1343
BC02701_N01,2143,1152
BC02320_N02,3833,1680
BC02569_N01,2045,1221
BC00822_N01,3328,1576
BC02887_N03,1342,896
BC02560_N01,1015,657
BC02561_N03,3375,1691
BC02907_N02,9616,3353
BC02567_N02,1351,875
BC02582_N02,2177,1273
BC02586_N02,2395,1182
BC02591_N01,2274,1294
BC02604_N02,5874,2228
