,nCounts,nFeatures
BC1271_N02,4683,1908
BC0040_N03,55863,6272
BC0393_N04,1019,703
BC0545_N04,6861,2626
BC0476_N02,2480,1322
BC0352_N01,7483,3007
BC0077_N01,9113,3137
BC2070_N01,3846,1633
BC0248_N02,6082,2269
BC0812_N01,2740,1401
BC0083_N02,2583,1299
BC0655_N01,3480,1674
BC0894_N02,1334,926
BC0543_N02,6581,2541
BC0431_N01,3468,1662
BC0146_N01,494,381
BC0165_N02,2428,1306
BC0131_N02,7387,2704
BC1435_N02,2893,1468
BC0484_N01,965,633
BC0070_N01,2985,1596
BC1049_N04,4501,1976
BC0640_N02,5423,2227
BC0864_N01,2300,1299
BC1046_N01,2808,1352
BC1496_N01,1433,918
BC0074_N01,6627,2676
BC0489_N02,5035,2179
BC0880_N01,2435,1343
BC0108_N01,6154,2372
BC1541_N03,5549,2186
BC1305_N01,2641,1308
BC0488_N01,2551,1310
BC0073_N01,3900,1716
BC0014_N01,3928,1828
BC1811_N01,1918,1165
BC1633_N04,6469,2321
BC0128_N01,682,511
BC0212_N02,9234,3238
BC1029_N01,3277,1613
BC1676_N01,2718,1443
BC0016_N01,15422,4096
BC1036_N01,302,251
BC0740_N01,2962,1501
BC2031_N03,3174,1694
BC0061_N01,6256,2486
BC0056_N01,7734,2849
BC1976_N01,1295,807
BC2122_N01,2848,1155
BC2137_N05,8624,2786
BC0205_N01,3462,1723
BC2066_N03,6764,2462
BC0804_N01,724,527
BC0625_N01,4076,1896
BC1050_N02,4030,1814
BC1789_N02,3074,1452
BC0019_N02,41097,5522
BC1476_N04,8322,2844
BC1677_N02,709,521
BC0500_N03,4961,2155
BC0214_N01,7296,2642
BC0980_N01,552,410
BC0308_N01,2126,1220
BC0331_N01,1723,1033
BC1379_N02,5908,2197
BC0378_N01,1057,671
BC1110_N02,1256,843
BC0149_N02,740,488
BC0095_N01,2642,1658
BC0096_N02,8843,3051
BC0236_N01,728,474
BC0991_N01,2519,1315
BC0158_N01,1520,917
BC0396_N01,1735,994
BC0098_N02,7732,2951
BC0897_N02,5269,2160
BC0709_N01,1257,758
BC0902_N01,1537,995
BC0103_N02,1614,959
BC1189_N01,1521,929
BC0216_N01,5335,2185
BC1550_N01,880,670
BC0057_N01,5101,2281
BC0859_N01,5382,2417
BC0446_N02,487,381
BC0111_N01,4415,2021
BC0115_N01,9056,3211
BC1847_N04,4937,2353
BC1722_N04,3063,1170
BC0909_N03,2730,1437
BC0151_N01,4881,2158
BC0314_N01,909,552
BC1547_N03,4875,2123
BC0261_N01,1732,1050
BC0198_N01,6470,2840
BC2089_N03,1331,905
BC0628_N01,4270,2211
BC1031_N03,2491,1399
BC0334_N03,3926,1879
BC2309_N01,3792,1759
BC2699_N01,1990,1117
BC0129_N02,2930,1492
BC0185_N01,6606,2608
BC0132_N02,3659,1768
BC0366_N05,5543,2245
BC1502_N03,1777,1170
BC0485_N02,1869,1114
BC0606_N02,8755,2999
BC1042_N01,1171,781
BC0266_N01,3992,1698
BC1510_N02,3156,1599
BC1973_N03,1344,869
BC1761_N02,1554,1016
BC2352_N01,1437,913
BC1272_N03,4747,2089
BC0269_N03,6881,2439
BC1463_N01,1551,930
BC3188_N01,872,590
BC1513_N03,9003,2537
BC1420_N03,875,606
BC0505_N02,8158,3289
BC1186_N01,10513,3202
BC2782_N02,2510,1300
BC1423_N01,1451,926
BC0691_N01,2153,1207
BC3105_N01,554,379
BC3052_N01,1358,857
BC0253_N01,5519,2376
BC0383_N01,11244,3106
BC1413_N01,1729,1034
BC0818_N01,873,570
BC1691_N02,2984,1497
BC2063_N04,6835,2523
BC0011_N01,18121,4512
BC1945_N02,2354,1189
BC0220_N01,719,533
BC0454_N02,2334,1290
BC0457_N02,4237,1957
BC0693_N02,5538,2353
BC0294_N01,6363,2494
BC0213_N01,6605,2543
BC1861_N03,3206,1286
BC0247_N01,3389,1787
BC0428_N01,2716,1420
BC0134_N03,5211,2089
BC0348_N01,3948,1855
BC0480_N01,2658,1391
BC0475_N02,342,282
BC1325_N02,2763,1385
BC0293_N01,2858,1469
BC2943_N01,1191,828
BC0295_N02,5423,2307
BC1919_N01,1505,934
BC3083_N01,223,185
BC2050_N02,927,611
BC0301_N02,2066,1003
BC0659_N01,999,677
BC0708_N02,5650,2215
BC0405_N01,6985,2690
BC0407_N01,495,366
BC0136_N01,10310,2970
BC0304_N01,5729,2340
BC1380_N02,1970,1086
BC0787_N02,2021,1168
BC0299_N01,3013,1571
BC0469_N01,5621,2468
BC0784_N02,2414,1254
BC2012_N02,1056,688
BC0982_N01,1416,889
BC0968_N01,3517,1741
BC0411_N01,2538,1366
BC0526_N01,1189,723
BC1795_N03,2264,1203
BC0311_N01,1106,694
BC1148_N02,4482,1978
BC2117_N03,2933,1572
BC0412_N01,3595,1696
BC0390_N01,3154,1589
BC0170_N01,4701,2118
BC0339_N03,6326,2536
BC1532_N03,1666,1019
BC1491_N01,2752,1430
BC0574_N02,5017,2260
BC1557_N01,3874,1757
BC0899_N01,1351,844
BC1610_N01,3921,1878
BC1472_N01,6063,2418
BC1074_N01,4668,2156
BC0841_N01,966,670
BC1845_N01,1344,833
BC0734_N01,6365,2580
BC1872_N01,2580,1430
BC0333_N02,3909,1847
BC0409_N03,2150,1144
BC0417_N01,1571,946
BC0392_N03,826,507
BC1056_N01,2768,1455
BC0869_N01,3637,1720
BC1149_N05,13694,3477
BC0260_N01,459,355
BC0013_N01,25199,5473
BC0180_N01,8948,3064
BC0765_N01,2185,1346
BC0349_N01,3354,1594
BC0201_N01,5425,2389
BC0385_N02,8898,3004
BC0097_N01,9541,3282
BC1303_N03,5193,2204
BC0474_N03,2485,1358
BC0351_N01,9929,3366
BC2854_N01,545,397
BC0578_N01,3277,1654
BC0354_N01,709,539
BC0439_N02,10025,3411
BC2760_N01,1644,963
BC1280_N02,7076,2797
BC0637_N01,603,434
BC1165_N02,4888,2162
BC0357_N01,3340,1603
BC0907_N01,850,580
BC0297_N01,5155,2144
BC0109_N01,3607,1724
BC1587_N02,1855,1124
BC0432_N02,2851,1449
BC1921_N02,4619,2009
BC0361_N01,3200,1603
BC1612_N01,1497,910
BC1215_N01,2134,1129
BC0413_N01,5453,2249
BC1715_N03,2368,1320
BC1393_N01,3021,1612
BC0369_N04,10730,3647
BC0379_N02,2773,1386
BC1489_N01,546,415
BC1712_N01,2801,1495
BC0372_N01,3486,1705
BC0373_N01,1245,856
BC0257_N01,984,672
BC0376_N01,2346,1193
BC0071_N01,13265,3643
BC0022_N01,5256,2369
BC0135_N01,4333,1945
BC0086_N01,4847,2215
BC1310_N03,9002,3092
BC2047_N02,3256,1627
BC0140_N01,431,333
BC1500_N02,6223,2262
BC0380_N01,4211,1858
BC0530_N01,388,296
BC0401_N01,2726,1456
BC0420_N02,6211,2490
BC1487_N02,2515,1274
BC0491_N02,5631,2282
BC1553_N02,3197,1659
BC1744_N02,2669,1454
BC0992_N01,2357,1313
BC2030_N02,916,613
BC0394_N01,485,170
BC0406_N01,2454,1292
BC1222_N02,1632,918
BC0414_N01,1206,795
BC0416_N01,2728,1561
BC0418_N03,1175,788
BC1293_N01,883,581
BC0419_N01,7100,2599
BC0206_N01,3120,1550
BC2592_N01,2549,1402
BC1983_N02,630,439
BC0422_N01,1763,1012
BC0744_N01,1176,779
BC0467_N01,2791,1415
BC2099_N04,6138,2265
BC0676_N01,3496,1812
BC2096_N03,3087,1486
BC0477_N01,5705,2294
BC2071_N02,5011,2101
BC0114_N01,1850,1139
BC0435_N02,4426,1810
BC0436_N01,6076,2465
BC0442_N01,1430,797
BC0449_N01,9506,2841
BC1088_N02,5346,2155
BC0450_N01,1233,779
BC0451_N02,4421,1946
BC0452_N01,4319,1962
BC0735_N01,704,457
BC0453_N01,2491,1386
BC0460_N01,6171,2432
BC1207_N01,884,648
BC1663_N02,2292,1238
BC0483_N01,4894,2039
BC1408_N01,230,191
BC0283_N01,2325,1299
BC1850_N01,3103,1708
BC1568_N02,3346,1706
BC0478_N02,5762,2395
BC0445_N01,4495,2179
BC1562_N02,1344,856
BC1150_N01,2150,1231
BC0142_N02,7394,2824
BC0486_N01,949,657
BC0593_N01,970,621
BC1027_N02,1471,905
BC0207_N01,1187,742
BC0490_N01,908,491
BC0989_N01,5150,2134
BC0493_N02,5918,2334
BC1000_N01,4223,1804
BC0498_N01,5595,2228
BC1484_N01,1206,827
BC1569_N04,1974,1168
BC0499_N01,5123,2218
BC2057_N02,4471,1798
BC1034_N02,874,617
BC1038_N01,13421,3251
BC1565_N02,4868,1970
BC1044_N02,2146,1155
BC1048_N02,3261,1582
BC1974_N01,2835,1439
BC1495_N02,1670,1016
BC1792_N03,1413,896
BC1051_N01,3460,1585
BC0805_N02,4352,2017
BC1054_N02,7158,2559
BC1123_N01,2313,1270
BC1057_N02,3867,1811
BC1058_N01,3719,1828
BC1776_N04,1666,938
BC1374_N03,1301,799
BC1897_N03,2453,1389
BC1060_N01,3135,1540
BC1062_N02,6536,2208
BC2113_N02,3470,1819
BC1064_N01,4056,1759
BC0832_N01,1403,960
BC1066_N02,3285,1615
BC1067_N02,3361,1623
BC1188_N01,992,704
BC2522_N01,2657,1438
BC1068_N01,1032,701
BC0503_N01,2128,1229
BC1072_N01,779,505
BC1073_N01,2953,1458
BC1076_N01,2027,1125
BC2378_N01,3600,1856
BC1081_N01,5093,2238
BC1082_N01,3778,1834
BC1083_N01,3194,1227
BC1490_N07,6727,2560
BC1087_N01,958,649
BC1089_N01,6588,2474
BC0819_N01,673,460
BC0611_N02,12444,3443
BC1903_N02,2610,1284
BC1092_N01,695,462
BC1093_N02,3713,1796
BC1216_N02,525,394
BC1201_N03,9190,3007
BC0029_N01,1917,1137
BC1102_N02,3454,1673
BC1421_N02,3428,1672
BC1366_N01,1176,766
BC1190_N02,5619,2175
BC2877_N01,920,607
BC1107_N02,6047,2392
BC1108_N01,780,522
BC1111_N01,2042,1129
BC1619_N01,2111,1164
BC1214_N01,471,346
BC2450_N01,1167,767
BC1116_N01,2014,1183
BC1121_N01,8359,2895
BC0981_N01,3616,1724
BC1122_N02,2917,1498
BC1126_N04,8055,3062
BC1622_N02,551,392
BC1177_N02,3454,1702
BC1128_N03,9730,3075
BC1138_N03,2707,1341
BC0927_N02,2117,1223
BC0683_N02,3469,1661
BC1430_N01,3002,1576
BC1140_N02,3489,1662
BC1141_N03,5550,2234
BC2306_N01,6535,2408
BC1963_N01,4728,2087
BC1243_N03,4196,1890
BC1142_N01,4877,2128
BC1144_N02,5032,2024
BC0051_N01,1091,700
BC1146_N01,666,465
BC1147_N01,5478,2430
BC0563_N01,1596,881
BC1152_N01,3042,1569
BC1154_N01,1351,909
BC1156_N02,3370,1676
BC1750_N01,2935,1464
BC1163_N01,3053,1548
BC1555_N01,3418,1650
BC0654_N01,418,316
BC1160_N01,3031,1583
BC1161_N01,6629,2541
BC1169_N02,2262,1270
BC1770_N04,4324,1858
BC1999_N01,2980,1394
BC1228_N01,2132,1187
BC1175_N01,2952,1406
BC1493_N01,1820,1096
BC1916_N01,2331,1228
BC1247_N03,4173,1733
BC1086_N01,1917,1114
BC1187_N01,3516,1770
BC1019_N02,3625,1725
BC1075_N01,2783,1470
BC1195_N01,1644,1009
BC0952_N01,944,662
BC2104_N01,1469,917
BC0050_N02,7673,2727
BC0931_N01,5585,2316
BC2534_N01,1162,757
BC1199_N02,5383,2451
BC1623_N04,5086,2043
BC1202_N02,2814,1394
BC1205_N01,2795,1408
BC1211_N03,5407,2200
BC1212_N03,9449,3267
BC1244_N02,3311,1684
BC1213_N02,4288,2070
BC1223_N02,3689,1854
BC1115_N01,4157,1803
BC1229_N01,549,374
BC1274_N01,2470,1248
BC1233_N01,507,312
BC0377_N01,652,486
BC1328_N03,3690,1778
BC1354_N01,2110,1278
BC1239_N01,1594,1034
BC3149_N01,2332,1220
BC1240_N01,3329,1762
BC1241_N01,4076,2048
BC1242_N01,2460,1293
BC0274_N01,1956,1177
BC1520_N02,5402,2233
BC1600_N01,2041,1225
BC2664_N01,1627,1014
BC0985_N02,5472,2435
BC1125_N02,1610,987
BC1295_N03,662,474
BC0231_N01,982,611
BC1706_N01,308,251
BC1014_N01,2711,1468
BC1256_N02,3016,1602
BC1480_N03,1795,1046
BC1257_N01,1710,950
BC1262_N01,2789,1501
BC1807_N01,2453,1392
BC1263_N01,2478,1274
BC0813_N01,2141,1277
BC1266_N01,2127,1146
BC1269_N02,2181,1183
BC1270_N01,336,221
BC1907_N01,1089,753
BC0272_N01,7857,2924
BC1273_N01,236,191
BC2072_N01,3969,1838
BC1767_N02,3987,1818
BC1282_N01,266,199
BC1628_N01,1748,1020
BC1894_N01,1340,873
BC1288_N03,7607,2798
BC1407_N04,5311,2208
BC1289_N01,3947,1897
BC1294_N01,1855,1148
BC1342_N02,7114,2483
BC1301_N02,4386,1929
BC2236_N01,3384,1615
BC1304_N02,5044,2154
BC2029_N02,2472,1303
BC1538_N01,3391,1636
BC2970_N01,2749,1500
BC1308_N01,4619,2153
BC1316_N02,3418,1583
BC1311_N02,3080,1569
BC0947_N01,4295,1887
BC1351_N01,1403,927
BC0777_N01,5997,2329
BC1315_N01,5783,2466
BC1320_N01,761,528
BC1321_N02,1241,809
BC1323_N02,3195,1517
BC1324_N01,907,665
BC1326_N02,2490,1421
BC1329_N01,2053,1023
BC2660_N01,696,532
BC1574_N03,4617,2121
BC1591_N02,3193,1551
BC1986_N01,210,167
BC0415_N01,8418,2834
BC0244_N01,5599,2353
BC2633_N01,2675,1294
BC1341_N01,2219,1309
BC1707_N02,929,651
BC2416_N01,512,376
BC1251_N01,4910,2083
BC2110_N02,576,435
BC1653_N02,2689,1469
BC1348_N02,2863,1442
BC1672_N02,339,250
BC2026_N02,2354,1254
BC1359_N01,934,655
BC1362_N02,4068,1526
BC1363_N02,2122,1184
BC2951_N01,262,205
BC1364_N01,4758,1893
BC0580_N01,3547,1773
BC1371_N02,1666,1126
BC1383_N03,3626,1795
BC1386_N02,6547,2402
BC1414_N01,3444,1735
BC1335_N01,2653,1429
BC1395_N02,3902,1630
BC0237_N01,7494,2932
BC1396_N01,648,499
BC2147_N01,2967,1291
BC1063_N01,339,229
BC1401_N01,3070,1659
BC1145_N01,2213,1248
BC1405_N02,9247,3125
BC1406_N01,2565,1343
BC2746_N01,2195,1174
BC0024_N02,6052,2584
BC1409_N01,768,563
BC0973_N01,4685,2202
BC1862_N02,3063,1487
BC1412_N01,1084,741
BC1415_N02,1558,962
BC1418_N03,4865,2198
BC1419_N02,5940,2312
BC1424_N02,1567,937
BC1987_N02,5029,2287
BC1425_N01,924,590
BC1368_N01,2547,1390
BC1439_N01,2618,1537
BC1440_N01,2357,1327
BC1441_N02,10365,3389
BC0847_N01,3083,1583
BC1839_N01,1172,727
BC1444_N01,4153,1882
BC1446_N01,2487,1340
BC0769_N01,1160,774
BC1447_N01,1727,931
BC2134_N02,2225,1132
BC1450_N01,3589,1688
BC1452_N01,1762,1082
BC1997_N02,1892,1112
BC1454_N02,2322,1239
BC1456_N01,3099,1649
BC1457_N01,1007,697
BC1238_N02,2423,1309
BC1464_N02,7003,2606
BC0359_N01,6158,2333
BC1655_N02,3443,1809
BC1479_N02,2084,1165
BC1563_N02,471,348
BC1482_N01,2228,1347
BC0459_N01,9065,2914
BC1539_N01,872,628
BC2974_N01,1421,862
BC1499_N01,2376,1183
BC1834_N03,9568,3039
BC1356_N01,1265,809
BC1501_N03,5592,2473
BC0814_N01,2396,1277
BC0112_N01,3285,1629
BC1506_N01,2305,1355
BC0661_N01,3922,1938
BC1515_N01,6289,2490
BC1516_N01,1046,652
BC1518_N01,2521,1260
BC1895_N02,3417,1869
BC1521_N01,3346,1648
BC1962_N02,4221,2023
BC0671_N02,6698,2593
BC1376_N01,1761,1049
BC1658_N02,2460,1459
BC0298_N01,1866,1049
BC1530_N01,1393,901
BC1531_N01,770,557
BC1577_N01,2563,1391
BC1097_N01,1778,1145
BC2052_N02,6280,2433
BC1738_N02,2198,1136
BC1692_N02,9608,2909
BC1870_N01,1444,910
BC1549_N02,1436,925
BC1552_N01,1676,994
BC1554_N01,1012,657
BC1556_N01,4655,2094
BC1559_N01,2766,1445
BC1560_N01,3977,1764
BC1941_N03,1837,907
BC1906_N05,5381,2312
BC1297_N01,864,594
BC1571_N01,1304,854
BC1583_N02,6025,2345
BC1966_N01,828,622
BC1879_N01,971,686
BC1759_N03,4001,1494
BC1595_N02,3923,1792
BC0093_N01,4635,1988
BC1596_N01,3403,1704
BC0522_N01,10339,3142
BC1597_N01,4394,1864
BC1598_N02,2568,1474
BC0176_N01,3118,1592
BC0568_N01,831,587
BC1805_N03,4760,1950
BC0514_N01,3924,1855
BC1954_N02,678,477
BC1688_N01,2887,1462
BC1629_N01,1892,1084
BC1632_N02,10411,3207
BC2787_N01,3531,1702
BC1671_N02,1982,1151
BC2051_N02,8556,2895
BC3198_N01,134,115
BC1642_N02,1096,702
BC2240_N01,1105,773
BC1644_N03,2900,1447
BC2131_N01,2428,1345
BC0387_N01,2344,1240
BC1646_N02,1382,827
BC1667_N02,3819,1778
BC1800_N01,921,629
BC1851_N02,2908,1540
BC0322_N01,3979,1904
BC1651_N01,1019,680
BC1980_N04,4711,2193
BC1912_N03,2067,1178
BC1669_N01,4037,1808
BC1208_N01,1720,1075
BC1683_N02,3830,2036
BC0889_N01,1831,1006
BC1731_N01,4576,2242
BC1673_N02,3431,1629
BC1684_N01,846,626
BC1689_N02,4153,1943
BC0184_N01,10605,3330
BC1690_N01,2582,1403
BC1696_N01,3832,1718
BC1417_N01,1513,998
BC1698_N02,4826,1891
BC1700_N02,4216,1974
BC1701_N02,2205,1173
BC1703_N02,2564,1324
BC1710_N01,1491,1024
BC2116_N02,1042,668
BC1719_N02,1016,648
BC2994_N01,1484,912
BC1724_N01,7474,2152
BC1733_N01,3805,1743
BC1734_N01,3069,1667
BC0130_N01,2929,1634
BC1739_N01,2625,1401
BC1741_N01,2029,1186
BC1746_N01,545,405
BC1869_N02,1376,829
BC1762_N02,3013,1572
BC1764_N01,4816,2170
BC1765_N01,438,354
BC1766_N01,1705,921
BC1758_N01,1182,730
BC1773_N01,1586,1010
BC0032_N01,2394,1245
BC1998_N01,437,349
BC2046_N01,1910,1110
BC0046_N01,4521,2196
BC1790_N02,4002,1832
BC2105_N01,1217,775
BC0313_N01,8571,2951
BC2035_N02,4888,1951
BC1281_N02,2618,1481
BC1937_N04,6604,2577
BC0088_N01,4557,2053
BC1797_N01,3558,1509
BC1803_N01,1382,924
BC1813_N01,4346,1802
BC2218_N01,737,489
BC1822_N01,1196,808
BC1828_N01,2374,1385
BC2729_N01,2690,1506
BC1832_N03,5202,2255
BC1864_N01,831,547
BC1836_N01,1383,868
BC0082_N01,4642,2117
BC1846_N01,1674,1010
BC1391_N01,1967,1132
BC1849_N02,2004,1104
BC1985_N02,1810,1069
BC0182_N01,6586,2578
BC0350_N01,1690,970
BC1856_N02,3333,1599
BC1863_N01,1150,775
BC1902_N02,6196,2300
BC2354_N01,1625,1003
BC1830_N01,724,532
BC1883_N02,5837,2340
BC1888_N01,1279,856
BC1893_N01,1300,795
BC2053_N03,6267,2372
BC3204_N01,1415,909
BC0290_N02,1696,1092
BC1917_N01,1947,1185
BC1926_N02,2502,1362
BC1933_N01,774,497
BC2049_N03,6295,1797
BC1944_N01,227,189
BC1948_N01,3184,1608
BC1136_N01,4165,1949
BC1892_N01,2018,1232
BC1801_N01,2954,1481
BC0030_N01,13630,3780
BC1617_N01,2185,1257
BC1959_N02,2052,1243
BC2014_N02,3481,1683
BC0766_N01,1764,1074
BC1969_N01,1520,932
BC1972_N01,1420,776
BC1166_N01,3064,1771
BC1978_N02,3485,1829
BC1989_N03,5935,2385
BC0284_N01,2954,1536
BC2380_N01,513,403
BC2001_N01,2920,1454
BC2002_N01,481,348
BC2003_N01,1835,1115
BC2007_N01,1319,874
BC2019_N01,4474,1960
BC2021_N01,830,573
BC0434_N01,1349,878
BC0629_N01,2466,1265
BC2032_N01,2265,1329
BC0680_N01,1111,720
BC0137_N01,3233,1530
BC0336_N01,4920,2123
BC2880_N01,889,599
BC2085_N01,1035,713
BC3027_N01,1266,749
BC0347_N01,2708,1425
BC2118_N01,320,269
BC0021_N01,3301,1799
BC2139_N01,1987,1260
