,nCounts,nFeatures
BC3201_N01,241,206
BC2685_N01,1331,967
BC2681_N02,2154,1307
BC2677_N02,2350,1269
BC2676_N01,473,359
BC2671_N02,1681,992
BC2670_N02,2438,1411
BC2658_N03,1883,1131
BC2657_N01,1380,915
BC2656_N02,3004,1527
BC2646_N02,4204,1778
BC2642_N02,2150,1233
BC2640_N01,638,479
BC2639_N01,1083,642
BC2635_N01,839,614
BC3199_N01,576,390
BC2630_N02,2783,1322
BC2628_N02,2039,1147
BC2624_N01,2811,1478
BC2606_N04,2495,1337
BC2604_N02,2679,1371
BC2601_N03,6575,2459
BC2599_N02,698,522
BC2581_N04,209,183
BC2580_N01,975,662
BC2579_N03,2387,1318
BC2578_N02,1436,960
BC2577_N01,2570,1344
BC2572_N01,789,550
BC2571_N02,1122,778
BC2567_N01,1043,750
BC2564_N01,747,531
BC2554_N03,3743,1740
BC2548_N02,934,578
BC2547_N01,699,514
BC2543_N03,5871,2528
BC2542_N01,3719,1887
BC2540_N01,846,658
BC2538_N02,5026,2287
BC2517_N03,4058,1868
BC2508_N03,899,475
BC2507_N01,1750,1068
BC2506_N01,1815,1143
BC2502_N02,1106,758
BC2494_N04,2719,1424
BC2493_N02,2080,1191
BC2492_N01,536,411
BC2491_N03,1856,1047
BC2490_N02,1649,919
BC2488_N14,8785,3194
BC2485_N01,4884,1919
BC2480_N03,4472,1883
BC2479_N01,3109,1430
BC3041_N01,1021,671
BC2471_N01,3270,1431
BC2465_N04,8875,2588
BC2452_N02,3676,1827
BC2832_N02,2778,1456
BC2446_N01,1960,1232
BC2443_N01,6747,2415
BC2441_N02,2135,1170
BC2439_N02,1529,694
BC2438_N02,1210,743
BC2434_N01,2026,1173
BC2714_N01,1783,1133
BC3070_N01,1543,928
BC2431_N03,2042,1136
BC2428_N03,909,610
BC2420_N03,4724,2053
BC2418_N03,828,632
BC2413_N02,4303,2080
BC2412_N03,3682,1869
BC2399_N02,2825,1523
BC2398_N02,4580,1948
BC2396_N04,2349,1174
BC2395_N02,2668,1267
BC2393_N06,3756,1713
BC2382_N04,4243,1770
BC2379_N02,4648,2206
BC2376_N01,561,440
BC2370_N01,614,475
BC2369_N01,3071,1539
BC2368_N01,1522,996
BC2367_N01,1933,1130
BC2364_N02,2773,1410
BC2362_N02,1232,789
BC2361_N02,7298,2633
BC2357_N02,556,424
BC2355_N01,826,569
BC2350_N01,1379,947
BC2348_N02,1085,736
BC2335_N02,1617,1030
BC2334_N01,1681,1060
BC2331_N01,806,582
BC2328_N01,2368,1306
BC2325_N01,1131,785
BC2697_N01,3009,1446
BC2317_N02,3270,1692
BC2313_N01,268,236
BC2312_N03,2478,1432
BC2310_N03,1425,924
BC2301_N01,1313,893
BC2297_N02,4170,2056
BC2290_N02,2369,1234
BC2287_N02,3004,1503
BC2285_N01,3188,1449
BC2993_N01,1585,981
BC2281_N02,258,206
BC2276_N01,1757,1072
BC2274_N03,3301,1585
BC2983_N01,1123,730
BC2767_N02,2285,1281
BC2270_N02,4445,1941
BC2267_N02,3791,1719
BC2266_N02,1773,1093
BC2261_N02,4511,2054
BC2257_N01,864,587
BC2252_N01,2108,1238
BC2249_N01,2514,1486
BC2248_N03,4256,1726
BC2247_N01,2339,1405
BC2244_N04,1458,927
BC2242_N01,2955,1499
BC2231_N03,1131,806
BC2228_N04,665,465
BC2345_N01,2534,1487
BC2224_N03,3508,1772
BC2219_N02,2095,1274
BC2213_N01,1969,1139
BC2211_N02,1937,1231
BC2210_N04,3589,1675
BC2944_N02,3471,1398
BC2202_N01,1680,1041
BC2199_N01,3413,1505
BC2198_N01,1985,1170
BC2197_N02,954,622
BC2196_N03,7103,2588
BC2193_N01,1738,1014
BC2189_N02,4094,1829
BC2188_N01,1342,877
BC2187_N03,4583,2037
BC2186_N03,3383,1617
BC2184_N01,1733,1042
BC2183_N01,729,530
BC2182_N01,1637,926
BC2181_N01,808,559
BC2176_N04,4670,1924
BC2253_N03,1490,876
BC2158_N04,6079,2477
BC2157_N04,2201,1198
BC2156_N01,1968,1303
BC2155_N01,2128,1001
BC2153_N01,4300,2024
BC1028_N02,1540,960
BC0208_N01,3555,1627
BC0291_N01,6392,2386
BC1026_N03,2663,1387
BC0924_N01,5454,2295
BC1008_N01,1266,783
BC0732_N02,7682,2714
BC1025_N04,7997,2954
BC1023_N02,2779,1544
BC1268_N02,5492,2141
BC1012_N01,2240,1294
BC0252_N02,8696,3178
BC0438_N04,9164,3291
BC1485_N04,4833,2191
BC0920_N04,5435,2197
BC1006_N03,3493,1685
BC3118_N01,1271,704
BC1002_N01,7304,2687
BC1284_N04,5233,1909
BC0999_N01,3273,1515
BC0996_N01,820,590
BC0993_N01,890,565
BC0988_N02,3847,1827
BC0987_N02,5295,2136
BC1007_N03,1999,1158
BC1370_N02,4542,2078
BC1001_N01,2663,1422
BC3097_N01,361,289
BC1052_N01,1475,894
BC0983_N03,4910,2081
BC0590_N03,6631,2369
BC1615_N01,3714,1708
BC2073_N05,4404,2019
BC0979_N03,5547,2307
BC3038_N02,653,459
BC1817_N01,460,328
BC1982_N02,2049,1069
BC0978_N02,4994,1942
BC0089_N01,7939,3221
BC0914_N02,4813,2042
BC0977_N03,7169,2635
BC0976_N03,3144,1549
BC0939_N03,6430,2541
BC0161_N04,2460,1342
BC0975_N02,2272,1233
BC1994_N03,4252,1875
BC0970_N02,4646,2017
BC0358_N04,12113,3867
BC0963_N04,3457,1675
BC1543_N03,1365,870
BC0959_N02,6734,2528
BC0958_N01,1150,740
BC0605_N03,7377,2943
BC0957_N04,4278,1705
BC0956_N03,12243,3304
BC0955_N01,2207,1312
BC0946_N01,1277,822
BC0945_N03,5563,2396
BC0944_N01,2377,1316
BC2684_N01,3479,1625
BC1852_N02,1616,1007
BC0943_N01,953,582
BC0941_N01,1666,992
BC0300_N01,4555,2030
BC0938_N02,1722,1014
BC2922_N02,7657,2797
BC0717_N05,3568,1743
BC0934_N03,3923,1692
BC0575_N02,4148,1846
BC0932_N04,6982,2507
BC0282_N03,7640,2857
BC0937_N02,4437,1949
BC0930_N02,411,301
BC0448_N01,4936,2193
BC0964_N03,2963,1523
BC0923_N02,4498,1867
BC0810_N01,5600,2374
BC0922_N02,695,488
BC0143_N02,1944,1082
BC0662_N03,4539,2146
BC0075_N01,14603,3972
BC0861_N03,2705,1433
BC2023_N01,3014,1678
BC0910_N01,5120,2235
BC1585_N04,1369,862
BC1461_N01,2054,1186
BC0905_N01,1253,780
BC0904_N03,4487,2045
BC0912_N04,3837,1592
BC0896_N08,7423,2840
BC0464_N02,3677,1746
BC1024_N02,2840,1362
BC0892_N02,2719,1298
BC0891_N02,4693,2144
BC0890_N01,3430,1767
BC0888_N01,5060,2089
BC0887_N01,2183,1272
BC0824_N03,7934,2824
BC0886_N01,1497,907
BC1357_N02,4500,2185
BC2998_N03,3075,1522
BC1003_N03,1305,766
BC0879_N01,4826,2416
BC0877_N02,3873,1797
BC0972_N04,2815,1385
BC1913_N03,5167,2110
BC0113_N01,2558,1449
BC0565_N01,2519,1342
BC0872_N02,3859,1758
BC0871_N01,1862,1176
BC0566_N02,6686,2583
BC0101_N01,3668,1504
BC0870_N03,1572,948
BC2774_N03,1710,1078
BC2185_N01,1628,951
BC0884_N02,3060,1499
BC0202_N03,3510,1952
BC2374_N01,269,223
BC0862_N02,4866,2028
BC2814_N01,1239,662
BC1875_N02,3292,1664
BC0594_N04,4819,2053
BC0855_N01,1247,771
BC0854_N01,3061,1533
BC0853_N01,1702,1066
BC0402_N03,8510,2906
BC0803_N01,1990,1114
BC0852_N01,2982,1492
BC2652_N01,143,126
BC1237_N04,4739,2040
BC0851_N02,2753,1470
BC2605_N02,801,571
BC0848_N02,3661,1795
BC2855_N01,492,363
BC0840_N02,2539,1282
BC0858_N02,653,480
BC0064_N01,7138,2819
BC0706_N02,251,202
BC0839_N02,5819,2310
BC0838_N02,9592,3165
BC0510_N01,2413,1287
BC0837_N02,2967,1479
BC1579_N02,1094,728
BC0835_N03,1669,940
BC1047_N02,2596,1416
BC0833_N05,4057,1794
BC1588_N02,2644,1289
BC0270_N01,8476,3130
BC0829_N02,5667,2293
BC0698_N01,958,644
BC1483_N02,4109,1860
BC0823_N01,1538,922
BC0722_N02,4493,1941
BC0770_N04,3516,1649
BC3081_N02,323,250
BC0690_N02,617,397
BC0822_N01,4217,1970
BC0821_N04,3482,1671
BC0150_N01,7698,2763
BC2651_N01,2436,1425
BC0529_N04,10478,3317
BC1433_N02,1524,841
BC0816_N02,3238,1681
BC0913_N02,4906,2143
BC1429_N05,5524,2380
BC2045_N02,5360,2260
BC0806_N01,2495,1381
BC0758_N02,5764,2419
BC0117_N02,1277,827
BC0799_N03,369,262
BC0834_N01,3818,1834
BC0168_N02,911,629
BC0797_N04,6776,2549
BC0795_N01,4294,1906
BC0971_N01,3280,1550
BC1928_N06,5098,2046
BC0792_N02,2555,1360
BC1378_N02,3764,1653
BC0085_N03,12754,3706
BC0546_N03,4942,2220
BC0789_N05,7602,2965
BC0316_N02,10990,3384
BC3207_N01,142,104
BC1812_N03,4512,1911
BC1865_N01,1545,875
BC0969_N02,5173,2152
BC0589_N02,6433,2411
BC1624_N01,929,651
BC0786_N02,4321,1476
BC0782_N02,1746,1002
BC0704_N02,1642,907
BC0779_N01,1127,716
BC0660_N02,2042,1192
BC2299_N01,2638,1426
BC1815_N02,4987,2207
BC0775_N01,4027,1779
BC0774_N01,1421,787
BC2609_N01,56,42
BC0092_N04,19382,4951
BC0873_N02,1061,732
BC0773_N03,9004,3109
BC0825_N01,1430,890
BC0772_N01,779,505
BC0768_N02,4508,2022
BC0767_N05,5963,2374
BC0668_N01,1275,746
BC1198_N02,2289,1296
BC1887_N02,3089,1573
BC0761_N01,4685,2236
BC0759_N01,3572,1803
BC0703_N02,3542,1757
BC0755_N03,7875,2746
BC1927_N03,2707,1333
BC0370_N01,6079,2370
BC0781_N03,2114,1291
BC0753_N03,1605,951
BC0757_N01,1005,710
BC1808_N02,3574,1548
BC0751_N01,2694,1437
BC0808_N02,2649,1306
BC1478_N02,7198,2767
BC0473_N02,7335,2709
BC0743_N09,9573,3283
BC2258_N01,901,633
BC0742_N04,2035,1187
BC0616_N02,4503,2004
BC0324_N03,7113,2684
BC0534_N02,1788,858
BC0741_N02,2949,1453
BC0878_N01,4085,1946
BC0738_N02,4941,1985
BC0737_N02,6335,2380
BC0041_N03,10562,3292
BC0736_N02,4463,1962
BC1224_N04,6142,2398
BC1835_N01,1342,825
BC0733_N01,1518,919
BC2719_N01,2731,1359
BC0731_N03,10068,3040
BC1045_N04,7408,2595
BC0730_N01,2357,1218
BC0727_N04,5981,2404
BC0726_N02,872,583
BC2917_N01,832,619
BC0482_N02,5509,2296
BC0724_N02,3330,1585
BC0723_N02,6232,2446
BC0720_N02,1981,1138
BC3037_N01,905,634
BC0719_N02,8107,2771
BC0363_N02,4179,1922
BC0716_N02,3534,1754
BC0715_N02,3155,1557
BC1951_N02,2156,1261
BC0391_N02,3581,1607
BC1820_N02,4449,1947
BC1844_N01,4677,2230
BC0712_N02,5372,2207
BC0901_N01,310,241
BC2738_N01,2424,1380
BC0711_N01,4290,1850
BC0710_N02,1079,749
BC1283_N02,3277,1642
BC0725_N01,1200,777
BC0707_N02,7100,2471
BC0705_N01,2046,1241
BC3214_N01,273,196
BC1278_N03,7525,2677
BC0384_N02,5613,2403
BC0179_N05,3179,1575
BC0700_N01,2874,1476
BC0699_N02,6909,2780
BC0696_N02,5820,2271
BC1105_N02,3133,1471
BC0694_N02,5934,2483
BC0692_N02,6764,2474
BC0427_N03,11724,3582
BC0689_N03,4551,2214
BC1314_N04,4089,2038
BC0688_N01,5609,2066
BC0681_N03,9439,3208
BC0687_N02,3397,1639
BC0686_N02,7071,2528
BC2028_N03,3952,1824
BC0054_N02,5197,2359
BC0684_N03,1348,807
BC0682_N01,7094,2835
BC2514_N01,1642,958
BC2015_N04,10642,3276
BC1134_N03,4534,1940
BC0678_N04,3411,1644
BC0729_N02,1895,1161
BC1061_N01,4741,1826
BC0675_N02,5338,2190
BC1265_N03,2992,1498
BC2174_N01,813,598
BC0865_N02,3049,1463
BC0868_N03,8255,2886
BC0400_N01,2631,1335
BC0673_N01,3717,1849
BC0020_N02,27319,5140
BC0672_N01,3352,1694
BC0670_N02,2349,1341
BC1505_N01,5303,2338
BC0665_N01,3460,1642
BC0624_N02,4805,2141
BC0809_N02,2537,1368
BC0748_N01,1680,895
BC0183_N02,2643,1387
BC0268_N02,7453,2624
BC0647_N03,9318,2977
BC0338_N03,2988,1507
BC0645_N01,679,494
BC1848_N02,2982,1408
BC0644_N02,6221,2486
BC0470_N01,3151,1613
BC1558_N01,1848,1054
BC0776_N01,4098,1902
BC0175_N03,12723,3777
BC0642_N02,4985,2236
BC0310_N01,4317,1934
BC0638_N01,6317,2324
BC0666_N02,4864,2129
BC0635_N01,3272,1609
BC1180_N01,2110,1197
BC0633_N01,3144,1638
BC0631_N01,4304,2044
BC0653_N03,3943,1624
BC0251_N06,32137,5808
BC0630_N03,6104,2461
BC0148_N01,9104,3073
BC0626_N01,874,563
BC0623_N02,2696,1551
BC0504_N01,7857,2715
BC0622_N02,2350,1218
BC0669_N01,1013,628
BC0280_N02,10068,3379
BC0481_N02,6289,2424
BC0263_N02,7006,2592
BC0619_N01,1993,1131
BC0618_N01,9182,2985
BC0617_N01,547,359
BC0615_N02,1837,1133
BC1298_N01,4872,2090
BC0429_N03,8324,3042
BC0613_N03,7658,2758
BC2454_N02,1854,1082
BC2619_N01,1767,1031
BC0186_N01,5572,2414
BC0365_N01,4209,1948
BC0612_N01,1520,896
BC0421_N03,7731,2731
BC2146_N04,3884,1763
BC0760_N01,1538,993
BC1334_N03,3551,1638
BC0608_N01,940,645
BC0607_N02,1962,1202
BC1544_N02,584,414
BC0604_N02,5074,2190
BC0602_N01,1290,754
BC2124_N01,1012,671
BC1900_N05,5436,2224
BC0600_N02,2048,1205
BC0595_N01,1115,744
BC0935_N04,2540,1358
BC0287_N01,5349,2184
BC1791_N02,3517,1689
BC0592_N03,6496,2531
BC0728_N01,4427,1958
BC0588_N03,40329,5622
BC2423_N01,933,664
BC2128_N03,3542,1715
BC2145_N02,1494,907
BC0587_N02,6072,2577
BC0262_N03,5696,2306
BC0124_N02,6040,2398
BC1494_N01,3138,1573
BC2437_N01,1470,915
BC0585_N01,2427,1340
BC1824_N02,2579,1417
BC0584_N04,3948,1873
BC1171_N03,4083,1775
BC2006_N02,93,82
BC0581_N02,3790,1920
BC0747_N01,1431,950
BC1275_N02,6347,2318
BC0573_N02,311,233
BC0997_N01,5687,2325
BC0342_N01,1534,980
BC1877_N02,2264,1196
BC0572_N01,2105,1264
BC1090_N04,1781,1028
BC0949_N02,1187,744
BC0138_N01,2481,1241
BC0571_N02,2227,1180
BC1884_N02,1419,865
BC0570_N01,6182,2314
BC0569_N01,488,349
BC0567_N01,6397,2263
BC1638_N02,2273,1258
BC0564_N03,11169,3453
BC0842_N01,4514,1884
BC0562_N02,2833,1195
BC1709_N02,1880,1088
BC0560_N01,720,472
BC0559_N02,2640,1447
BC0558_N01,2666,1443
BC0557_N03,5913,2373
BC0634_N01,2454,1285
BC0139_N01,5036,2217
BC0556_N03,2897,1428
BC1397_N02,7002,2683
BC0157_N02,1840,1136
BC2706_N02,3033,1748
BC1009_N01,2147,1304
BC0554_N03,11158,3666
BC0685_N01,1604,1029
BC0397_N02,6230,2577
BC0060_N02,10902,3399
BC0549_N02,4041,1853
BC0548_N01,4061,1896
BC0325_N04,4990,2012
BC0544_N01,3703,1743
BC0541_N01,4332,1971
BC2175_N02,3488,1787
BC0426_N03,3364,1590
BC0540_N01,2300,1154
BC0718_N01,4894,2233
BC0537_N04,25913,5183
BC0960_N01,2900,1568
BC1445_N03,7902,2628
BC0550_N01,4053,1894
BC0967_N02,3892,1815
BC0714_N02,4339,1897
BC0536_N02,5077,2253
BC0532_N03,1525,966
BC0067_N03,2281,1323
BC0531_N01,7460,2805
BC1620_N01,2524,1312
BC0528_N02,7606,2852
BC1652_N05,6913,2460
BC0525_N01,8607,3209
BC0524_N01,2447,1216
BC1932_N04,7265,2642
BC0523_N04,3805,1826
BC1940_N04,2433,1275
BC0520_N02,5797,2005
BC0519_N02,1931,1097
BC1059_N05,4096,1761
BC2135_N02,3226,1684
BC0517_N04,3398,1606
BC1179_N01,8171,3012
BC0516_N01,2968,1549
BC0332_N02,1800,1000
BC0507_N02,7032,2696
BC0515_N01,8336,2778
BC0547_N01,7393,2905
BC0458_N01,7126,2726
BC0513_N02,1387,866
BC0512_N01,2677,1380
BC0509_N02,2537,1372
BC0506_N02,2755,1415
BC1010_N01,1227,784
BC0264_N02,2633,1219
BC1618_N01,3784,1525
BC2092_N03,3725,1715
BC0326_N02,7438,2858
BC0197_N02,3975,1870
BC0745_N02,7652,2847
BC0259_N01,3775,1761
BC0258_N01,4149,1959
BC0256_N04,1468,877
BC0007_N02,16988,4529
BC1434_N02,3119,1469
BC0926_N01,2628,1384
BC0094_N03,4737,2207
BC2013_N01,704,522
BC0309_N06,3642,1556
BC0780_N01,3016,1577
BC0228_N01,5335,2135
BC0302_N03,3962,1876
BC0255_N03,9698,3260
BC0153_N01,2493,1324
BC0398_N02,6318,2411
BC0433_N02,5112,2247
BC1527_N01,2972,1493
BC1210_N02,1247,852
BC1523_N02,1761,1049
BC3085_N01,412,314
BC0166_N02,2157,1173
BC0250_N04,4215,1874
BC1599_N01,1681,1040
BC0925_N03,7729,2793
BC1204_N01,2219,1242
BC1219_N03,1771,1095
BC0102_N02,8640,2869
BC0307_N02,4225,1876
BC0189_N01,15864,4594
BC1876_N03,1610,960
BC0116_N01,4169,1963
BC0953_N01,2360,1190
BC0876_N01,619,429
BC0374_N02,1049,658
BC0245_N02,5259,2266
BC1022_N03,4809,2062
BC0463_N03,4300,1961
BC0133_N02,5337,2357
BC0306_N03,7042,2747
BC0126_N01,7528,2647
BC0335_N02,9964,3398
BC0238_N01,4236,2009
BC2059_N01,3316,1093
BC0044_N01,3657,1600
BC0356_N03,10367,3354
BC0425_N01,5240,2303
BC1120_N03,2515,1321
BC0276_N01,2278,1139
BC1517_N02,3070,1479
BC0224_N02,6370,2688
BC1804_N02,3513,1705
BC0793_N01,5011,2214
BC0430_N02,1569,1005
BC0222_N01,8409,3064
BC1462_N03,3955,1823
BC0942_N02,5958,2265
BC0221_N02,8008,2969
BC3077_N01,756,567
BC0090_N02,11045,3535
BC0497_N06,1585,892
BC0410_N02,8426,2981
BC1287_N02,8808,3022
BC0254_N01,10526,3356
BC0929_N01,363,255
BC0219_N01,6046,2453
BC0319_N06,6075,2353
BC0217_N02,3834,1553
BC1777_N03,3583,1559
BC0990_N01,3545,1797
BC2561_N03,4025,1898
BC0121_N01,2303,1258
BC0215_N01,8575,3007
BC0211_N04,7592,2843
BC0035_N01,2636,1462
BC0218_N01,7133,2685
BC0080_N01,3960,1865
BC0210_N02,4258,1944
BC0456_N01,1021,658
BC0598_N02,4475,1936
BC0204_N01,7876,2930
BC1129_N02,325,229
BC0386_N01,1074,724
BC0312_N01,6826,2554
BC1723_N01,516,416
BC0353_N01,4702,2083
BC1279_N03,3433,1653
BC1345_N02,2983,1514
BC0199_N03,8656,2926
BC0305_N04,15187,4092
BC0249_N02,3925,1801
BC0866_N02,7392,2638
BC0235_N04,17337,4298
BC0343_N01,6269,2559
BC0346_N02,3798,1911
BC0194_N01,6110,2438
BC1344_N02,2801,1465
BC2115_N01,4647,2141
BC0321_N01,1206,802
BC0389_N02,1206,828
BC1178_N04,2465,1274
BC1605_N02,6344,2454
BC0762_N03,4132,1936
BC0081_N01,6833,2727
BC2641_N01,1309,804
BC0188_N03,4900,1840
BC0069_N01,12413,3957
BC0915_N02,1693,1022
BC0100_N01,1679,1040
BC0533_N02,4029,1861
BC1296_N02,6702,2619
BC0281_N02,2420,1356
BC0160_N01,7879,2891
BC0234_N01,5848,2421
BC0055_N01,9191,3414
BC0181_N01,6677,2631
BC0502_N03,5079,2104
BC1821_N02,1935,1069
BC0177_N02,12099,3625
BC0327_N03,1196,744
BC0172_N01,9804,3122
BC0171_N03,4939,2034
BC1085_N02,6883,2683
BC0195_N02,1815,1056
BC1422_N02,2542,1438
BC1225_N02,714,485
BC1264_N01,4017,1987
BC0104_N01,2260,1192
BC1197_N04,6845,2773
BC2044_N02,1908,1077
BC0496_N01,5146,2101
BC0163_N02,4689,2030
BC0123_N02,2343,1229
BC2048_N02,3875,1742
BC0561_N01,1796,1030
BC1071_N02,5085,2116
BC0107_N01,2622,1322
BC0850_N01,2822,1379
BC2083_N01,458,360
BC2753_N01,2864,1628
BC0058_N04,3727,1780
BC0921_N01,1431,919
BC0403_N01,3166,1452
BC0984_N02,3355,1626
BC0303_N02,1179,687
BC1254_N02,925,660
BC0239_N01,1059,675
BC0315_N03,6287,2458
BC1080_N03,6994,2480
BC1964_N04,4208,1952
BC2093_N01,3722,1553
BC0009_N01,14090,4269
BC0156_N01,8443,2991
BC1017_N02,3983,1786
BC1566_N01,1086,728
BC2112_N03,4172,1919
BC0144_N02,4166,1515
BC1209_N03,6123,2390
BC0677_N01,8245,3106
BC1372_N02,4684,2136
BC0778_N02,6754,2547
BC1113_N07,3082,1492
BC0141_N01,8630,3034
BC0443_N02,4180,1919
BC2225_N02,1377,937
BC1636_N02,2977,1486
BC0209_N02,8906,3092
BC0746_N01,5419,2289
BC0196_N03,8030,2779
BC0857_N02,1708,1067
BC1394_N03,9340,3083
BC0656_N02,3482,1745
BC0508_N01,1611,1031
BC1193_N01,2443,1320
BC1630_N02,1003,693
BC0441_N03,6677,2642
BC1400_N01,4357,2017
BC0169_N01,1233,791
BC0265_N02,5338,2202
BC0329_N01,7125,2686
BC0226_N01,5300,2247
BC1920_N01,1292,836
BC1833_N03,3933,1743
BC0063_N01,1424,891
BC0048_N01,2344,1155
BC0076_N01,10711,2929
BC0802_N03,3120,1639
BC0785_N01,4350,1972
BC1227_N02,737,502
BC0229_N01,10015,3391
BC1416_N02,2254,1313
BC0043_N02,60954,6143
BC0535_N01,3014,1595
BC0648_N02,1169,680
BC0178_N01,2568,1270
BC1878_N03,4284,1732
BC0966_N01,2066,1122
BC2091_N02,4925,2031
BC2250_N01,2591,1410
BC0849_N02,5460,2216
BC1769_N02,3426,1528
BC0031_N01,3679,1754
BC2008_N02,1323,830
BC0190_N01,1337,814
BC0027_N01,13110,4202
BC0827_N01,5275,2224
BC2103_N06,7007,2370
BC0052_N02,11578,3175
BC0005_N01,21243,3745
BC0940_N01,3331,1642
BC1033_N02,596,435
BC0917_N01,1881,1157
BC0223_N01,7501,2550
BC0042_N02,7623,2703
BC1785_N02,1284,780
BC0017_N01,18397,3955
BC1055_N02,3711,1721
BC1436_N02,4887,1986
BC1389_N02,4885,2241
BC0045_N02,5532,2108
BC1385_N02,5143,2248
BC0191_N01,442,305
BC0641_N02,4709,2040
BC0501_N01,1477,865
BC0008_N01,6603,2650
BC0154_N01,2370,1382
BC0658_N02,4321,2073
BC0800_N01,913,615
BC0002_N02,2553,1491
BC0232_N01,13964,3077
BC0632_N02,2027,1127
BC1449_N03,7335,2305
BC1616_N02,2988,1532
BC0233_N01,1490,926
BC1096_N02,5156,2217
BC0164_N02,3440,1748
BC0423_N01,2650,1341
BC0078_N02,9149,3064
BC0039_N01,9341,3068
BC0119_N02,12314,2905
BC1756_N03,4401,1987
BC0034_N01,10599,3446
BC1675_N02,7922,2655
BC2039_N03,3929,1860
BC0066_N01,13179,3791
BC1735_N04,4110,1775
BC0811_N03,3884,1722
BC0038_N02,5830,2416
BC1192_N01,2120,1226
BC0471_N01,7157,2701
BC0368_N03,13009,3716
BC1217_N02,1697,1022
BC1459_N01,125,99
BC1763_N02,10048,2621
BC1524_N02,1094,728
BC1854_N01,2637,1291
BC0344_N02,7481,2723
BC0026_N01,5514,2329
BC0599_N01,7024,2345
BC0667_N01,1201,734
BC0015_N02,14802,4240
BC0286_N01,1991,1115
BC0084_N01,1248,743
BC2954_N01,527,397
BC1713_N03,5887,2308
BC0962_N01,4983,2101
BC1958_N02,3351,1674
BC0863_N01,3394,1786
BC1886_N03,7481,2820
BC0695_N02,3448,1634
BC0408_N02,9223,3014
BC0047_N02,5954,2472
BC1740_N01,1246,800
BC0028_N01,6289,2484
BC0068_N01,1987,1247
BC0243_N02,2153,1212
BC1312_N01,1462,870
BC0289_N01,11620,2811
BC0881_N01,2710,1384
BC0033_N01,8411,3080
BC1575_N02,2685,1368
BC0790_N01,1981,1252
BC1466_N04,3020,1498
BC1164_N02,1043,692
BC3177_N01,565,438
BC0001_N02,8456,3646
BC1609_N04,4447,2060
BC0275_N02,11440,3321
BC0296_N01,3805,1702
BC0018_N01,4402,2149
BC2692_N01,789,543
BC0494_N01,10266,3291
BC0025_N01,7516,2891
BC0227_N01,2997,1551
BC0072_N02,6644,2684
BC0203_N01,6290,2453
BC0152_N01,1618,1038
BC0455_N02,1600,972
BC0462_N03,18219,2958
BC0950_N01,818,599
BC0337_N01,4809,2039
BC0555_N01,3875,1877
