,nCounts,nFeatures
BC02506_N03,3854,2098
BC01381_N01,1416,1050
BC01798_N03,6851,3057
BC02380_N04,2220,1304
BC02904_N03,2084,1230
BC03453_N01,743,573
BC00901_N04,10583,3444
BC00895_N01,2775,1707
BC02000_N02,6410,3025
BC00894_N01,4024,2077
BC01859_N03,2685,1604
BC02551_N04,2723,1689
BC02305_N05,5231,2629
BC00892_N06,7281,3138
BC01043_N02,5854,2708
BC03607_N05,3626,2042
BC01954_N02,4034,2064
BC03814_N03,2878,1646
BC02352_N03,2179,1314
BC02986_N03,4519,2341
BC01096_N02,3670,1958
BC00876_N01,2260,1365
BC00869_N01,1175,850
BC00861_N03,4841,2499
BC00860_N02,4478,2288
BC00855_N02,2254,1351
BC02327_N02,2431,1678
BC00853_N02,1875,1211
BC02847_N02,1585,1028
BC01986_N03,1770,1152
BC00533_N02,6154,2940
BC02893_N01,1802,1154
BC01516_N02,2657,1732
BC00206_N04,10484,3938
BC02786_N03,3596,2179
BC03605_N03,778,583
BC02900_N02,3344,1659
BC00849_N03,5900,2695
BC02782_N04,2777,1617
BC03071_N02,1988,1256
BC02876_N04,2893,1679
BC02940_N04,2216,1369
BC00440_N02,6264,2989
BC03672_N01,1545,1042
BC01168_N01,2795,1630
BC01332_N02,4611,2387
BC02459_N01,2848,1674
BC00832_N01,1376,1048
BC01145_N04,5474,2630
BC00749_N01,2269,1369
BC02248_N04,6027,2835
BC02928_N03,2802,1795
BC02791_N03,1668,1112
BC00828_N04,8202,3569
BC03161_N02,3403,1859
BC02906_N03,1585,1057
BC02418_N02,3496,1972
BC03111_N01,1232,906
BC02939_N04,1639,1073
BC03015_N02,2410,1378
BC02814_N03,1997,1285
BC03068_N01,1259,906
BC00062_N04,2271,1405
BC00810_N01,5081,2286
BC00808_N02,2422,1537
BC02394_N02,2007,1361
BC01558_N01,1279,901
BC02968_N03,5003,2425
BC00804_N04,4037,2357
BC02261_N04,1975,1218
BC00803_N03,6195,2943
BC00799_N02,4356,2208
BC00796_N05,14120,4589
BC01374_N03,5886,2890
BC03004_N01,1618,1108
BC00793_N07,8656,3732
BC02892_N06,3498,1785
BC01970_N02,3893,2193
BC02304_N04,3566,2041
BC01630_N02,6963,3120
BC02271_N04,2752,1733
BC00192_N05,5733,2980
BC03830_N02,1394,930
BC03092_N01,763,606
BC00777_N02,3219,1832
BC00775_N01,3320,1996
BC02589_N01,1266,899
BC02439_N04,2033,1353
BC02978_N04,4864,2288
BC01130_N02,6879,3045
BC00560_N03,6595,3038
BC00935_N01,3663,1943
BC02834_N07,2827,1564
BC00274_N02,7596,3155
BC01352_N02,2413,1427
BC02943_N05,1543,980
BC00375_N02,8550,3393
BC01853_N03,3064,1705
BC00924_N01,2317,1411
BC02402_N03,3345,1730
BC02142_N01,961,698
BC00344_N01,1590,986
BC04010_N02,736,514
BC02842_N04,4561,2173
BC00237_N02,1199,817
BC00281_N03,2423,1462
BC00312_N03,3570,2112
BC01489_N04,5908,2818
BC02952_N02,2461,1443
BC02839_N03,2056,1308
BC00029_N03,1427,976
BC01735_N03,3071,1662
BC02213_N01,745,574
BC01249_N02,10538,4159
BC03238_N02,2038,1214
BC03658_N01,985,750
BC03411_N01,1790,1230
BC02410_N02,4821,2570
BC02640_N03,6634,2882
BC02831_N04,1204,893
BC02958_N03,1824,1245
BC02443_N03,4479,2208
BC01143_N01,5559,2598
BC01062_N02,3499,2122
BC00300_N02,10304,3845
BC00074_N03,10761,4394
BC01666_N04,3094,1698
BC01596_N03,1625,1131
BC00735_N04,5123,2570
BC00267_N03,13367,4655
BC03460_N03,3830,2174
BC00536_N03,7031,3010
BC00662_N03,7276,3286
BC00827_N01,3054,1831
BC02868_N02,961,677
BC02673_N04,2322,1391
BC02496_N06,2817,1535
BC00199_N01,6649,3066
BC01747_N03,2540,1522
BC03034_N03,2209,1322
BC02863_N06,4518,2291
BC00543_N03,5483,2535
BC01905_N03,862,673
BC01012_N02,4755,2346
BC02347_N03,3143,1733
BC01614_N04,3340,1834
BC02920_N03,4462,2256
BC00514_N02,3443,1777
BC00535_N03,672,571
BC01261_N01,5355,2875
BC02196_N04,4412,2246
BC02413_N03,6982,3154
BC00394_N03,2813,1765
BC01612_N05,3998,2141
BC02488_N04,3659,2036
BC02778_N03,6331,2811
BC00553_N01,5271,2491
BC00265_N01,1092,801
BC00309_N04,5326,2831
BC01635_N02,2772,1522
BC01744_N05,6432,2722
BC03311_N01,631,530
BC02437_N05,4495,2202
BC01935_N02,4856,2453
BC02003_N01,2642,1640
BC02399_N01,1811,1138
BC03535_N01,647,484
BC04051_N01,684,544
BC02765_N05,4100,2363
BC01473_N01,3656,1969
BC02671_N03,3194,1775
BC04062_N01,313,279
BC02783_N01,727,535
BC01849_N04,4358,2083
BC02167_N02,1430,1049
BC03503_N01,1233,900
BC00092_N04,13686,4776
BC00007_N01,2805,1669
BC02002_N04,2507,1503
BC02645_N02,3637,2146
BC02384_N02,902,622
BC01384_N03,4502,2257
BC00388_N03,11154,4172
BC00820_N01,1450,910
BC00480_N02,5960,2747
BC00178_N03,3257,1996
BC00172_N03,4823,2550
BC01743_N02,4956,2478
BC02209_N03,3994,1938
BC00034_N02,5795,2778
BC01591_N02,2853,1655
BC02071_N02,2980,1611
BC02760_N02,1599,990
BC00140_N09,4121,2454
BC01059_N02,3273,1788
BC02283_N03,4290,2425
BC00313_N01,2901,1670
BC03287_N02,5293,2675
BC01969_N03,1307,903
BC01346_N01,5711,2967
BC02097_N02,1533,1086
BC03643_N02,1082,752
BC02289_N02,771,605
BC02738_N02,2401,1371
BC02173_N03,2783,1695
BC02931_N03,2944,1679
BC02510_N05,628,518
BC02257_N03,3880,1995
BC02833_N01,1711,1235
BC03115_N01,1368,936
BC02131_N04,3856,1986
BC00072_N03,7210,3441
BC01872_N03,4080,2142
BC03401_N01,1087,769
BC02011_N02,5159,2470
BC02080_N02,3850,2076
BC00047_N02,12129,4653
BC03513_N02,1999,1290
BC01984_N03,4592,2237
BC01436_N02,2675,1627
BC00005_N01,1370,1106
BC02905_N05,930,679
BC00684_N05,12849,4363
BC01090_N01,2072,1292
BC02843_N02,1191,828
BC02239_N03,3829,2062
BC02483_N02,4943,2631
BC00063_N02,4449,2309
BC01918_N04,3879,2193
BC00625_N01,2932,1637
BC02278_N02,5492,2714
BC00635_N03,4817,2391
BC01838_N02,7804,3430
BC02638_N02,1518,1030
BC03364_N01,1213,815
BC01164_N03,2108,1364
BC00739_N01,4073,2202
BC02666_N01,2329,1371
BC01921_N02,5090,2477
BC02333_N03,1814,1135
BC02514_N02,1898,1346
BC02890_N04,2839,1582
BC00505_N02,7208,3279
BC02445_N04,3143,1753
BC02453_N06,3000,1748
BC00927_N03,9916,4175
BC00096_N02,6834,3047
BC01973_N04,5494,2676
BC00015_N02,9672,3667
BC02850_N03,2344,1399
BC00020_N01,2936,1701
BC01109_N02,4513,2594
BC02034_N04,2227,1266
BC02485_N02,2048,1246
BC02008_N05,4970,2492
BC02471_N05,3026,1672
BC01693_N03,3414,1782
BC02865_N02,3177,1744
BC02244_N01,1808,1270
BC02462_N01,1156,876
BC02697_N02,4964,2597
BC02499_N04,2300,1371
BC02572_N03,1852,1132
BC02926_N02,4053,2324
BC00637_N02,4140,2097
BC03153_N01,215,189
BC02644_N03,1635,1137
BC00286_N02,4677,2307
BC00362_N03,2863,1700
BC01885_N02,1718,1075
BC02965_N02,1845,1279
BC02031_N02,2848,1553
BC03556_N02,2821,1752
BC01595_N02,3838,1981
BC02118_N03,5630,2712
BC00322_N01,2484,1616
BC02314_N02,927,709
BC00004_N01,2237,1831
BC03728_N01,2008,1301
BC02177_N02,1612,1070
BC03194_N01,1239,880
BC02296_N01,781,597
BC02438_N02,1715,1131
BC01445_N01,4324,2227
BC02708_N05,2751,1597
BC00587_N03,7066,3070
BC01699_N01,5871,2849
BC00014_N01,1204,1054
BC02694_N03,3265,1773
BC00002_N01,3302,2179
BC00764_N01,691,546
BC00438_N02,9589,3900
BC02185_N02,2530,1626
BC01681_N03,5004,2517
BC01622_N03,3356,1784
BC01320_N02,3240,1868
BC01208_N02,4892,2485
BC02915_N02,1845,1291
BC02050_N03,12899,4881
BC02980_N02,1471,1096
BC01331_N02,2764,1650
BC03954_N02,1939,1139
BC02420_N04,7886,3349
BC02051_N02,2517,1375
BC02625_N02,2129,1332
BC02793_N01,1160,823
BC03729_N02,1579,1107
BC02722_N05,2724,1603
BC03033_N01,1857,1241
BC02132_N02,2523,1457
BC02981_N04,3208,1855
BC02290_N04,3323,1745
BC02308_N07,3328,1844
BC02775_N02,3329,1881
BC02653_N04,5717,2576
BC01185_N02,4295,2231
BC00916_N01,1326,936
BC01722_N03,5044,2369
BC02340_N03,4182,2022
BC01640_N03,3995,2076
BC01200_N02,2886,1749
BC02491_N02,2280,1384
BC01233_N01,1609,1090
BC02664_N04,4827,2444
BC02573_N03,4035,2258
BC01861_N03,3607,2023
BC01694_N02,4293,2243
BC01948_N02,349,291
BC01803_N01,2978,1699
BC02519_N04,2010,1278
BC02709_N03,2198,1452
BC02773_N04,2087,1262
BC02222_N03,5253,2710
BC02531_N05,4701,2239
BC01780_N04,4319,2140
BC00326_N03,2372,1428
BC02427_N04,2305,1388
BC01961_N01,1555,1050
BC00955_N01,3031,1816
BC02135_N04,2571,1570
BC00046_N01,151,144
BC01658_N01,1562,1151
BC00403_N03,4829,2621
BC01827_N04,8517,3483
BC01909_N02,1575,1069
BC02990_N01,2005,1277
BC02412_N03,1441,973
BC00741_N03,6108,2715
BC00073_N01,6820,3076
BC00640_N03,1012,778
BC00679_N02,1999,1397
BC00717_N01,3694,1973
BC03840_N02,3764,2105
BC02824_N04,4035,2064
BC01739_N01,1508,1036
BC02240_N02,3120,1866
BC00384_N01,1924,1365
BC04027_N01,333,285
BC00519_N02,5945,3002
BC00762_N03,803,654
BC02557_N06,6891,2857
BC02231_N03,2008,1186
BC03504_N01,2433,1483
BC02234_N03,1215,845
BC01654_N01,2244,1337
BC02047_N02,2079,1420
BC02752_N03,1650,1105
BC02585_N05,2140,1316
BC00352_N02,6112,3042
BC02179_N02,3493,1956
BC01074_N01,1740,1121
BC00455_N01,6323,2913
BC01050_N01,5355,2472
BC01689_N01,2044,1377
BC02204_N02,1299,860
BC02495_N03,3524,2086
BC01733_N01,1558,1066
BC02680_N01,1684,1136
BC02417_N02,1156,840
BC02344_N02,4605,2119
BC02974_N01,1288,883
BC03135_N01,1200,836
BC02930_N02,2608,1626
BC03213_N01,2075,1475
BC00427_N03,1901,1269
BC00619_N01,5797,3055
BC00163_N01,1154,853
BC02282_N03,4254,2242
BC03705_N01,855,650
BC01696_N04,4411,2132
BC02598_N02,2908,1562
BC02766_N03,1302,897
BC03225_N01,1453,1016
BC02583_N04,1528,1015
BC01228_N01,3545,1960
BC02249_N01,4271,2149
BC01551_N03,3617,2083
BC00154_N02,9487,3791
BC02442_N03,3016,1629
BC01776_N02,4162,2050
BC02036_N04,3619,1898
BC02398_N05,1893,1144
BC01912_N02,1300,950
BC02503_N03,3747,2084
BC02162_N03,1813,1131
BC00589_N03,5790,2693
BC02825_N01,6460,3275
BC01345_N01,3291,1903
BC03983_N02,1083,789
BC02774_N03,3248,1786
BC03993_N01,649,530
BC02647_N03,4579,2273
BC01420_N02,7839,3430
BC02828_N03,1129,778
BC02293_N04,4232,2220
BC02749_N01,1329,922
BC01988_N02,1934,1183
BC02152_N02,1937,1241
BC01676_N02,5043,2595
BC02772_N03,5839,2596
BC02832_N01,1117,841
BC02219_N01,2797,1722
BC01945_N03,3721,1953
BC02465_N02,3924,2161
BC02549_N02,4100,2338
BC04014_N01,782,617
BC02481_N04,2973,1597
BC02099_N04,4324,2142
BC02771_N03,2664,1523
BC02725_N03,1973,1253
BC02015_N01,1578,1094
BC02706_N05,4017,2051
BC02969_N01,2156,1426
BC02717_N06,2321,1427
BC03406_N02,1525,949
BC02612_N02,1018,796
BC00468_N01,4511,2164
BC02632_N04,5059,2440
BC03085_N02,2185,1313
BC01046_N01,2080,1348
BC02516_N02,2873,1619
BC00116_N01,4486,2450
BC03220_N02,3241,1794
BC02328_N01,2271,1515
BC00627_N02,4398,2182
BC02547_N03,1932,1177
BC02087_N02,2854,1695
BC00624_N02,6117,2805
BC00112_N01,15653,5260
BC00555_N01,3751,2068
BC02621_N06,3182,1697
BC02458_N01,2658,1541
BC00443_N01,4598,2142
BC02947_N02,2575,1576
BC00872_N01,2632,1526
BC01574_N01,1839,1189
BC01781_N03,6152,3014
BC02178_N03,3708,2069
BC03439_N01,1541,1044
BC00453_N01,3344,1834
BC00544_N01,1999,1317
BC02301_N01,1544,1111
BC00458_N01,3569,2012
BC02807_N02,3013,1703
BC02821_N02,2495,1504
BC02449_N07,3842,2007
BC01786_N01,1412,958
BC02311_N02,3483,1912
BC00475_N02,7844,3385
BC01897_N03,3279,1919
BC02829_N05,4251,2139
BC02523_N05,4061,2053
BC02236_N03,4391,2195
BC03544_N02,1510,990
BC01530_N03,1316,946
BC01443_N01,742,578
BC03486_N01,1099,838
BC01808_N04,4703,2228
BC02804_N02,1245,874
BC02534_N01,2063,1331
BC02730_N06,7669,3528
BC01712_N02,3445,1889
BC02448_N03,4118,2192
BC00865_N02,4454,2354
BC01995_N03,4370,2251
BC02941_N02,1374,885
BC01095_N01,2929,1700
BC02571_N05,1915,1234
BC02379_N02,4467,2203
BC02120_N02,5678,2717
BC02208_N02,4775,2279
BC02966_N03,2306,1192
BC00542_N01,760,624
BC02319_N03,3903,2013
BC01135_N02,4003,2106
BC02436_N03,2409,1352
BC00700_N01,1489,1046
BC02770_N05,3341,1825
BC02243_N02,3314,2011
BC02341_N03,3810,2176
BC01900_N02,1139,866
BC02010_N03,2785,1579
BC00565_N02,3558,2014
BC02468_N01,1060,755
BC03646_N01,1273,887
BC02800_N03,2239,1376
BC02851_N02,2446,1395
BC03189_N02,6286,3078
BC02875_N03,1821,1182
BC02454_N02,2556,1534
BC02938_N03,1399,1044
BC01910_N01,930,674
BC02272_N02,3372,2055
BC02746_N02,924,739
BC02594_N01,1872,1204
BC02295_N01,5738,2775
BC02690_N01,1112,773
BC02085_N01,451,355
BC02840_N02,2205,1385
BC03440_N01,1014,744
BC02796_N03,2952,1737
BC03684_N03,3348,1936
BC00599_N01,5492,2872
BC01103_N01,872,687
BC02901_N03,3235,1772
BC02933_N02,1163,852
BC01137_N02,3719,1919
BC02984_N01,2713,1588
BC01433_N02,2643,1669
BC02068_N05,5104,2352
BC02622_N03,4387,2343
BC02769_N02,2647,1679
BC01814_N02,4753,2407
BC00618_N01,3302,1803
BC00615_N01,3185,1789
BC00622_N01,1949,1191
BC01967_N04,4205,2228
BC00626_N01,5842,3052
BC00725_N01,1393,1017
BC00507_N01,2790,1719
BC00780_N01,3479,1900
BC00598_N01,1420,893
BC01711_N05,3279,1824
BC01936_N03,5009,2552
BC02238_N01,1958,1226
BC02325_N02,2307,1450
BC03003_N01,2414,1487
BC03846_N02,2369,1437
BC02022_N02,1947,1263
BC02103_N02,6194,2709
BC00038_N01,16218,4792
BC01749_N02,5125,2483
BC01299_N02,1341,935
BC03417_N01,2224,1427
BC02862_N03,5113,2626
BC01942_N01,3736,2209
BC02214_N02,604,480
BC02813_N04,4373,2323
BC02312_N03,2489,1538
BC02346_N04,6044,2584
BC01173_N01,2417,1476
BC00183_N01,1529,982
BC02414_N02,1230,846
BC03241_N01,1785,1161
BC01836_N02,1983,1250
BC02376_N01,1229,863
BC00742_N01,3610,1940
BC00197_N01,6905,3401
BC03175_N01,600,485
BC01784_N04,3001,1735
BC02434_N03,2720,1558
BC02548_N02,2908,1557
BC02735_N03,4088,2168
BC02720_N04,3903,2270
BC01645_N03,6432,2773
BC02012_N01,1747,1303
BC02452_N03,2743,1632
BC01857_N02,7557,3601
BC01578_N02,3201,1679
BC01958_N01,1552,1040
BC01582_N03,1819,1138
BC01584_N01,1913,1186
BC02364_N02,2997,1804
BC01587_N04,2010,1245
BC00953_N01,3256,2084
BC01896_N03,2900,1829
BC03744_N01,1153,804
BC01891_N02,2050,1279
BC03252_N01,1317,925
BC01592_N02,3380,1768
BC02663_N03,4675,2152
BC03966_N01,2773,1799
BC01597_N02,1702,1091
BC02776_N03,2112,1416
BC01599_N01,2937,1684
BC02660_N05,3727,2246
BC03543_N01,2136,1365
BC01604_N03,1441,978
BC01751_N03,9110,3377
BC02106_N02,3168,1715
BC01608_N01,2313,1428
BC01609_N03,6825,2984
BC01610_N01,608,495
BC02683_N02,2136,1364
BC02158_N01,2178,1288
BC03702_N01,1234,871
BC02515_N02,1187,836
BC02837_N05,4677,2177
BC01637_N02,811,590
BC01890_N02,2534,1548
BC01639_N02,3802,1978
BC01741_N02,3528,2029
BC01642_N02,3944,2117
BC02826_N02,2213,1406
BC02908_N01,1190,909
BC02912_N03,1988,1307
BC02115_N04,5862,2793
BC03955_N03,2659,1621
BC00691_N01,3060,1671
BC01661_N02,4669,2333
BC01662_N01,1024,796
BC02811_N03,3544,2199
BC02919_N02,2234,1306
BC02039_N01,1464,993
BC01669_N02,2651,1593
BC03617_N01,1920,1300
BC02146_N03,2066,1312
BC01672_N02,3302,1794
BC01674_N03,2821,1613
BC02817_N06,4402,2267
BC01982_N03,2320,1365
BC04033_N03,2180,1354
BC02808_N03,710,490
BC02869_N02,5470,2796
BC02303_N02,1863,1184
BC01697_N02,3851,2115
BC01698_N01,1475,955
BC02060_N03,4232,2235
BC02704_N01,1177,779
BC02779_N02,3321,1699
BC02801_N05,3662,1973
BC01856_N02,5695,2740
BC01709_N01,2721,1681
BC01713_N01,1361,948
BC02171_N05,3930,2225
BC01715_N02,2267,1282
BC03861_N02,2470,1487
BC01720_N01,3330,1843
BC01794_N03,2158,1346
BC01725_N03,2899,1553
BC03769_N01,2368,1616
BC01729_N01,2855,1721
BC01730_N01,4622,2378
BC01732_N01,2798,1822
BC01414_N01,3824,2130
BC02929_N03,680,539
BC02733_N02,1013,705
BC02574_N01,768,598
BC02657_N03,7667,3582
BC00466_N01,1944,1272
BC03599_N01,1362,990
BC01146_N01,3843,2215
BC02627_N01,1280,904
BC02512_N02,3141,1792
BC02861_N02,1452,967
BC02526_N02,2644,1630
BC02614_N02,3704,2091
BC02005_N03,4336,2155
BC01764_N02,1805,1118
BC01766_N01,2588,1499
BC01985_N03,1999,1335
BC02967_N04,1219,865
BC01769_N01,3165,1730
BC01771_N02,2839,1694
BC02685_N01,682,541
BC01773_N01,2955,1798
BC02542_N02,4156,2202
BC01775_N01,1647,1069
BC04068_N02,684,573
BC02977_N03,3490,1831
BC02370_N05,2829,1675
BC01783_N01,1978,1261
BC01876_N02,2261,1434
BC01785_N02,2822,1446
BC02467_N03,5242,2463
BC02049_N02,3039,1816
BC02805_N02,4115,2280
BC01797_N03,5219,2412
BC01937_N04,4959,2388
BC03881_N01,1135,825
BC02584_N03,3913,2042
BC04076_N01,413,349
BC01802_N03,2949,1815
BC01805_N02,3171,1783
BC01806_N01,989,789
BC01807_N02,4794,2648
BC02650_N05,2237,1281
BC00045_N01,693,577
BC01816_N01,1683,1124
BC01823_N01,1875,1240
BC02763_N03,5935,2979
BC01829_N02,2714,1626
BC01831_N01,2570,1481
BC01832_N02,3935,2032
BC01839_N02,2379,1433
BC01844_N02,3562,2012
BC02601_N02,3600,1946
BC01852_N01,1378,943
BC01862_N01,2899,1578
BC01863_N02,3578,1957
BC01278_N01,7779,3622
BC02686_N01,1334,910
BC01889_N01,994,722
BC02001_N01,1601,1074
BC03086_N01,1212,804
BC01922_N01,2058,1258
BC01924_N01,1471,1105
BC01927_N02,3756,2058
BC02463_N03,3512,1864
BC01928_N02,6418,3322
BC03180_N02,1684,1115
BC01934_N02,1982,1331
BC02565_N03,6307,2819
BC02854_N02,1842,1175
BC01941_N01,406,344
BC01946_N02,4268,2094
BC02306_N02,5402,2600
BC01949_N01,3523,1984
BC01952_N01,2897,1691
BC02472_N03,6502,2834
BC01965_N01,1932,1227
BC01975_N03,4751,2298
BC01976_N01,2079,1274
BC04066_N01,355,299
BC01979_N02,2139,1241
BC02441_N01,7236,3186
BC02643_N03,2556,1501
BC03268_N02,1638,1073
BC01991_N02,3412,1893
BC02871_N01,981,754
BC02262_N01,1109,826
BC01998_N01,1390,984
BC02004_N04,2634,1635
BC02351_N01,721,579
BC02006_N01,1009,795
BC02007_N02,4056,2079
BC02014_N01,2695,1563
BC02018_N01,1298,861
BC02019_N01,3783,1963
BC02883_N01,1729,1056
BC03445_N01,1338,957
BC02043_N04,1917,1325
BC02027_N02,2207,1403
BC01892_N01,1169,859
BC00348_N01,2626,1611
BC02987_N01,2542,1526
BC01387_N01,2759,1592
BC04001_N01,1212,873
BC02210_N03,2872,1838
BC02056_N02,4798,2254
BC02254_N01,1231,840
BC02803_N01,2024,1253
BC02250_N03,3594,1831
BC02731_N03,3052,1707
BC02063_N01,1731,1096
BC02074_N03,2241,1439
BC02077_N02,2346,1461
BC02136_N01,5559,2466
BC02081_N01,2792,1643
BC02083_N03,3636,1958
BC02089_N03,4046,2284
BC02692_N01,2933,1853
BC02633_N01,1447,1010
BC00223_N01,3813,2002
BC02109_N01,1099,832
BC02126_N02,3299,1977
BC02110_N01,3917,1996
BC02117_N02,5322,2796
BC03269_N01,1081,777
BC02693_N02,3403,1802
BC01886_N01,2577,1534
BC02090_N01,1503,1079
BC02858_N02,2732,1519
BC03974_N02,2662,1624
BC02637_N02,2030,1241
BC01770_N01,4516,2536
BC02139_N03,3678,2012
BC02502_N02,1550,988
BC02878_N02,2348,1440
BC02255_N02,3238,1823
BC02151_N04,7171,3257
BC01877_N01,3440,1875
BC02157_N03,3318,1702
BC02538_N02,2072,1245
BC01349_N01,6676,3231
BC03129_N02,1927,1154
BC00416_N01,2173,1506
BC02183_N01,2272,1404
BC02184_N02,2910,1661
BC02186_N01,843,650
BC02191_N01,5955,2749
BC02194_N01,1007,691
BC00001_N01,2253,1801
BC02197_N01,2484,1502
BC02385_N04,3507,1883
BC02844_N02,2759,1525
BC02203_N01,2809,1633
BC02113_N01,1397,934
BC02218_N02,887,654
BC02220_N02,2472,1617
BC02221_N03,2939,1564
BC02224_N02,2046,1429
BC02229_N01,2672,1660
BC02587_N01,302,263
BC02230_N02,7562,3338
BC02233_N01,2643,1698
BC02331_N03,3894,2103
BC02961_N01,1367,932
BC02985_N01,2715,1708
BC03298_N01,874,669
BC02737_N01,3670,1901
BC03339_N01,2177,1340
BC02277_N01,378,345
BC02281_N02,5346,2664
BC02286_N01,1548,1022
BC03792_N01,1261,812
BC00864_N01,2696,1616
BC02291_N01,531,431
BC02294_N02,2291,1393
BC02309_N01,2134,1192
BC02317_N01,1293,891
BC02676_N02,2325,1438
BC02818_N02,1970,1264
BC00333_N01,7921,3507
BC02336_N02,2461,1402
BC02714_N03,3765,1961
BC02554_N02,982,717
BC02359_N01,1947,1223
BC03626_N01,1474,1037
BC02476_N02,2042,1358
BC02507_N03,1137,825
BC02368_N01,1018,795
BC03930_N01,341,284
BC02374_N02,2270,1334
BC02723_N01,2726,1665
BC02387_N01,1238,868
BC02389_N01,1198,907
BC02400_N01,2728,1670
BC02444_N02,1774,1160
BC02761_N01,1614,1061
BC02415_N05,5226,2285
BC02059_N01,1940,1230
BC04009_N01,478,406
BC03612_N01,950,706
BC02493_N01,3280,1946
BC02642_N02,2558,1706
BC02423_N01,1135,862
BC02707_N01,1514,973
BC02447_N05,2188,1276
BC03767_N01,815,621
BC03057_N01,1075,836
BC01895_N01,1521,1013
BC02450_N01,668,539
BC02806_N01,4108,2152
BC02457_N03,2987,1766
BC02466_N02,1579,1016
BC02477_N01,1080,819
BC02486_N01,2722,1670
BC02950_N02,2339,1568
BC01700_N01,2095,1253
BC02954_N03,1159,832
BC02504_N03,3017,1876
BC02505_N01,5226,2787
BC02781_N03,2483,1505
BC02511_N02,3621,1892
BC03517_N01,1558,1002
BC02597_N02,6018,2721
BC02517_N02,2575,1459
BC02530_N02,3225,1753
BC02527_N02,4418,2339
BC02529_N01,866,659
BC02536_N01,3381,2032
BC00538_N01,6545,3008
BC02540_N01,2110,1241
BC02543_N01,4409,2288
BC03986_N01,3375,2130
BC02545_N01,4073,2042
BC02546_N03,2686,1690
BC02555_N02,1598,1039
BC02899_N02,3636,1933
BC03008_N02,4306,2531
BC02914_N02,2059,1257
BC02575_N01,636,488
BC02576_N02,3349,1839
BC02588_N05,2932,1596
BC03442_N01,4974,2389
BC02615_N02,1279,950
BC02600_N02,2719,1603
BC02603_N03,1829,1299
BC02712_N01,2316,1362
BC02616_N02,2441,1487
BC01737_N01,1644,1123
BC02617_N03,4270,2329
BC01150_N02,4758,2479
BC00231_N01,2109,1311
BC02630_N02,1255,914
BC02634_N02,2524,1536
BC03061_N01,1641,1110
BC02795_N02,1958,1352
BC02665_N04,3512,2008
BC02687_N01,1724,1092
BC02408_N01,2747,1665
BC02700_N01,2217,1273
BC02719_N02,1145,815
BC00471_N01,7474,3362
BC02742_N01,949,688
BC02745_N01,3102,1711
BC01202_N01,1996,1198
BC02748_N01,3992,2132
BC03393_N01,1361,917
BC03479_N01,1200,815
BC01371_N01,2429,1612
BC02792_N01,801,633
BC00295_N01,4322,2179
BC02799_N02,2099,1381
BC02802_N01,2638,1524
BC02809_N03,3167,1692
BC02810_N01,2386,1677
BC02924_N02,2026,1305
BC02819_N01,4280,2112
BC03921_N01,1188,839
BC02836_N01,3008,1772
BC03301_N01,1972,1307
BC02845_N01,1593,1016
BC02870_N01,1355,928
BC02874_N01,459,402
BC02889_N01,3626,2123
BC01467_N01,1784,1184
BC02891_N01,3804,2184
BC00335_N01,2215,1281
BC02909_N01,1326,908
BC02918_N01,2993,1709
BC02937_N01,2154,1460
BC02946_N03,2555,1701
BC02948_N01,1629,1193
BC02313_N01,3580,2082
BC02963_N01,1818,1088
BC02431_N01,2196,1337
