,nCounts,nFeatures
BC00458_N01,7676,3335
BC00466_N01,10541,4221
BC00468_N01,8969,3513
BC00471_N01,9358,3759
BC00475_N02,11441,4313
BC00480_N02,9266,3513
BC00498_N02,5965,2336
BC00505_N02,13741,4473
BC00507_N01,9858,4120
BC00514_N02,13380,4288
BC00519_N02,7555,3010
BC00533_N02,8354,3514
BC00535_N03,8723,2771
BC00536_N03,15560,4734
BC00538_N01,9296,3799
BC00542_N01,7329,3320
BC00543_N03,18652,5064
BC00544_N01,7496,3316
BC00549_N01,9235,3788
BC00553_N01,8138,3446
BC00555_N01,8691,3660
BC00560_N03,14921,4547
BC00565_N02,14917,4643
BC00574_N01,7071,3069
BC00587_N03,13975,4673
BC00589_N03,16799,4887
BC00598_N01,6820,2739
BC00599_N01,8382,3516
BC00614_N03,17669,4987
BC00615_N01,7736,3332
BC00618_N01,9618,3881
BC00619_N01,5464,2561
BC00622_N01,8727,3621
BC00624_N02,10479,3697
BC00625_N01,8403,3584
BC00626_N01,8057,3426
BC00627_N02,14605,4547
BC00629_N03,8624,2609
BC00635_N03,21127,5826
BC00637_N02,11166,4030
BC00640_N03,11892,3915
BC00646_N04,17836,4935
BC00662_N03,14199,4585
BC00679_N02,9952,3567
BC00680_N05,19813,5363
BC00684_N05,20032,5653
BC00691_N01,8237,3511
BC00700_N01,9087,3784
BC00717_N01,7309,3223
BC00723_N02,12265,3843
BC00725_N01,8136,3391
BC00735_N04,22250,5646
BC00739_N01,7117,3086
BC00741_N03,15703,4349
BC00742_N01,6687,2895
BC00747_N04,19037,5333
BC00749_N01,7931,3372
BC00762_N03,7914,2678
BC00764_N01,6462,2918
BC00775_N01,5653,2590
BC00777_N02,9980,3675
BC00780_N01,6703,2915
BC00785_N03,13763,4230
BC00793_N07,26738,6640
BC00796_N05,19159,5340
BC00799_N02,12659,4398
BC00801_N01,7093,3048
BC00803_N03,12166,4063
BC00804_N04,16263,4530
BC00808_N02,13154,4204
BC00810_N01,5871,2463
BC00820_N01,7840,3341
BC00827_N01,7583,3315
BC00828_N04,18704,5125
BC00832_N01,5682,2586
BC00849_N03,16227,4638
BC00852_N07,500,268
BC00853_N02,11611,3949
BC00855_N02,13511,4560
BC00860_N02,9063,3216
BC00861_N03,9464,3410
BC00864_N01,6938,2985
BC00865_N02,12574,4123
BC00868_N01,5075,2188
BC00869_N01,6771,2956
BC00871_N02,9454,3595
BC00872_N01,7573,3231
BC00873_N05,20712,5263
BC00876_N01,8732,3634
BC00877_N01,6939,2989
BC00887_N02,6317,2622
BC00888_N01,6811,2965
BC00892_N06,16109,4509
BC00894_N01,8197,3398
BC00895_N01,7297,3106
BC00901_N04,15294,4276
BC00916_N01,6763,3029
BC00924_N01,8682,3616
BC00927_N03,11975,3906
BC00930_N03,11255,3749
BC00933_N02,10748,3741
BC00935_N01,7455,3209
BC00938_N02,13411,4429
BC00944_N01,7085,3119
BC00953_N01,6018,2770
BC00955_N01,6847,2983
BC00959_N01,7507,3149
BC00960_N02,9313,3342
BC00980_N02,9802,3644
BC00981_N02,13574,4344
BC00983_N01,7613,3258
BC00994_N01,7410,3162
BC00996_N01,7700,3184
BC01001_N05,14126,3436
BC01002_N01,2797,1290
BC01012_N02,6940,2775
BC01013_N01,6914,2956
BC01014_N03,13594,4326
BC01016_N01,8484,3441
BC01017_N03,15867,4679
BC01019_N02,10413,3527
BC01020_N02,12714,4193
BC01023_N02,10204,3626
BC01034_N01,7442,3219
BC01042_N05,13523,3963
BC01043_N02,12890,4086
BC01046_N01,7995,3352
BC01047_N03,14624,4532
BC01050_N01,8573,3648
BC01051_N01,7952,3356
BC01059_N02,6682,2724
BC01062_N02,9439,3291
BC01063_N03,10922,3658
BC01074_N01,5747,2599
BC01076_N01,7121,2992
BC01081_N02,12099,4012
BC01087_N02,11799,3900
BC01090_N01,7388,3074
BC01091_N03,14065,4345
BC01095_N01,7967,3311
BC01096_N02,12788,4117
BC01102_N01,6997,2932
BC01103_N01,7197,3222
BC01105_N02,10186,3518
BC01107_N01,7760,3256
BC01109_N02,10440,3748
BC01114_N02,11135,3723
BC01117_N01,6676,2913
BC01118_N02,11369,3781
BC01121_N03,14907,4498
BC01124_N02,9795,3275
BC01126_N02,12953,4211
BC01130_N02,11826,3819
BC01135_N02,10928,3404
BC01137_N02,8360,3178
BC01138_N03,13333,4073
BC01139_N02,11198,3824
BC01142_N02,13581,4348
BC01143_N01,8762,3438
BC01145_N04,17986,4636
BC01146_N01,7181,3184
BC01150_N02,8388,3254
BC01158_N02,9490,3325
BC01164_N03,15824,4373
BC01168_N01,6890,3021
BC01170_N01,5986,2627
BC01173_N01,5951,2709
BC01176_N01,6474,2673
BC01181_N01,6629,2889
BC01182_N02,15483,4609
BC01185_N02,11839,3848
BC01194_N02,12067,4160
BC01196_N02,10159,3449
BC01200_N02,11373,3944
BC01201_N02,9202,3228
BC01202_N01,6689,2882
BC01208_N02,10600,3590
BC01209_N01,6099,2712
BC01210_N01,5544,2513
BC01211_N02,12886,4219
BC01214_N02,7879,2886
BC01220_N06,18929,5063
BC01226_N04,18713,5229
BC01227_N02,11179,3842
BC01228_N01,7573,3182
BC01233_N01,7200,3017
BC01234_N01,6475,2755
BC01240_N01,5118,2112
BC01241_N02,9807,3243
BC01242_N05,16382,4325
BC01247_N02,10701,3601
BC01249_N02,9860,3579
BC01254_N03,6733,2502
BC01257_N01,7774,3296
BC01261_N01,5234,2424
BC01265_N04,16500,4793
BC01268_N02,10675,3733
BC01269_N04,8281,2699
BC01272_N01,7175,3063
BC01273_N03,13626,3967
BC01276_N02,10688,3615
BC01278_N01,6536,2823
BC01279_N01,6607,2831
BC01282_N02,12203,3921
BC01283_N01,7485,3203
BC01288_N01,6698,2901
BC01292_N02,10293,3298
BC01299_N02,9144,3280
BC01300_N04,11023,3031
BC01303_N03,13068,4054
BC01305_N04,18032,4708
BC01307_N02,11873,3891
BC01313_N03,12671,3845
BC01315_N02,11100,3955
BC01316_N03,12093,3887
BC01317_N04,17573,4549
BC01318_N02,8582,3061
BC01320_N02,12167,3928
BC01321_N05,20499,4915
BC01331_N02,11263,3694
BC01332_N02,8436,2935
BC01334_N01,6267,2693
BC01335_N03,11978,3814
BC01336_N03,13844,3915
BC01338_N03,11156,3472
BC01340_N02,8556,2943
BC01345_N01,7381,3125
BC01346_N01,4472,2084
BC01349_N01,5804,2519
BC01352_N02,11676,3794
BC01358_N03,15538,4380
BC01365_N03,13037,3847
BC01369_N03,14503,4258
BC01371_N01,5419,2492
BC01373_N01,4846,2260
BC01374_N03,12521,3923
BC01381_N01,5315,2458
BC01383_N02,8554,3030
BC01384_N03,10030,3462
BC01387_N01,5436,2452
BC01389_N02,10181,3560
BC01390_N04,15251,3919
BC01391_N01,6585,2935
BC01394_N04,16422,4360
BC01395_N02,8938,3323
BC01398_N03,12153,3753
BC01399_N05,14612,4034
BC01404_N08,24091,5754
BC01406_N03,10841,3466
BC01409_N04,15213,4145
BC01411_N04,16774,4424
BC01414_N01,6817,2891
BC01415_N01,5318,2373
BC01417_N04,15478,4981
BC01420_N02,7310,2919
BC01431_N04,15881,4096
BC01433_N02,7600,2918
BC01434_N05,12393,3475
BC01436_N02,9657,3286
BC01439_N03,14562,4126
BC01440_N01,5332,2428
BC01443_N01,5334,2426
BC01444_N01,5820,2603
BC01445_N01,7655,3217
BC01450_N01,4850,2202
BC01452_N02,8993,3063
BC01454_N04,13119,3584
BC01460_N04,16392,4760
BC01465_N01,6430,2806
BC01467_N01,3288,1618
BC01469_N03,12043,3589
BC01470_N01,4947,2088
BC01472_N01,6822,2852
BC01473_N01,5116,2347
BC01474_N01,5184,2411
BC01477_N03,12968,3759
BC01480_N01,5733,2547
BC01481_N03,13817,3732
BC01488_N03,12208,3762
BC01489_N04,13212,3769
BC01490_N03,10553,3350
BC01491_N03,14892,4202
BC01494_N04,16548,4439
BC01499_N03,11861,3921
BC01500_N02,8429,2918
BC01502_N05,19095,4754
BC01503_N03,12308,3569
BC01513_N03,14258,4274
BC01516_N02,9870,3614
BC01524_N03,11161,3336
BC01529_N01,6173,2616
BC01530_N03,9801,3259
BC01536_N01,5531,2528
BC01539_N01,6257,2698
BC01551_N03,12786,3545
BC01558_N01,4435,2045
BC01562_N02,8181,2901
BC01564_N01,6262,2708
BC01565_N06,17652,4471
BC01566_N01,6103,2695
BC01567_N01,5317,2436
BC01569_N01,4652,2165
BC01574_N01,5542,2458
BC01578_N02,6599,2343
BC01582_N03,11683,3736
BC01584_N01,5667,2541
BC01587_N04,14647,4094
BC01591_N02,7654,2638
BC01592_N02,7815,2861
BC01595_N02,10215,3437
BC01596_N03,11752,3784
BC01597_N02,9367,3320
BC01598_N05,18946,4880
BC01599_N01,5419,2400
BC01600_N04,17717,4608
BC01602_N04,15475,4087
BC01604_N03,9654,3320
BC01606_N03,9617,3099
BC01607_N02,9871,3278
BC01608_N01,5268,2359
BC01609_N03,11956,3536
BC01610_N01,4820,2195
BC01612_N05,15603,4365
BC01614_N04,17485,4512
BC01619_N03,13187,3951
BC01621_N03,10228,3286
BC01622_N03,11719,3659
BC01628_N03,16468,4691
BC01630_N02,7605,2790
BC01635_N02,9670,3259
BC01637_N02,11151,3448
BC01639_N02,6472,2570
BC01640_N03,11970,3747
BC01642_N02,10220,3600
BC01645_N03,9797,3139
BC01654_N01,5725,2530
BC01658_N01,5059,2324
BC01661_N02,10165,3409
BC01662_N01,5424,2373
BC01666_N04,17714,4513
BC01667_N06,16458,4878
BC01669_N02,8361,2916
BC01672_N02,8882,3151
BC01673_N03,10442,3301
BC01674_N03,12892,3726
BC01676_N02,7856,2788
BC01681_N03,11961,3533
BC01687_N04,14528,3978
BC01689_N01,4619,2118
BC01691_N02,7360,2753
BC01693_N03,11849,3451
BC01694_N02,7941,2860
BC01696_N04,13753,3891
BC01697_N02,8968,3294
BC01698_N01,5784,2580
BC01699_N01,5179,2310
BC01700_N01,6447,2791
BC01701_N02,7777,2767
BC01709_N01,5487,2381
BC01711_N05,16767,4332
BC01712_N02,6754,2748
BC01713_N01,5856,2656
BC01715_N02,9693,3297
BC01720_N01,3833,1821
BC01722_N03,11474,3598
BC01725_N03,10937,3449
BC01729_N01,5665,2537
BC01730_N01,5534,2463
BC01732_N01,5636,2441
BC01733_N01,4617,2105
BC01735_N03,9532,3304
BC01736_N07,21808,4736
BC01737_N01,5534,2441
BC01739_N01,5141,2308
BC01741_N02,7967,2856
BC01743_N02,4823,2021
BC01744_N05,13656,3609
BC01745_N04,14664,3836
BC01747_N03,7464,2580
BC01749_N02,10144,3389
BC01751_N03,8824,2804
BC01753_N03,9707,3140
BC01757_N04,15294,4304
BC01758_N03,12812,3895
BC01764_N02,10048,3399
BC01766_N01,4846,2231
BC01769_N01,4757,2111
BC01770_N01,4841,2209
BC01771_N02,11226,3712
BC01773_N01,4114,1933
BC01775_N01,4800,2148
BC01776_N02,6474,2535
BC01780_N04,16770,4478
BC01781_N03,12099,3905
BC01783_N01,6913,2890
BC01784_N04,15059,4070
BC01785_N02,8878,2948
BC01786_N01,6207,2650
BC01787_N04,10582,3099
BC01789_N04,10940,3138
BC01794_N03,11645,3563
BC01797_N03,10742,3300
BC01798_N03,15452,4314
BC01802_N03,8738,2992
BC01803_N01,4840,2179
BC01805_N02,7615,2801
BC01806_N01,4810,2231
BC01807_N02,7378,2683
BC01808_N04,12865,3710
BC01812_N02,7760,2858
BC01814_N02,8453,3139
BC01816_N01,4940,2255
BC01823_N01,5861,2608
BC01827_N04,16002,5127
BC01829_N02,7829,2730
BC01831_N01,4919,2213
BC01832_N02,8929,3272
BC01833_N03,11423,3390
BC01835_N03,12871,3909
BC01836_N02,8447,3025
BC01837_N05,17645,4411
BC01838_N02,4829,1741
BC01839_N02,9269,3153
BC01844_N02,7876,2838
BC01849_N04,14273,4058
BC01852_N01,4774,2181
BC01853_N03,11221,3343
BC01856_N02,7446,2636
BC01857_N02,7163,2727
BC01859_N03,9861,3086
BC01861_N03,12986,3788
BC01862_N01,5381,2366
BC01863_N02,7997,2794
BC01864_N02,8928,3140
BC01872_N03,11773,3630
BC01875_N03,12955,3800
BC01876_N02,6475,2369
BC01877_N01,6089,2634
BC01878_N04,12002,3430
BC01882_N05,11893,3344
BC01885_N02,7456,2631
BC01886_N01,4727,2154
BC01888_N01,4878,2225
BC01889_N01,4931,2165
BC01890_N02,6345,2310
BC01891_N02,6607,2462
BC01892_N01,5524,2387
BC01895_N01,4577,2109
BC01896_N03,7745,2874
BC01897_N03,11805,3420
BC01900_N02,7526,2759
BC01905_N03,10428,3268
BC01909_N02,9354,3412
BC01910_N01,3987,1871
BC01912_N02,9854,3383
BC01918_N04,12173,3487
BC01920_N04,12802,4199
BC01921_N02,7571,2864
BC01922_N01,4891,2215
BC01924_N01,4261,1964
BC01926_N06,15703,4032
BC01927_N02,9807,3317
BC01928_N02,7308,2788
BC01931_N02,9271,3148
BC01933_N03,11497,3620
BC01934_N02,7681,2604
BC01935_N02,9823,3270
BC01936_N03,13062,3890
BC01937_N04,15088,4151
BC01938_N08,20471,5117
BC01941_N01,4590,2105
BC01942_N01,4213,2004
BC01945_N03,12305,3551
BC01946_N02,7611,2793
BC01948_N02,8408,2932
BC01949_N01,5708,2535
BC01952_N01,5230,2333
BC01954_N02,8613,3060
BC01958_N01,5106,2296
BC01961_N01,3763,1663
BC01962_N02,8694,3215
BC01965_N01,4771,2193
BC01966_N04,14792,3954
BC01967_N04,16070,4521
BC01969_N03,10025,3252
BC01970_N02,6628,2448
BC01973_N04,17098,4807
BC01975_N03,12446,3450
BC01976_N01,4382,1993
BC01979_N02,7910,2767
BC01982_N03,10676,3316
BC01984_N03,11448,3361
BC01985_N03,9728,3090
BC01986_N03,10712,3138
BC01987_N05,14882,4015
BC01988_N02,7537,2759
BC01991_N02,7995,2658
BC01995_N03,11336,3427
BC01997_N03,8671,2917
BC01998_N01,4676,2131
BC01999_N02,6531,2446
BC02000_N02,7600,2737
BC02001_N01,4753,2141
BC02002_N04,12344,3487
BC02003_N01,4541,2086
BC02004_N04,9964,2953
BC02005_N03,10169,3128
BC02006_N01,4510,2082
BC02007_N02,8537,3028
BC02008_N05,16141,4331
BC02009_N03,9927,3346
BC02010_N03,9763,3079
BC02011_N02,6912,2574
BC02012_N01,5030,2237
BC02014_N01,4643,2098
BC02015_N01,4739,2158
BC02017_N02,7227,2598
BC02018_N01,5344,2374
BC02019_N01,4375,1971
BC02020_N01,4961,2215
BC02022_N02,7459,2585
BC02027_N02,6234,2431
BC02031_N02,8832,3194
BC02034_N04,11764,3190
BC02036_N04,12585,3624
BC02039_N01,4639,2144
BC02043_N04,14593,4031
BC02047_N02,6189,2408
BC02049_N02,7451,2769
BC02050_N03,9458,3212
BC02051_N02,8536,2904
BC02056_N02,6036,2315
BC02058_N02,5667,2277
BC02059_N01,4265,1971
BC02060_N03,11935,3320
BC02063_N01,5110,2227
BC02065_N03,9837,3283
BC02068_N05,14235,3788
BC02071_N02,9116,3020
BC02074_N03,10082,3293
BC02076_N01,4595,2053
BC02077_N02,8793,3043
BC02080_N02,6287,2437
BC02081_N01,4928,2221
BC02083_N03,10843,3280
BC02085_N01,3947,1860
BC02086_N02,7846,2837
BC02087_N02,7749,2825
BC02088_N02,7884,2877
BC02089_N03,6985,2536
BC02090_N01,3772,1777
BC02091_N09,24116,5253
BC02097_N02,7246,2740
BC02099_N04,12127,3359
BC02103_N02,6825,2516
BC02106_N02,8124,2793
BC02109_N01,4486,2074
BC02110_N01,4483,2033
BC02113_N01,3956,1775
BC02115_N04,8833,2894
BC02117_N02,8017,2847
BC02118_N03,8584,2783
BC02119_N03,9808,3032
BC02120_N02,9109,2992
BC02126_N02,7582,2801
BC02131_N04,16232,3848
BC02132_N02,6460,2478
BC02134_N02,5763,2270
BC02135_N04,13443,3705
BC02136_N01,4176,1947
BC02139_N03,10484,3333
BC02142_N01,3904,1700
BC02146_N03,11057,3189
BC02149_N01,3762,1791
BC02151_N04,15732,4186
BC02152_N02,9108,3092
BC02153_N01,3119,1462
BC02157_N03,10478,3327
BC02158_N01,5059,2212
BC02159_N03,9755,3239
BC02162_N03,10751,3276
BC02166_N02,5395,2163
BC02167_N02,8297,3160
BC02171_N05,14971,4004
BC02173_N03,9806,3131
BC02177_N02,6547,2561
BC02178_N03,10067,3106
BC02179_N02,8619,2827
BC02183_N01,3464,1614
BC02184_N02,6447,2285
BC02185_N02,6540,2505
BC02186_N01,4915,2200
BC02188_N03,9636,3116
BC02190_N02,6794,2602
BC02191_N01,5200,2266
BC02194_N01,3859,1777
BC02196_N04,9486,2871
BC02197_N01,4511,2026
BC02200_N06,15009,3874
BC02203_N01,4635,2114
BC02204_N02,5369,2160
BC02207_N02,7251,2582
BC02208_N02,6683,2494
BC02209_N03,11260,3203
BC02210_N03,9276,3108
BC02212_N02,6593,2391
BC02213_N01,4165,1948
BC02214_N02,9158,3065
BC02215_N05,12504,3470
BC02216_N03,11522,3478
BC02218_N02,5820,2349
BC02219_N01,4668,2107
BC02220_N02,8094,2904
BC02221_N03,10892,3391
BC02222_N03,8074,2684
BC02224_N02,8998,3134
BC02225_N04,14039,3713
BC02228_N03,10851,3403
BC02229_N01,4273,1979
BC02230_N02,8274,2954
BC02231_N03,6868,2341
BC02232_N04,10494,3150
BC02233_N01,4433,2021
BC02234_N03,10108,3214
BC02235_N04,10957,3614
BC02236_N03,10538,3149
BC02238_N01,3395,1631
BC02239_N03,9786,2914
BC02240_N02,5925,2349
BC02241_N01,5611,2530
BC02243_N02,7505,2759
BC02244_N01,4444,2038
BC02248_N04,16977,4556
BC02249_N01,4395,2010
BC02250_N03,8691,2784
BC02254_N01,3870,1792
BC02255_N02,8387,2876
BC02256_N06,13303,3635
BC02257_N03,12053,3636
BC02261_N04,11736,3366
BC02262_N01,4278,2010
BC02270_N01,4651,2027
BC02271_N04,13823,3849
BC02272_N02,7301,2724
BC02275_N01,4555,2066
BC02277_N01,3487,1666
BC02278_N02,7158,2632
BC02281_N02,9781,3167
BC02282_N03,8286,2754
BC02283_N03,8018,2626
BC02286_N01,4254,1977
BC02289_N02,5073,2115
BC02290_N04,13595,3852
BC02291_N01,4003,1855
BC02293_N04,9980,3033
BC02294_N02,7298,2560
BC02295_N01,5694,2452
BC02296_N01,3169,1511
BC02299_N04,12898,3584
BC02301_N01,3968,1858
BC02303_N02,7018,2547
BC02304_N04,10661,3240
BC02305_N05,13395,3670
BC02306_N02,8542,2971
BC02308_N07,17955,4244
BC02309_N01,4709,2133
BC02311_N02,8335,2892
BC02312_N03,9086,3087
BC02313_N01,4017,1858
BC02314_N02,6567,2398
BC02316_N03,11026,3331
BC02317_N01,4720,2155
BC02319_N03,9804,3068
BC02325_N02,5871,2236
BC02326_N05,13891,3717
BC02327_N02,6225,2395
BC02328_N01,4102,1907
BC02331_N03,12917,3637
BC02333_N03,10710,3474
BC02336_N02,8245,2806
BC02340_N03,6312,2334
BC02341_N03,8522,2849
BC02343_N02,9297,3291
BC02344_N02,7552,2600
BC02346_N04,11744,2954
BC02347_N03,11246,3349
BC02349_N06,18053,4424
BC02351_N01,3779,1735
BC02352_N03,10017,3182
BC02356_N07,12065,3154
BC02359_N01,3993,1872
BC02364_N02,4998,2057
BC02365_N02,7922,2775
BC02368_N01,3994,1849
BC02370_N05,12597,3818
BC02374_N02,5989,2219
BC02376_N01,4128,1908
BC02377_N02,7965,2736
BC02379_N02,7995,2701
BC02380_N04,12251,3370
BC02384_N02,6125,2260
BC02385_N04,11118,3158
BC02387_N01,3692,1729
BC02389_N01,4232,1941
BC02394_N02,6807,2382
BC02395_N04,11862,3207
BC02397_N03,8356,2777
BC02398_N05,12729,3289
BC02399_N01,3535,1655
BC02400_N01,3938,1845
BC02401_N04,5925,1774
BC02402_N03,10011,3379
BC02404_N05,15325,3836
BC02408_N01,4481,2004
BC02410_N02,6309,2269
BC02412_N03,9555,3040
BC02413_N03,9276,2960
BC02414_N02,7538,2624
BC02415_N05,15024,3775
BC02417_N02,5939,2236
BC02418_N02,7023,2601
BC02419_N04,12043,3457
BC02420_N04,9516,3143
BC02421_N02,7541,2618
BC02422_N01,4395,1983
BC02423_N01,4130,1915
BC02425_N05,14598,3640
BC02427_N04,13666,3692
BC02431_N01,4441,1955
BC02432_N02,6577,2403
BC02434_N03,10287,2904
BC02436_N03,8082,2740
BC02437_N05,14978,3904
BC02438_N02,5599,2155
BC02440_N07,15180,3597
BC02441_N01,4342,1979
BC02442_N03,8523,2760
BC02443_N03,10083,3070
BC02444_N02,8593,2997
BC02445_N04,10883,3089
BC02446_N03,9165,2847
BC02447_N05,11469,3091
BC02448_N03,10659,3195
BC02449_N07,14782,3835
BC02450_N01,3718,1740
BC02452_N03,9736,2956
BC02453_N06,17425,3882
BC02454_N02,8022,2834
BC02456_N03,7777,2441
BC02457_N03,7251,2316
BC02458_N01,4585,2051
BC02459_N01,4161,1916
BC02461_N03,9684,3020
BC02462_N01,4054,1862
BC02463_N03,7161,2401
BC02465_N02,7104,2632
BC02466_N02,7146,2483
BC02467_N03,11024,3380
BC02468_N01,4251,1972
BC02469_N02,6916,2362
BC02471_N05,13917,3575
BC02472_N03,7309,2318
BC02476_N02,6073,2312
BC02477_N01,3993,1825
BC02478_N02,6994,2539
BC02481_N04,11221,3304
BC02483_N02,6381,2505
BC02485_N02,5007,1962
BC02486_N01,3421,1590
BC02488_N04,11623,3599
BC02490_N01,3602,1692
BC02491_N02,6460,2386
BC02493_N01,4412,1972
BC02494_N04,9860,3066
BC02495_N03,8910,2776
BC02496_N06,15648,3722
BC02499_N04,11580,3112
BC02500_N05,10809,2986
BC02502_N02,6761,2424
BC02503_N03,9583,2942
BC02504_N03,9654,3149
BC02505_N01,4563,2070
BC02506_N03,9378,2971
BC02507_N03,8228,2664
BC02508_N02,4798,1967
BC02510_N05,12442,3290
BC02511_N02,7659,2683
BC02512_N02,7833,2772
BC02513_N03,10290,3251
BC02514_N02,7207,2689
BC02515_N02,4421,1936
BC02516_N02,7248,2544
BC02517_N02,6603,2426
BC02519_N04,11858,3420
BC02521_N03,9552,3043
BC02523_N05,12273,3326
BC02525_N01,3799,1728
BC02526_N02,6362,2287
BC02527_N02,4883,1902
BC02529_N01,4244,1956
BC02530_N02,5720,2223
BC02531_N05,14125,3485
BC02534_N01,3869,1778
BC02536_N01,3559,1679
BC02538_N02,5681,2174
BC02539_N01,3836,1740
BC02540_N01,4018,1862
BC02541_N04,8793,2800
BC02542_N02,5760,2084
BC02543_N01,4069,1844
BC02545_N01,3872,1777
BC02546_N03,8264,2756
BC02547_N03,8165,2756
BC02548_N02,7014,2477
BC02549_N02,6487,2380
BC02551_N04,6990,2421
BC02554_N02,6962,2441
BC02555_N02,3961,1700
BC02556_N05,12734,3188
BC02557_N06,13512,3218
BC02558_N04,10345,3000
BC02559_N04,11414,3286
BC02565_N03,9615,2752
BC02566_N03,7273,2540
BC02571_N05,10175,2719
BC02572_N03,9430,2927
BC02573_N03,9804,3253
BC02574_N01,3228,1554
BC02575_N01,3549,1624
BC02576_N02,7271,2571
BC02583_N04,12331,3350
BC02584_N03,8658,2846
BC02585_N05,12227,3276
BC02587_N01,4310,2006
BC02588_N05,11068,3088
BC02589_N01,3301,1565
BC02590_N03,9249,2932
BC02594_N01,4407,1957
BC02595_N02,7011,2411
BC02597_N02,4992,2005
BC02598_N02,7199,2450
BC02600_N02,5828,2193
BC02601_N02,4818,1949
BC02603_N03,5699,2029
BC02608_N02,6623,2350
BC02612_N02,7002,2581
BC02614_N02,8207,2772
BC02615_N02,6458,2358
BC02616_N02,6974,2650
BC02617_N03,10967,3276
BC02618_N04,8759,2574
BC02621_N06,14746,3761
BC02622_N03,6472,2290
BC02623_N02,6967,2632
BC02624_N04,10030,2989
BC02625_N02,7611,2613
BC02627_N01,3869,1821
BC02630_N02,6361,2423
BC02632_N04,8320,2760
BC02633_N01,5082,2210
BC02634_N02,5936,2164
BC02637_N02,6101,2200
BC02638_N02,6586,2231
BC02640_N03,8811,2620
BC02642_N02,6281,2400
BC02643_N03,8980,2827
BC02644_N03,8680,2648
BC02645_N02,5978,2243
BC02646_N03,9487,2920
BC02647_N03,7260,2368
BC02650_N05,11232,3000
BC02653_N04,12240,3289
BC02654_N06,16673,4198
BC02657_N03,8061,2708
BC02660_N05,9324,2817
BC02663_N03,9095,2875
BC02664_N04,8387,2525
BC02665_N04,9891,2870
BC02666_N01,3675,1659
BC02668_N02,6543,2453
BC02669_N03,9081,3048
BC02670_N02,6995,2479
BC02671_N03,9032,2877
BC02673_N04,13337,3611
BC02675_N03,8961,2796
BC02676_N02,6025,2187
BC02677_N03,10942,3241
BC02680_N01,3587,1690
BC02683_N02,6942,2430
BC02685_N01,3172,1489
BC02686_N01,4093,1845
BC02687_N01,3599,1669
BC02688_N05,12865,3361
BC02690_N01,3185,1534
BC02692_N01,3723,1732
BC02693_N02,6686,2355
BC02694_N03,9241,2886
BC02697_N02,5477,2037
BC02698_N02,5739,2219
BC02699_N02,8493,2778
BC02700_N01,3245,1559
BC02704_N01,3742,1744
BC02706_N05,14959,3917
BC02707_N01,3977,1812
BC02708_N05,11183,3091
BC02709_N03,7478,2597
BC02711_N02,6661,2462
BC02712_N01,4146,1870
BC02713_N04,11748,3255
BC02714_N03,6971,2538
BC02715_N02,5808,2126
BC02717_N06,18364,4343
BC02719_N02,6835,2448
BC02720_N04,10905,3707
BC02722_N05,14368,4006
BC02723_N01,3365,1583
BC02725_N03,9179,2968
BC02728_N02,5729,2257
BC02729_N02,6527,2291
BC02730_N06,9393,2517
BC02731_N03,8245,2651
BC02733_N02,6117,2187
BC02735_N03,8287,2657
