,nCounts,nFeatures
BC02737_N01,4613,2062
BC02738_N02,6689,2565
BC02742_N01,3241,1530
BC02745_N01,3771,1707
BC02746_N02,5661,2084
BC02747_N05,12102,3195
BC02748_N01,4885,2180
BC02749_N01,3647,1682
BC02752_N03,8963,2782
BC02753_N03,7894,2535
BC02754_N03,8619,2702
BC02760_N02,6165,2216
BC02761_N01,3925,1780
BC02763_N03,7289,2442
BC02765_N05,12402,3193
BC02766_N03,7255,2348
BC02768_N04,9380,2891
BC02769_N02,6079,2193
BC02770_N05,12719,3377
BC02771_N03,8458,2666
BC02772_N03,9716,2897
BC02773_N04,10459,2891
BC02774_N03,9699,2991
BC02775_N02,6153,2242
BC02776_N03,7603,2532
BC02778_N03,12234,3449
BC02779_N02,7066,2509
BC02780_N05,12811,3786
BC02781_N03,8961,2959
BC02782_N04,10384,3100
BC02783_N01,2982,1425
BC02785_N02,7381,2599
BC02786_N03,7472,2558
BC02788_N04,8191,2543
BC02791_N03,10504,3011
BC02792_N01,3111,1508
BC02793_N01,3472,1633
BC02795_N02,6685,2553
BC02796_N03,8116,2502
BC02797_N04,9795,2978
BC02799_N02,3642,1546
BC02800_N03,9419,2903
BC02801_N05,9234,2797
BC02802_N01,3802,1713
BC02803_N01,3275,1541
BC02804_N02,5427,2038
BC02805_N02,6283,2238
BC02806_N01,4695,2032
BC02807_N02,7810,2717
BC02808_N03,9087,2896
BC02809_N03,9320,2930
BC02810_N01,3568,1718
BC02811_N03,7008,2511
BC02813_N04,7543,2396
BC02814_N03,10079,2908
BC02815_N03,8529,2529
BC02817_N06,15832,4031
BC02818_N02,5939,2205
BC02819_N01,3118,1484
BC02821_N02,5975,2348
BC02824_N04,10350,3234
BC02825_N01,4387,1953
BC02826_N02,4880,1905
BC02827_N02,5704,1983
BC02828_N03,8646,2790
BC02829_N05,12207,3048
BC02831_N04,10814,3152
BC02832_N01,3504,1604
BC02833_N01,3345,1568
BC02834_N07,12357,2876
BC02835_N05,13614,3839
BC02836_N01,2482,1226
BC02837_N05,11948,3392
BC02838_N01,3629,1667
BC02839_N03,10462,3089
BC02840_N02,5500,2147
BC02842_N04,10995,2953
BC02843_N02,4775,1878
BC02844_N02,6430,2304
BC02845_N01,3987,1766
BC02847_N02,5876,2246
BC02850_N03,7975,2601
BC02851_N02,7334,2643
BC02854_N02,6597,2355
BC02855_N01,3249,1533
BC02857_N05,9877,2912
BC02858_N02,5187,1852
BC02861_N02,4748,1922
BC02862_N03,7437,2420
BC02863_N06,12723,3639
BC02864_N04,10112,2953
BC02865_N02,6283,2366
BC02866_N06,12265,3472
BC02868_N02,5914,2159
BC02869_N02,6602,2525
BC02870_N01,4214,1900
BC02871_N01,3306,1557
BC02874_N01,2939,1397
BC02875_N03,8542,2694
BC02876_N04,9009,2626
BC02878_N02,6186,2286
BC02880_N01,3218,1513
BC02881_N05,11327,2975
BC02882_N06,11898,3154
BC02883_N01,3932,1842
BC02884_N03,9111,2902
BC02885_N03,10727,3150
BC02886_N03,8494,2589
BC02889_N01,3605,1685
BC02890_N04,10565,3019
BC02891_N01,3098,1452
BC02892_N06,13937,3322
BC02893_N01,3069,1434
BC02899_N02,6280,2218
BC02900_N02,4480,1740
BC02901_N03,8821,2757
BC02904_N03,7620,2565
BC02905_N05,10108,2891
BC02906_N03,5769,2078
BC02908_N01,3531,1637
BC02909_N01,2784,1323
BC02910_N03,6938,2330
BC02912_N03,7489,2481
BC02913_N02,5604,2142
BC02914_N02,6042,2160
BC02915_N02,5485,2080
BC02918_N01,3126,1467
BC02919_N02,4793,1835
BC02920_N03,8042,2437
BC02924_N02,5791,2245
BC02926_N02,7232,2640
BC02927_N05,11068,3100
BC02928_N03,7275,2461
BC02929_N03,7118,2596
BC02930_N02,6517,2347
BC02931_N03,7028,2265
BC02933_N02,5434,2022
BC02937_N01,3140,1486
BC02938_N03,7956,2468
BC02939_N04,7388,2375
BC02940_N04,9423,2670
BC02941_N02,6337,2316
BC02943_N05,11141,2974
BC02944_N05,11374,3022
BC02946_N03,6992,2431
BC02947_N02,5847,2249
BC02948_N01,4012,1839
BC02950_N02,6828,2474
BC02951_N02,6018,2181
BC02952_N02,6240,2244
BC02954_N03,8683,2533
BC02956_N02,4348,1731
BC02958_N03,7914,2528
BC02959_N02,6501,2323
BC02961_N01,2935,1388
BC02962_N01,2857,1350
BC02963_N01,3404,1558
BC02965_N02,4321,1777
BC02966_N03,5959,2099
BC02967_N04,7930,2336
BC02968_N03,7095,2456
BC02969_N01,2995,1436
BC02972_N02,5376,2055
BC02974_N01,3596,1658
BC02976_N03,8143,2697
BC02977_N03,7132,2407
BC02978_N04,9223,2643
BC02980_N02,5112,1905
BC02981_N04,7438,2296
BC02984_N01,3901,1762
BC02985_N01,3196,1484
BC02986_N03,8170,2611
BC02987_N01,3270,1525
BC02988_N02,5112,2056
BC02989_N02,6217,2273
BC02990_N01,3137,1496
BC02991_N03,7631,2479
BC02992_N06,13728,3551
BC02993_N02,4835,1792
BC02994_N02,4780,1822
BC02996_N01,4011,1850
BC02997_N04,10729,3011
BC02998_N01,2921,1392
BC02999_N02,5256,2025
BC03000_N05,12551,3494
BC03002_N03,8121,2726
BC03003_N01,3355,1584
BC03004_N01,3408,1588
BC03006_N02,5974,2251
BC03007_N02,5156,1987
BC03008_N02,5402,2150
BC03009_N03,7023,2358
BC03010_N03,7655,2472
BC03011_N01,3272,1518
BC03014_N04,9409,2830
BC03015_N02,5093,2028
BC03016_N02,5061,2025
BC03017_N04,8744,2857
BC03018_N01,3300,1547
BC03020_N01,3951,1833
BC03022_N02,5164,1902
BC03023_N03,10907,3204
BC03025_N02,7013,2384
BC03026_N03,7586,2496
BC03030_N01,2938,1391
BC03031_N03,7505,2352
BC03032_N01,3095,1444
BC03033_N01,2830,1365
BC03034_N03,7608,2407
BC03035_N03,6150,2060
BC03036_N04,11577,3183
BC03037_N01,2969,1366
BC03044_N03,7974,2482
BC03045_N03,7180,2436
BC03046_N02,7220,2572
BC03047_N03,6606,2095
BC03050_N01,3397,1590
BC03051_N01,3322,1569
BC03052_N05,11669,3144
BC03053_N03,8234,2678
BC03054_N04,9240,2970
BC03055_N02,5551,2162
BC03056_N07,12676,3274
BC03057_N01,3487,1630
BC03058_N03,6795,2307
BC03059_N05,6819,2051
BC03060_N01,3293,1550
BC03061_N01,3374,1587
BC03062_N03,5638,1957
BC03063_N01,3248,1498
BC03064_N03,5943,2170
BC03065_N02,5099,1979
BC03067_N06,12748,3260
BC03068_N01,2908,1390
BC03069_N03,7411,2500
BC03070_N02,5212,1913
BC03071_N02,5656,2108
BC03072_N05,9563,2787
BC03073_N03,7604,2395
BC03074_N04,8626,2813
BC03075_N03,7428,2333
BC03076_N02,5332,1948
BC03077_N06,12324,2962
BC03078_N05,11753,2772
BC03080_N03,7479,2486
BC03081_N02,5456,1981
BC03082_N04,9169,2614
BC03084_N01,2593,1224
BC03085_N02,6212,2207
BC03086_N01,3276,1529
BC03090_N03,5518,2028
BC03091_N01,2914,1366
BC03092_N01,2960,1415
BC03095_N01,3109,1499
BC03097_N01,2856,1324
BC03098_N02,5792,2001
BC03099_N01,2855,1355
BC03102_N02,4538,1763
BC03104_N01,2810,1345
BC03105_N03,7531,2363
BC03106_N07,11329,2978
BC03107_N01,2241,1092
BC03108_N03,8579,2650
BC03109_N01,3473,1609
BC03110_N02,4814,1865
BC03111_N01,2620,1246
BC03112_N05,12031,3236
BC03113_N02,5422,2033
BC03114_N02,5342,1986
BC03115_N01,3382,1578
BC03116_N02,6125,2313
BC03117_N03,7717,2581
BC03118_N01,2446,1174
BC03119_N01,2561,1221
BC03121_N04,8553,2500
BC03122_N02,4880,1810
BC03123_N02,4820,1871
BC03124_N03,5801,2035
BC03126_N03,6175,2089
BC03128_N01,3121,1473
BC03129_N02,6627,2370
BC03130_N03,7402,2357
BC03131_N02,4812,1857
BC03132_N02,5639,2183
BC03133_N04,9128,2626
BC03134_N05,9771,2614
BC03135_N01,3329,1557
BC03136_N01,3201,1480
BC03138_N03,5675,1995
BC03141_N02,4312,1704
BC03142_N04,7005,2231
BC03143_N01,3372,1561
BC03145_N02,4556,1747
BC03147_N04,9509,2624
BC03150_N05,9897,2922
BC03151_N02,6350,2297
BC03152_N02,5895,2182
BC03153_N01,3260,1537
BC03154_N03,9021,2807
BC03155_N01,2666,1261
BC03158_N01,3518,1567
BC03159_N03,6123,2059
BC03160_N03,8584,2603
BC03161_N02,4865,1932
BC03163_N01,2772,1342
BC03165_N03,6858,2283
BC03168_N06,11939,2920
BC03169_N05,10537,2925
BC03170_N01,3102,1456
BC03171_N01,2941,1356
BC03174_N03,6313,2113
BC03175_N01,3518,1592
BC03176_N02,4512,1827
BC03179_N02,3921,1588
BC03180_N02,4914,1836
BC03182_N02,7677,2730
BC03184_N02,5269,1907
BC03185_N03,9195,2837
BC03186_N05,8913,2368
BC03188_N04,7261,1970
BC03189_N02,5482,2053
BC03190_N02,5237,1888
BC03191_N02,6243,2378
BC03192_N02,4794,1748
BC03193_N01,2723,1284
BC03194_N01,3110,1466
BC03199_N05,9976,2578
BC03200_N04,9960,2780
BC03201_N01,2768,1305
BC03202_N02,5154,1878
BC03203_N05,13909,3443
BC03204_N04,10193,3090
BC03206_N01,3075,1432
BC03207_N02,5064,1930
BC03208_N03,7360,2371
BC03209_N03,6934,2173
BC03210_N03,6737,2279
BC03211_N01,2711,1270
BC03213_N01,2507,1222
BC03214_N03,7148,2343
BC03215_N01,2884,1366
BC03216_N03,7651,2402
BC03217_N02,5209,2086
BC03219_N05,10381,2796
BC03220_N02,5541,1957
BC03221_N03,7668,2417
BC03224_N03,6498,2234
BC03225_N01,3174,1479
BC03226_N04,8960,2868
BC03228_N03,4401,1379
BC03229_N03,7295,2448
BC03230_N04,9842,2810
BC03231_N04,7879,2340
BC03232_N03,7488,2317
BC03233_N03,6712,2353
BC03234_N06,11159,2772
BC03235_N05,9678,2685
BC03238_N02,4027,1518
BC03240_N04,8512,2681
BC03241_N01,3208,1490
BC03242_N05,10134,2946
BC03243_N01,3232,1510
BC03244_N03,6039,2063
BC03245_N02,5478,1935
BC03246_N03,6417,2337
BC03247_N02,3660,1490
BC03248_N01,3254,1528
BC03252_N01,3505,1634
BC03253_N03,7652,2478
BC03255_N02,6464,2243
BC03256_N05,11188,2977
BC03257_N03,8066,2548
BC03259_N03,6567,2159
BC03261_N02,4994,1966
BC03262_N04,8627,2578
BC03263_N03,8513,2644
BC03265_N02,3876,1550
BC03267_N01,3358,1582
BC03268_N02,4670,1815
BC03269_N01,2014,982
BC03270_N04,7049,2089
BC03271_N03,6710,2355
BC03276_N01,2318,1113
BC03277_N04,8556,2584
BC03278_N03,7211,2386
BC03279_N05,8651,2418
BC03281_N01,2930,1403
BC03282_N01,2656,1287
BC03283_N03,7430,2598
BC03284_N03,7758,2403
BC03285_N04,7279,2066
BC03287_N02,5052,1790
BC03289_N03,6947,2167
BC03290_N02,958,497
BC03291_N03,6980,2348
BC03294_N02,5145,1896
BC03295_N02,7136,2613
BC03296_N02,5115,1892
BC03298_N01,2696,1280
BC03299_N02,5272,2029
BC03301_N01,2846,1332
BC03302_N01,2753,1319
BC03304_N02,5044,1944
BC03305_N02,7186,2426
BC03306_N04,6634,2265
BC03307_N01,2895,1354
BC03308_N03,7431,2219
BC03309_N01,2849,1334
BC03310_N03,6939,2206
BC03311_N01,2490,1188
BC03315_N03,5612,1914
BC03316_N02,4259,1732
BC03317_N02,3743,1401
BC03318_N03,5653,1994
BC03319_N05,10930,2858
BC03320_N04,6698,2062
BC03322_N02,6247,2353
BC03324_N05,8392,2274
BC03325_N03,6238,2155
BC03327_N04,7029,2182
BC03329_N02,4253,1679
BC03330_N02,5376,2028
BC03331_N01,2818,1320
BC03332_N03,5408,1810
BC03333_N04,7160,2096
BC03334_N01,3154,1507
BC03335_N04,7753,2556
BC03336_N02,4555,1797
BC03337_N02,4130,1622
BC03339_N01,2355,1113
BC03342_N04,8265,2508
BC03344_N02,4057,1684
BC03346_N02,4897,1837
BC03347_N03,4985,1598
BC03348_N05,10875,2862
BC03351_N03,5638,1840
BC03352_N04,7952,2332
BC03354_N03,5720,1975
BC03356_N05,10136,2728
BC03357_N03,6375,2074
BC03358_N02,3401,1399
BC03362_N03,5117,1761
BC03363_N03,5646,2025
BC03364_N01,2552,1228
BC03365_N02,4349,1732
BC03367_N03,8193,2542
BC03369_N03,7891,2685
BC03371_N01,3024,1447
BC03372_N02,4220,1618
BC03374_N03,5937,2130
BC03375_N02,4575,1723
BC03376_N02,3914,1580
BC03378_N01,2557,1226
BC03379_N03,7815,2496
BC03380_N01,1780,857
BC03381_N01,2838,1349
BC03382_N02,4305,1700
BC03383_N02,4891,1851
BC03384_N01,2656,1235
BC03385_N03,6134,2068
BC03386_N02,5000,1950
BC03388_N05,9611,2699
BC03389_N04,8173,2393
BC03390_N02,4497,1733
BC03393_N01,2611,1224
BC03396_N01,2577,1235
BC03397_N04,7971,2316
BC03398_N04,9039,2495
BC03399_N03,6129,2259
BC03401_N01,2270,1091
BC03403_N05,10567,3023
BC03405_N02,3510,1464
BC03406_N02,4110,1571
BC03407_N05,9018,2978
BC03408_N02,5613,2043
BC03410_N05,8177,2140
BC03411_N01,2567,1221
BC03412_N04,7788,2434
BC03414_N02,5981,2262
BC03416_N04,8291,2497
BC03417_N01,2744,1284
BC03418_N04,7235,2182
BC03420_N01,2312,1111
BC03421_N02,5570,2131
BC03422_N02,5190,2060
BC03423_N02,4772,1840
BC03424_N02,4868,1877
BC03425_N02,5293,2055
BC03426_N03,6952,2274
BC03428_N06,8454,2299
BC03429_N02,5163,1893
BC03432_N02,3347,1373
BC03433_N04,9790,2788
BC03434_N05,9616,2719
BC03435_N01,2960,1391
BC03437_N05,7697,2238
BC03438_N01,2622,1225
BC03439_N01,2941,1361
BC03440_N01,2887,1359
BC03441_N02,4432,1715
BC03442_N01,1568,783
BC03444_N03,4300,1475
BC03445_N01,1969,940
BC03446_N02,5926,2090
BC03447_N04,8305,2471
BC03450_N02,4538,1691
BC03452_N02,4237,1661
BC03453_N01,2783,1324
BC03455_N01,2424,1156
BC03456_N04,8648,2537
BC03457_N02,4011,1592
BC03459_N07,10766,2748
BC03460_N03,6727,2241
BC03461_N02,5358,1917
BC03462_N02,4964,1863
BC03464_N02,4087,1567
BC03465_N02,4868,1787
BC03466_N06,8612,3327
BC03467_N04,7696,2168
BC03469_N01,2185,1034
BC03471_N03,4145,1618
BC03473_N02,3807,1547
BC03474_N05,8396,2254
BC03476_N02,5112,2055
BC03478_N04,6775,2152
BC03479_N01,2391,1134
BC03483_N01,2819,1325
BC03484_N02,3719,1504
BC03485_N02,4026,1573
BC03486_N01,3110,1475
BC03488_N03,5643,2077
BC03489_N04,10164,2841
BC03490_N03,5400,1751
BC03492_N01,2498,1186
BC03494_N05,9947,2851
BC03495_N05,7802,2121
BC03496_N04,7357,2323
BC03499_N01,2643,1239
BC03501_N02,5257,1888
BC03502_N01,2576,1249
BC03503_N01,3072,1415
BC03504_N01,3328,1496
BC03505_N03,6678,2183
BC03506_N02,4337,1746
BC03507_N03,6033,1907
BC03508_N03,4649,1628
BC03509_N03,5463,1854
BC03510_N08,10069,2546
BC03511_N05,7618,2277
BC03513_N02,5364,2126
BC03516_N05,10383,2761
BC03517_N01,3043,1403
BC03518_N03,5915,2016
BC03519_N03,6766,2247
BC03520_N05,9044,2340
BC03521_N02,4714,1833
BC03523_N01,2766,1310
BC03524_N01,2529,1224
BC03525_N03,5857,2018
BC03526_N04,7861,2272
BC03528_N03,5883,2085
BC03529_N02,4292,1601
BC03530_N05,9550,2577
BC03532_N03,7398,2316
BC03533_N04,7237,2277
BC03534_N04,7235,2431
BC03535_N01,2428,1158
BC03536_N02,5603,2068
BC03537_N02,4234,1659
BC03539_N01,2406,1126
BC03540_N01,2396,1129
BC03543_N01,2329,1125
BC03544_N02,4262,1630
BC03546_N06,6835,1969
BC03547_N02,4221,1637
BC03549_N04,7377,2276
BC03550_N02,4893,1723
BC03552_N01,2241,1084
BC03555_N03,5461,1927
BC03556_N02,4468,1762
BC03557_N03,5508,1949
BC03558_N02,4291,1706
BC03560_N01,2741,1298
BC03562_N02,3629,1476
BC03563_N03,6062,1998
BC03567_N01,3309,1508
BC03568_N05,11061,2914
BC03569_N04,8722,2539
BC03570_N02,3588,1367
BC03571_N02,4789,1860
BC03572_N02,4285,1648
BC03574_N02,4659,1741
BC03575_N02,3763,1463
BC03576_N04,6345,1982
BC03577_N02,3706,1519
BC03578_N03,4976,1813
BC03580_N03,6025,1986
BC03582_N01,2319,1117
BC03583_N01,2549,1203
BC03586_N03,5275,1993
BC03587_N02,4664,1819
BC03589_N03,5099,1769
BC03590_N05,9665,2605
BC03591_N03,7410,2400
BC03592_N01,1948,969
BC03593_N04,6297,1941
BC03594_N04,6722,2182
BC03595_N01,2467,1180
BC03596_N02,3788,1522
BC03599_N01,2274,1083
BC03600_N02,3514,1439
BC03602_N03,5310,1982
BC03603_N01,2223,1070
BC03604_N05,9570,2665
BC03605_N03,5319,1814
BC03606_N04,7693,2387
BC03607_N05,7297,2101
BC03608_N05,8144,2246
BC03610_N04,8186,2610
BC03611_N02,3188,1280
BC03612_N01,2452,1143
BC03614_N01,2321,1109
BC03615_N04,7426,2210
BC03616_N03,5195,1892
BC03617_N01,2626,1252
BC03619_N03,4981,1632
BC03620_N04,7307,2133
BC03622_N03,3515,1209
BC03623_N03,7165,2454
BC03625_N02,4526,1795
BC03626_N01,2629,1256
BC03627_N05,10274,2696
BC03628_N05,7316,2259
BC03629_N02,3953,1593
BC03630_N03,5178,1892
BC03631_N02,3346,1399
BC03632_N04,8363,2502
BC03633_N01,2824,1320
BC03634_N04,6239,1921
BC03636_N03,4902,1694
BC03638_N05,10356,2776
BC03640_N01,2053,993
BC03641_N04,9268,2624
BC03642_N04,9270,2798
BC03643_N02,3440,1386
BC03645_N01,2569,1229
BC03646_N01,2291,1101
BC03647_N03,4566,1571
BC03648_N01,2396,1138
BC03649_N04,6805,2002
BC03650_N03,5036,1771
BC03651_N03,4443,1607
BC03653_N04,6560,2005
BC03656_N04,5707,1804
BC03658_N01,2537,1206
BC03659_N01,2509,1150
BC03660_N04,7221,2166
BC03662_N03,4586,1532
BC03663_N06,9831,2522
BC03665_N03,5453,1896
BC03666_N04,6780,2086
BC03669_N03,5990,1983
BC03670_N03,5674,1904
BC03672_N01,2295,1069
BC03673_N02,4328,1665
BC03674_N02,4610,1689
BC03675_N03,5243,1628
BC03677_N02,3863,1582
BC03679_N05,9190,2459
BC03680_N01,2481,1177
BC03681_N02,3885,1555
BC03682_N02,3734,1454
BC03683_N04,7617,2249
BC03684_N03,5611,1924
BC03686_N02,4324,1625
BC03687_N03,4924,1707
BC03690_N02,3906,1534
BC03691_N03,4842,1623
BC03692_N05,7774,2051
BC03693_N01,2501,1192
BC03694_N03,5779,1928
BC03695_N01,2104,1016
BC03696_N01,1929,955
BC03698_N02,4175,1554
BC03700_N02,3242,1371
BC03702_N01,2173,1034
BC03703_N05,9017,2565
BC03704_N04,8067,2438
BC03705_N01,2507,1186
BC03706_N02,5320,1898
BC03707_N02,5632,1979
BC03709_N04,5765,1905
BC03710_N02,3994,1602
BC03711_N03,6114,2052
BC03712_N03,5934,2050
BC03713_N05,7696,2177
BC03714_N04,6741,2102
BC03720_N03,5432,1941
BC03722_N02,3401,1376
BC03723_N01,2502,1186
BC03725_N04,7083,2055
BC03727_N03,6427,2097
BC03728_N01,2075,984
BC03729_N02,4582,1681
BC03730_N05,9680,2779
BC03731_N04,7549,2037
BC03732_N01,2011,981
BC03733_N04,7677,2232
BC03734_N02,3453,1350
BC03736_N03,5557,1907
BC03737_N05,7355,2107
BC03738_N01,1986,963
BC03739_N05,9051,2688
BC03741_N03,4868,1607
BC03742_N02,3264,1365
BC03743_N03,4286,1589
BC03744_N01,1905,916
BC03745_N03,5264,1821
BC03746_N04,6666,1859
BC03748_N06,7557,1960
BC03749_N04,5762,1796
BC03751_N03,4373,1554
BC03752_N02,3124,1072
BC03753_N01,2327,1131
BC03754_N01,2271,1052
BC03755_N03,4955,1715
BC03756_N01,1930,932
BC03757_N03,5098,1662
BC03758_N03,5133,1746
BC03759_N03,4939,1675
BC03761_N02,4480,1763
BC03762_N03,3464,1279
BC03763_N01,1815,895
BC03764_N02,3567,1445
BC03765_N05,7558,2156
BC03766_N03,4785,1606
BC03767_N01,1978,950
BC03769_N01,1934,936
BC03770_N07,10169,2534
BC03771_N01,1904,917
BC03774_N08,10773,2475
BC03775_N03,5273,1838
BC03777_N04,6288,1878
BC03781_N01,1706,849
BC03782_N04,5836,1860
BC03783_N04,6787,2093
BC03784_N06,9189,2446
BC03785_N06,7166,2067
BC03786_N02,3722,1402
BC03788_N02,4185,1531
BC03789_N02,4288,1576
BC03790_N05,7905,2369
BC03791_N04,4990,1790
BC03792_N01,2208,1046
BC03793_N06,9611,2418
BC03795_N01,2076,1001
BC03796_N01,2220,1066
BC03797_N02,3444,1378
BC03798_N01,2043,989
BC03799_N06,8305,2184
BC03800_N02,3384,1377
BC03802_N06,9378,2539
BC03803_N02,3420,1367
BC03805_N02,3621,1430
BC03806_N04,6734,2406
BC03807_N06,8541,2114
BC03808_N02,3739,1534
BC03810_N05,6713,1923
BC03811_N05,9470,2727
BC03812_N02,3217,1336
BC03813_N01,1686,800
BC03814_N03,5037,1759
BC03815_N04,7900,2231
BC03816_N02,3484,1400
BC03817_N04,6981,2147
BC03818_N02,3992,1645
BC03819_N02,3701,1436
BC03820_N01,2143,1017
BC03821_N04,5398,1803
BC03822_N04,6122,1990
BC03826_N03,4427,1575
BC03827_N03,4391,1481
BC03828_N01,2039,959
BC03829_N05,7420,2234
BC03830_N02,3983,1515
BC03831_N03,5074,1707
BC03832_N05,7215,2033
BC03833_N04,6204,1898
BC03835_N02,3374,1449
BC03836_N04,5434,1720
BC03838_N02,3269,1273
BC03839_N02,3220,1408
BC03840_N02,3464,1367
BC03841_N02,4310,1503
BC03843_N03,4632,1651
BC03846_N02,3888,1491
BC03847_N05,6506,1928
BC03848_N01,2042,993
BC03849_N04,7018,2158
BC03851_N03,5231,1804
BC03852_N04,6417,1925
BC03853_N03,4308,1532
BC03854_N02,3305,1314
BC03855_N02,3115,1278
BC03856_N04,7170,2190
BC03857_N05,6904,1904
BC03858_N02,4021,1526
BC03859_N02,3646,1439
BC03861_N02,3596,1396
BC03862_N02,3594,1524
BC03863_N04,6865,1839
BC03864_N04,5863,1958
BC03865_N01,1601,773
BC03866_N02,3449,1426
BC03867_N03,5234,1680
BC03868_N01,2345,1124
BC03869_N03,4900,1700
BC03870_N02,3060,1227
BC03871_N01,1560,766
BC03872_N02,3860,1517
BC03873_N03,4562,1574
BC03874_N01,2152,1054
BC03875_N01,1804,864
BC03876_N05,7225,1943
BC03877_N02,2713,1123
BC03878_N02,4096,1628
BC03880_N04,6275,1843
BC03881_N01,1760,846
BC03884_N01,2095,1012
BC03887_N02,3062,1177
BC03888_N03,6738,2172
BC03889_N02,3032,1203
BC03890_N02,3834,1552
BC03891_N02,4020,1576
BC03892_N05,9900,2740
BC03894_N04,6407,1849
BC03895_N01,1130,529
BC03896_N02,4283,1578
BC03898_N04,5205,1776
BC03899_N01,1808,879
BC03900_N02,3052,1242
BC03903_N01,2026,949
BC03904_N03,4939,1640
BC03905_N01,1760,858
BC03906_N05,6309,1826
BC03907_N02,4276,1655
BC03910_N06,7301,1862
BC03918_N02,3201,1261
BC03919_N04,5622,1653
BC03920_N02,3179,1258
BC03921_N01,1732,841
BC03922_N05,6687,1763
BC03924_N01,2081,991
BC03926_N02,2951,1145
BC03927_N03,5556,1913
BC03928_N02,3537,1303
BC03929_N02,2658,1114
BC03930_N01,1438,717
BC03931_N01,1708,806
BC03932_N08,9964,2416
BC03934_N01,1532,746
BC03935_N03,4618,1631
BC03937_N04,5568,1704
BC03939_N01,1532,762
BC03940_N05,6741,1826
BC03941_N01,1341,659
BC03942_N01,1714,828
BC03943_N06,8300,2171
BC03944_N01,1769,848
BC03945_N03,4142,1600
BC03946_N03,4934,1687
BC03947_N01,1984,960
BC03948_N05,5687,1657
BC03952_N04,5616,1665
BC03954_N02,2756,1038
BC03955_N03,4470,1681
BC03957_N04,5161,1628
BC03959_N01,1474,712
BC03960_N01,1566,744
BC03962_N04,4384,1475
BC03963_N05,6258,1725
BC03966_N01,1663,805
BC03967_N01,1835,889
BC03968_N02,2444,1006
BC03969_N11,11239,2381
BC03970_N01,1386,677
BC03971_N01,2021,965
BC03974_N02,2889,1161
BC03975_N05,6000,1773
BC03976_N02,3211,1314
BC03977_N01,1748,832
BC03978_N04,5355,1609
BC03979_N01,1635,805
BC03982_N06,6353,1751
BC03983_N02,3333,1343
BC03984_N04,6643,2037
BC03986_N01,1841,895
BC03987_N03,5549,1808
BC03990_N03,3492,1128
BC03992_N01,1401,686
BC03993_N01,1825,866
BC03994_N01,1294,641
BC03995_N03,3575,1345
BC03999_N01,1530,743
BC04001_N01,1184,590
BC04002_N04,5477,1602
BC04004_N03,4361,1473
BC04005_N03,4671,1628
BC04006_N01,1454,710
BC04008_N01,1714,832
BC04009_N01,1488,717
BC04010_N02,2437,941
BC04012_N01,1272,625
BC04013_N02,3057,1258
BC04014_N01,1148,563
BC04015_N02,2774,1110
BC04016_N03,4044,1420
BC04017_N01,903,441
BC04019_N02,3684,1368
BC04024_N04,5511,1636
BC04025_N03,4335,1491
BC04026_N01,1631,790
BC04027_N01,1699,823
BC04029_N02,3155,1187
BC04032_N01,1347,660
BC04033_N03,3571,1299
BC04035_N01,1285,622
BC04037_N02,2606,1092
BC04038_N05,5581,1561
BC04040_N01,1315,629
BC04041_N01,1329,663
BC04043_N02,2910,1101
BC04047_N02,2562,1078
BC04048_N03,2705,1193
BC04049_N02,2216,1046
BC04051_N01,1007,492
BC04052_N01,877,427
BC04053_N02,2559,1063
BC04054_N01,1085,518
BC04056_N03,4155,1485
BC04061_N01,1056,529
BC04062_N01,773,398
BC04063_N01,1542,738
BC04066_N01,778,402
BC04068_N02,1840,843
BC04070_N01,924,463
BC04072_N01,864,451
BC04076_N01,1120,556
BC04080_N01,1281,626
BC04082_N02,1899,749
BC04083_N02,1900,788
BC04088_N01,1095,561
BC04089_N01,1163,565
BC04093_N01,775,399
BC04094_N01,1214,599
BC04096_N01,927,462
