,nCounts,nFeatures
BC2610_N02,7521,2632
BC2611_N02,10512,2972
BC2612_N02,9888,3066
BC2613_N01,5338,2390
BC2614_N01,3578,1752
BC2615_N01,6002,2537
BC2616_N01,5209,2281
BC2617_N01,5194,2254
BC2618_N03,12869,3224
BC2620_N03,15023,3950
BC2621_N02,10877,3259
BC2622_N01,4981,2287
BC2623_N04,14553,3153
BC2625_N01,4284,1940
BC2626_N01,663,341
BC2627_N03,11225,2862
BC2629_N04,16891,3555
BC2631_N03,15517,3622
BC2632_N02,9816,2963
BC2634_N01,5041,2215
BC2636_N01,4030,1891
BC2637_N01,4536,2044
BC2638_N01,5784,2609
BC2643_N01,5874,2520
BC2644_N02,8345,2699
BC2645_N02,11378,3124
BC2647_N01,5257,2363
BC2648_N01,5861,2518
BC2649_N02,8312,2735
BC2650_N01,6373,2724
BC2653_N02,8486,2562
BC2654_N02,10633,3086
BC2655_N01,4717,2102
BC2659_N03,13094,3228
BC2661_N01,5174,2328
BC2662_N01,4837,2196
BC2663_N02,9698,2967
BC2665_N02,8336,2683
BC2666_N01,5510,2441
BC2667_N01,5157,2338
BC2668_N01,4905,2215
BC2669_N01,5779,2511
BC2672_N03,11256,3005
BC2673_N03,11345,3439
BC2674_N01,5240,2363
BC2675_N02,9849,3405
BC2678_N02,9199,2991
BC2679_N02,8584,2883
BC2680_N03,11746,3039
BC2682_N02,8705,2762
BC2683_N01,4535,2061
BC2686_N02,8306,2684
BC2689_N02,7011,2515
BC2690_N01,4589,2068
BC2691_N01,4285,1999
BC2693_N01,5185,2317
BC2694_N02,8963,2742
BC2695_N02,9505,2767
BC2696_N03,14408,3302
BC2698_N01,5241,2361
BC2700_N03,13213,3233
BC2701_N01,5175,2265
BC2702_N01,4881,2200
BC2703_N05,17508,3764
BC2704_N01,4461,2047
BC2705_N01,6688,2816
BC2707_N01,4986,2242
BC2708_N02,7899,2510
BC2709_N01,5116,2274
BC2711_N04,18020,3798
BC2712_N01,5357,2435
BC2713_N03,13109,3233
BC2716_N02,9114,2934
BC2717_N02,6861,2050
BC2718_N03,11406,2870
BC2720_N03,12048,3365
BC2722_N02,7008,2213
BC2723_N01,4813,2142
BC2724_N01,5303,2350
BC2725_N01,5546,2409
BC2726_N02,8004,2557
BC2727_N02,9820,2987
BC2728_N01,4469,2022
BC2731_N03,10786,2505
BC2732_N03,12118,3134
BC2733_N01,5674,2408
BC2735_N01,5191,2381
BC2736_N02,7794,2591
BC2737_N03,15020,3410
BC2739_N02,8849,2679
BC2740_N01,4892,2156
BC2741_N04,15370,3430
BC2742_N03,12905,3320
BC2743_N03,12426,3062
BC2744_N01,4742,2159
BC2747_N01,4626,2105
BC2748_N01,4750,2089
BC2749_N04,12828,2852
BC2750_N02,7897,2399
BC2751_N03,12164,2896
BC2752_N01,5238,2202
BC2754_N01,4532,2048
BC2755_N02,10333,2970
BC2756_N01,4728,2138
BC2758_N01,4747,2124
BC2759_N02,8365,2737
BC2761_N03,10992,2827
BC2762_N01,6042,2603
BC2764_N01,4147,1890
BC2765_N01,4553,2028
BC2766_N05,17678,3338
BC2768_N01,4987,2202
BC2769_N03,12249,2949
BC2773_N03,10197,2691
BC2776_N02,9752,3021
BC2777_N01,4607,2114
BC2778_N01,4838,2115
BC2783_N02,7467,2533
BC2784_N04,15765,3133
BC2785_N01,4392,2011
BC2786_N01,4331,1976
BC2788_N01,5011,2242
BC2789_N02,7100,2534
BC2790_N01,4450,2094
BC2792_N01,3881,1799
BC2794_N01,4514,2054
BC2795_N02,9564,2781
BC2796_N01,5239,2237
BC2798_N04,15282,3212
BC2800_N02,7690,2443
BC2801_N01,4945,2201
BC2802_N03,11163,2940
BC2803_N01,4585,2046
BC2806_N03,13486,3016
BC2808_N01,4562,2127
BC2809_N01,5359,2337
BC2812_N02,8023,2734
BC2813_N01,5082,2205
BC2815_N01,4439,1992
BC2816_N01,4563,2084
BC2818_N01,5040,2237
BC2819_N01,3898,1828
BC2820_N04,13148,3078
BC2821_N02,8039,2453
BC2822_N01,4039,1893
BC2823_N03,9931,2823
BC2824_N02,6996,2304
BC2825_N02,8091,2420
BC2828_N01,5241,2374
BC2829_N02,7086,2353
BC2830_N02,8795,2703
BC2834_N02,7255,2149
BC2835_N01,4685,2126
BC2836_N01,6059,2650
BC2837_N01,5105,2201
BC2838_N03,11095,2589
BC2839_N01,4360,1975
BC2840_N04,15445,3364
BC2841_N01,4317,1997
BC2842_N03,12350,3103
BC2843_N02,7039,2246
BC2844_N04,14086,2981
BC2846_N01,4275,1963
BC2847_N01,4595,2066
BC2848_N01,4717,2126
BC2849_N01,4291,1951
BC2850_N02,8838,2651
BC2851_N01,4301,1922
BC2852_N02,7333,2413
BC2853_N02,8621,2605
BC2858_N02,6738,2397
BC2859_N01,4687,2078
BC2861_N01,4358,2029
BC2862_N02,7863,2614
BC2863_N03,10762,2685
BC2864_N01,3742,1765
BC2865_N02,8292,2744
BC2866_N02,8828,2668
BC2867_N01,3917,1794
BC2868_N01,3941,1813
BC2870_N01,4102,1869
BC2871_N01,4330,1985
BC2874_N02,8643,2788
BC2875_N03,9691,2434
BC2876_N01,3968,1830
BC2878_N02,8398,2603
BC2881_N01,4290,1905
BC2883_N03,10231,2538
BC2884_N01,4130,1919
BC2885_N03,9213,2422
BC2886_N01,5130,2258
BC2887_N01,3759,1746
BC2888_N02,7626,2506
BC2889_N04,13122,3731
BC2890_N01,3623,1684
BC2891_N01,4166,1902
BC2892_N04,13828,2958
BC2893_N01,5033,2232
BC2896_N02,8656,2450
BC2897_N02,9735,2818
BC2898_N01,3793,1727
BC2899_N01,3302,1467
BC2900_N01,4482,1986
BC2901_N02,8304,2555
BC2902_N01,4995,2194
BC2903_N02,7868,2550
BC2904_N01,3767,1759
BC2905_N03,10794,2819
BC2906_N01,5350,2293
BC2907_N02,7929,2432
BC2908_N01,4561,2038
BC2909_N04,12126,2532
BC2910_N02,7016,2407
BC2911_N01,4642,2077
BC2912_N01,4222,1902
BC2913_N04,13657,2819
BC2914_N01,4403,2019
BC2915_N01,3788,1742
BC2918_N01,3711,1772
BC2919_N03,12176,3194
BC2921_N04,14259,3153
BC2923_N02,7071,2247
BC2924_N02,7342,2337
BC2925_N02,7980,2553
BC2926_N03,9611,2717
BC2927_N03,9374,2518
BC2929_N03,12492,2890
BC2930_N01,4192,1920
BC2931_N04,13482,2717
BC2932_N03,12576,3307
BC2933_N03,11314,2820
BC2934_N01,3945,1771
BC2935_N01,5024,2261
BC2936_N02,7184,2303
BC2938_N02,7672,2377
BC2939_N01,2594,1207
BC2940_N01,4159,1898
BC2941_N01,4195,1880
BC2942_N03,11077,2974
BC2945_N01,3188,1521
BC2946_N05,15513,3365
BC2947_N02,6618,2298
BC2948_N04,13651,2944
BC2949_N02,8551,2680
BC2950_N03,11297,2707
BC2952_N01,3680,1714
BC2955_N01,3401,1572
BC2956_N02,7660,2584
BC2957_N06,19913,3360
BC2959_N01,4122,1853
BC2960_N02,6919,2216
BC2961_N02,8248,2627
BC2962_N03,9785,2554
BC2963_N01,3987,1805
BC2964_N03,10614,2527
BC2965_N02,8651,2690
BC2966_N01,4334,1946
BC2967_N01,4360,1886
BC2968_N02,6634,2123
BC2969_N01,3534,1638
BC2971_N01,4210,1901
BC2972_N04,15319,3020
BC2973_N02,7540,2498
BC2975_N01,5035,2251
BC2976_N02,8152,2511
BC2978_N02,6665,2217
BC2979_N02,7575,2444
BC2980_N01,3679,1699
BC2981_N01,3993,1825
BC2984_N08,17375,5855
BC2985_N01,3934,1802
BC2986_N05,14259,2746
BC2987_N03,9492,2483
BC2988_N02,7844,2477
BC2990_N01,4313,1956
BC2991_N01,4508,1910
BC2992_N01,4325,1917
BC2995_N01,3725,1726
BC2996_N01,4018,1828
BC2997_N01,3596,1654
BC3000_N01,5460,2359
BC3001_N03,13529,3100
BC3002_N01,4700,2131
BC3003_N01,4293,1897
BC3005_N01,2798,1341
BC3006_N02,6881,2055
BC3007_N01,4288,1951
BC3010_N01,4180,1890
BC3011_N01,3649,1668
BC3012_N04,11082,2402
BC3013_N01,4360,1966
BC3014_N01,4005,1813
BC3015_N01,3251,1508
BC3016_N04,10763,2435
BC3017_N03,7937,2273
BC3020_N05,16288,3103
BC3021_N02,6633,2113
BC3024_N03,9597,2483
BC3025_N01,4195,1858
BC3026_N01,3096,1462
BC3028_N01,3219,1497
BC3029_N03,9349,2399
BC3030_N02,8258,2646
BC3031_N02,5785,1952
BC3034_N01,3084,1482
BC3035_N03,8332,2282
BC3039_N02,6061,2055
BC3040_N02,5705,1857
BC3042_N02,8167,2528
BC3044_N04,11166,2422
BC3046_N02,7103,2356
BC3047_N01,3940,1787
BC3048_N02,6243,2109
BC3049_N02,7353,2334
BC3050_N02,8352,2525
BC3051_N02,6188,1981
BC3053_N02,5897,1857
BC3054_N03,10003,2390
BC3055_N02,6016,1957
BC3057_N02,7327,2329
BC3058_N01,3392,1567
BC3059_N01,3161,1482
BC3062_N01,3537,1620
BC3063_N03,9101,2788
BC3064_N01,3968,1778
BC3065_N01,4440,1984
BC3066_N02,3652,1240
BC3068_N01,3547,1642
BC3069_N02,4529,1951
BC3072_N01,2644,1266
BC3075_N02,5954,1945
BC3076_N03,7629,1882
BC3078_N04,10023,2931
BC3084_N01,2829,1337
BC3086_N02,5451,2293
BC3087_N04,9824,2891
BC3088_N01,2886,1384
BC3089_N01,2921,1360
BC3090_N02,5941,1991
BC3091_N03,9654,2397
BC3092_N04,11750,2510
BC3093_N01,2672,1260
BC3094_N01,2834,1333
BC3096_N02,5208,1818
BC3098_N01,3133,1446
BC3099_N01,3467,1595
BC3100_N01,3628,1663
BC3101_N01,3054,1458
BC3102_N03,7428,1950
BC3103_N01,3284,1515
BC3104_N01,2609,1264
BC3107_N03,9075,2152
BC3108_N02,4980,1742
BC3110_N02,6005,2016
BC3111_N02,5823,1973
BC3112_N02,4959,1914
BC3113_N02,4414,1844
BC3114_N03,7473,1961
BC3115_N03,9169,2396
BC3116_N01,3111,1468
BC3117_N01,3070,1409
BC3119_N01,3219,1462
BC3120_N03,7351,1928
BC3121_N01,2912,1349
BC3122_N02,5291,1848
BC3123_N01,3087,1413
BC3124_N01,2846,1367
BC3125_N01,3433,1517
BC3126_N01,3127,1409
BC3128_N01,2893,1365
BC3129_N02,4626,1925
BC3132_N01,2928,1351
BC3135_N02,5460,1825
BC3136_N02,6077,1933
BC3137_N01,2912,1373
BC3139_N02,5711,1947
BC3141_N01,2645,1267
BC3142_N01,2940,1395
BC3144_N01,3636,1632
BC3145_N05,12153,2431
BC3148_N02,5249,1661
BC3152_N01,3293,1495
BC3154_N01,2894,1322
BC3156_N02,5105,1841
BC3157_N01,3109,1413
BC3159_N01,2512,1194
BC3164_N01,1419,681
BC3166_N03,8130,2170
BC3167_N01,2319,1150
BC3168_N01,2620,1242
BC3169_N02,5526,1811
BC3170_N03,7918,2374
BC3171_N01,3025,1369
BC3172_N02,4671,1510
BC3175_N01,2333,1105
BC3176_N04,9387,2846
BC3179_N01,1771,876
BC3180_N01,1635,759
BC3182_N02,5960,1956
BC3185_N01,2315,1074
BC3189_N01,2719,1276
BC3191_N02,5549,1816
BC3192_N02,3691,1724
BC3193_N01,1629,820
BC3195_N02,4445,1508
BC3196_N02,4204,1531
BC3197_N01,2124,989
BC3202_N01,2293,1102
BC3206_N01,2079,987
BC3211_N01,1753,848
BC3212_N01,1513,751
